text,rate,number,rank,inform_tip 
生化危机 诅咒,7.0,(441人评分),2056,"
2012年10月27日 "
DokiDoki! 光之美少女,7.0,(329人评分),2057,"
49话 / 2013年2月3日 "
书家,7.0,(236人评分),2058,"
1话 / 2010年3月27日 / 山田誠 / 西道賢二 / 小島大和 "
姉弟のカンケイ,7.0,(150人评分),2059,"
3话 / 2014年9月26日 "
鲁邦三世VS名侦探柯南 剧场版,7.0,(491人评分),2060,"
2013年12月7日 "
圣斗士星矢 冥界篇 前章,7.0,(303人评分),2061,"
6话 / 2005年12月17日 "
精灵宝可梦：超梦归来,7.0,(192人评分),2062,"
1话 / 2000年12月30日 "
刀剑神域：序列之争,7.0,(2367人评分),2063,"
1话 / 2017年2月18日 "
恶魔人 诞生篇,6.9,(112人评分),2064,"
1话 / 1987年11月1日 "
功夫熊猫,7.0,(927人评分),2065,"
1话 / 2008年6月6日 / 马克·奥斯本 / 约翰·斯蒂文森 "
THE UNLIMITED 兵部京介,7.0,(811人评分),2066,"
12话 / 2013年1月7日 "
血型君,7.0,(1510人评分),2067,"
13话 / 2013年4月7日 / 大山佳久 / Real Crazy Man "
仙乐传说 世界统合篇,6.9,(130人评分),2068,"
3话 / 2011年11月23日 "
动画讨论同好会,6.9,(98人评分),2069,"
6话 / 2015年4月17日 "
鲁邦三世 微风公主 ~ 被隐藏的空中都市,6.9,(82人评分),2070,"
1话 / 2013年11月15日 "
ASIENCE～头发是女人的生命,7.0,(197人评分),2071,"
1话 / 2007年3月 "
switch缉毒特搜班,6.9,(124人评分),2072,"
2话 / 2008年12月28日 / 大平直樹 / naked ape "
守望先锋：新生,6.9,(86人评分),2073,"
2016年4月5日 "
鲁邦三世 东方见闻录 ～Another Page～,6.9,(60人评分),2074,"
1话 / 2012年11月2日 "
四驱小子,7.0,(300人评分),2075,"
25话 / 1989年10月3日 / 徳田ザウルス "
迷糊天使,7.0,(178人评分),2076,"
26话 / 2002年4月7日 / 川瀬敏文、佐藤雄三 / コゲどんぼ "
蜡笔小新 超时空！呼风唤雨的我的新娘,7.0,(163人评分),2077,"
2010年4月17日 / しぎのあきら / 臼井儀人 / 原勝徳、大木銀太郎 "
美少女战士Crystal 第三季,6.9,(122人评分),2078,"
13话 / 2016年4月4日 / 武内直子「美少女戦士セーラームーン」（なかよし / 講談社） "
魔法使的条件 夏季的天空,7.0,(285人评分),2079,"
12话 / 2008年7月2日 / 小林治 / 山田典枝 / 芳垣祐介 "
停驻你心门,6.9,(62人评分),2080,"
1话 / 2007年3月23日 / TAMA / 山田ユギ "
神灵狩,7.0,(378人评分),2081,"
22话 / 2007年10月18日 / 中村隆太郎 / Production I.G、士郎正宗 / 岡真里子 "
美妙旋律 极光之梦,6.9,(87人评分),2082,"
51话 / 2011年4月9日 / 菱田正和 / タカラトミー／シンソフィア / 川島尚 "
曙光少女,6.9,(92人评分),2083,"
25话 / 2005年10月6日 / 平池芳正 / キムラノボル / 濱川修二郎 "
佐罗的传说,6.9,(91人评分),2084,"
52话 / 1996年4月5日 / 箕ノ口克己 / Johnston McCulley / 高谷浩利 "
排球少年剧场版 结束与开始,6.9,(93人评分),2085,"
2015年7月3日 "
在盛夏等待,7.0,(2329人评分),2086,"
12话 / 2012年1月9日 "
超剧场版 Keroro军曹 龙勇士的逆袭,6.9,(103人评分),2087,"
2009年3月7日 / 佐藤順一、山口晋 "
摔跤的罗密欧与朱丽叶,7.0,(246人评分),2088,"
2013年5月26日 / 湯浅政明 / 湯浅政明 "
Fate/stay night UNLIMITED BLADE WORKS,7.0,(3493人评分),2089,"
2010年1月23日 / 山口祐司 / TYPE-MOON "
Fresh 光之美少女! 玩具王国有很多秘密!?,6.9,(82人评分),2090,"
2009年10月31日 / 志水淳児 / 香川久、爲我井克美 "
恶魔城 第一季,7.0,(357人评分),2091,"
4话 / 2017年7月7日 / Sam Deats "
新蔷薇少女,7.0,(1670人评分),2092,"
13话 / 2013年7月4日 "
名侦探柯南 第14号目标,7.0,(1319人评分),2093,"
1话 / 1998年4月18日 / こだま兼嗣 / 青山剛昌 / 須藤昌朋 "
剧场版精灵宝可梦 就决定是你了！,7.0,(232人评分),2094,"
1话 / 2017年7月15日 "
驯龙高手2,7.0,(348人评分),2095,"
2014-05-16(首映) 2014-06-13(美国) 2014-08-14(中国大陆) / Dean DeBlois / ""How to Train Your Dragon"" by Cressida Cowell "
潜行吧！奈亚子W,7.0,(2494人评分),2096,"
12话 / 2013年4月7日 / 長澤剛 / 逢空万太 "
木偶奇遇记,6.9,(137人评分),2097,"
1940年2月7日 / Ben Sharpsteen&Hamilton Luske / The Adventures of Pinocchio "
穿靴子的猫：萌猫三剑客,6.9,(72人评分),2098,"
1话 / 2012年2月24日 / 許誠毅 "
丁丁历险记,6.9,(197人评分),2099,"
1话 / 2011-10-26(法国) / 2011-11-15(中国大陆) / 2011-12-21(美国) / 史蒂文·斯皮尔伯格 "
剧场版 魔神Z / INFINITY,6.9,(108人评分),2100,"
2018年1月13日 "
阿松 第二季,7.0,(608人评分),2101,"
25话 / 2017年10月2日 "
伪恋：,7.0,(2222人评分),2102,"
12话 / 2015年4月10日 / 宮本幸裕（总演出） "
红海龟,6.9,(76人评分),2103,"
2016年6月29日（法国）、2016年9月17日（日本） / Michaël Dudok de Wit / Michaël Dudok de Wit "
恶魔奶爸 OAD,7.0,(291人评分),2104,"
1话 / 2010年12月29日 / 田村隆平 "
猴子捞月,6.9,(145人评分),2105,"
1981 / 周克勤 "
非常偶像Key,6.9,(86人评分),2106,"
15话 / 1994年12月16日 "
元气少女缘结神,7.0,(1658人评分),2107,"
13话 / 2012年10月1日 / 鈴木ジュリエッタ "
小熊维尼历险记,6.8,(72人评分),2108,"
1977年3月11日 / John Lounsbery / 伍夫根雷德门 (Wolfgang Reitherman) "
狮子王,6.9,(71人评分),2109,"
52话 / 1995年 "
穿靴子的猫,7.0,(305人评分),2110,"
1话 / 2011年10月28日 / 克里斯·米勒 "
龙珠Z 龙拳爆发,6.9,(95人评分),2111,"
1995年7月15日 "
人参娃娃,6.8,(67人评分),2112,"
1962 / 万古蟾 / 张士杰 "
网球少女,7.0,(841人评分),2113,"
12话 / 2012年10月7日 / ルーツ "
咕咚来了,6.9,(73人评分),2114,"
1981 / 胡雄华、沈祖慰 "
新・天地无用!,6.8,(67人评分),2115,"
26话 / 1997年4月1日 "
赤发白雪姬,7.0,(1413人评分),2116,"
12话 / 2015年7月6日 "
猫汤剧场,6.9,(148人评分),2117,"
27话 / 1999年7月9日 / 福富博 "
魔法老师！～白色之翼 ALA ALBA～,6.9,(141人评分),2118,"
3话 / 2008年8月12日 "
兔宝的悲惨日常 梦幻篇,6.9,(212人评分),2119,"
13话 / 2015年7月3日 / 宇佐義大 / ふじのきもとこ "
新盖塔,6.9,(82人评分),2120,"
13话 / 2004年4月9日 "
苍天航路,6.9,(122人评分),2121,"
26话 / 2009年4月7日 / 冨永恒雄 / 王欣太 / チームいんどり小屋（加野晃、林祐一郎、Cindy H Yamauchi、吉田大辅、梅原隆弘、まつしたあきこ） "
青出于蓝～缘～,7.0,(266人评分),2122,"
12话 / 2003年10月11日 / 下田正美 / 文月晃 / 岩倉和憲 "
扑杀天使朵库萝,7.0,(629人评分),2123,"
8话 / 2005年3月25日 / 水島努 / おかゆまさき / 古賀誠 "
属性同好会,7.0,(1522人评分),2124,"
12话 / 2014年1月6日 / 春野友矢 "
黑子的篮球 第二季,7.0,(1294人评分),2125,"
26话 / 2013年10月5日 "
灼眼的夏娜炭,7.0,(940人评分),2126,"
15话 / 2006年1月25日 "
Infini-T Force,7.0,(268人评分),2127,"
12话 / 2017年10月2日 "
天真与闪电,7.0,(1199人评分),2128,"
12话 / 2016年7月4日 / 雨隠ギド（講談社「good!アフタヌーン」連載） "
数码暴龙大冒险02 前篇：暴龙旋风登陆 危机再现!!/后篇：超绝进化!!黄金装甲最强之力!,6.9,(212人评分),2129,"
2000年07月08日 / 山内重保 / 中鶴勝祥 "
百合星人奈绪子 OAD,7.0,(327人评分),2130,"
1话 / 2010年12月18日 / kashmir『百合星人ナオコサン』（『月刊コミック電撃大王』連載） "
蜡笔小新 风起云涌！我的宇宙公主,6.8,(66人评分),2131,"
2012年4月14日 "
剧场版 精灵宝可梦超世代：裂空的访问者 代欧奇希斯,7.0,(372人评分),2132,"
日本：2004-07-17、美国：2005-02-15、台湾：2006-04-15等 / 湯山邦彦 / 田尻智、増田順一、杉森建 / 毛利和昭、松原徳弘、一石小百合 "
乱马1/2特别篇 恶梦!春眠香,6.9,(67人评分),2133,"
1话 / 2008年7月30日 "
特別版 Free!-Take Your Marks-,6.8,(79人评分),2134,"
4话 / 2017年10月28日 "
超级偶像猫铃铛 NYO,6.8,(52人评分),2135,"
104话 / 2003年4月6日 "
零之使魔,7.0,(3170人评分),2136,"
13话 / 2006年7月2日 / 岩崎良明 / ヤマグチノボル "
出包王女 OVA,7.0,(1041人评分),2137,"
6话 / 2009年4月3日 "
GEAR战士电童,6.8,(64人评分),2138,"
38话 / 2000年10月4日 / 福田己津央 / 矢立肇 / 久行宏和 "
翼·年代记 鸟笼国的公主,7.0,(564人评分),2139,"
1话 / 2005年8月20日 / 川崎逸朗 / CLAMP / 菊池洋子 "
蜡笔小新 超级美味B级美食大逃亡,6.9,(121人评分),2140,"
2013年4月20日 "
钢铁天使核桃 零,6.8,(59人评分),2141,"
3话 / 2001年4月18日 "
偶像大师 灰姑娘女孩剧场 第二季,6.9,(266人评分),2142,"
13话 / 2017年10月3日 / まんきゅう / バンダイナムコエンターテインメント "
天使怪盗,7.0,(798人评分),2143,"
26话 / 2003年4月3日 / 羽原信义 / 杉崎由绮琉（角川书店Asuka Comics刊） / 山冈信一 "
真的存在！灵媒老师,6.9,(115人评分),2144,"
22话 / 2011年4月12日 / 松本ひで吉 "
哆啦A梦 大雄与绿巨人传,6.9,(233人评分),2145,"
2008年3月8日 "
Resort BOIN,6.9,(254人评分),2146,"
3话 / 2007年12月25日 "
一起一起这里那里,7.0,(2055人评分),2147,"
13话 / 2012年4月5日 / 追崎史敏 / 異識 / 渡辺敦子 "
亚尔斯兰战记II,6.8,(51人评分),2148,"
1992年7月18日 / 浜津守 / 田中芳樹 / 神村幸子 "
珈百璃的堕落,7.0,(2764人评分),2149,"
12话 / 2017年1月9日 "
GAMERS电玩咖,7.0,(1995人评分),2150,"
12话 / 2017年7月13日 "
擅长捉弄的高木同学 OVA,6.9,(258人评分),2151,"
1话 / 2018年7月12日 / 山本崇一朗「からかい上手の高木さん」（小学館「ゲッサン」連載中） "
机动战士高达F91,7.0,(478人评分),2152,"
1991年3月16日 / 富野由悠季 / 富野由悠季 / 安彦良和 "
立食师列传,6.8,(73人评分),2153,"
2006年4月8日 / 押井守 / 押井守 "
自杀专卖店,6.8,(63人评分),2154,"
2012年05月24日(法国戛纳电影节) / Patrice Leconte "
圆盘皇女 十二月的小夜曲,6.8,(69人评分),2155,"
12话 / 2003年10月4日 / 高本宣弘 / 介錯 / 藤井まき "
打工小哥！之2！,6.8,(58人评分),2156,"
12话 / 2018年7月6日 "
千绪的通学路,7.0,(1215人评分),2157,"
12话 / 2018年7月6日 / 川崎直孝（月刊コミックフラッパー連載／KADOKAWA刊） "
英雄时代,6.9,(364人评分),2158,"
26话 / 2007年4月1日 / 鈴木利正 / XEBEC / 平井久司 "
寒蝉鸣泣之时外传 猫杀篇,7.0,(1042人评分),2159,"
1话 / 2007年3月21日 / 今千秋 / 竜騎士07 / 07th Expansion "
悪戯～いたずら～ The Animation,6.9,(132人评分),2160,"
2话 / 2005年4月8日 "
Little Busters! OVA,6.9,(423人评分),2161,"
1话 / 2013年8月28日 "
仙乐传说 迪赛雅兰篇,6.9,(187人评分),2162,"
4话 / 2010年3月25日 / 外崎春雄 / 株式会社バンダイナムコゲームス / 松岛晃 "
Another,7.0,(5780人评分),2163,"
12话 / 2012年1月9日 / 綾辻行人 "
从漫画了解！Fate/Grand Order,6.8,(70人评分),2164,"
1话 / 2018年12月31日 "
狂赌之渊,7.0,(1786人评分),2165,"
12话 / 2017年7月1日 / 林祐一郎 / 河本ほむら・尚村透 "
「C」,7.0,(3179人评分),2166,"
11话 / 2011年4月14日 "
夜樱四重奏 星之海,6.9,(284人评分),2167,"
3话 / 2010年10月8日 / りょーちも / ヤスダスズヒト "
马丁的早晨,6.9,(287人评分),2168,"
52话 / 2004年2月17日 "
寻找满月,6.9,(230人评分),2169,"
52话 / 2002年4月6日 / 加藤敏幸 / 種村有菜 / 工藤裕加 "
机动战士高达AGE MEMORY OF EDEN,6.9,(122人评分),2170,"
1话 / 2013年7月26日 "
苍色骑士,6.9,(559人评分),2171,"
24话 / 2008年4月5日 / 板野一郎 "
炸猪排DJ扬太郎,6.8,(81人评分),2172,"
12话 / 2016年4月10日 / イーピャオ・小山ゆうじろう「とんかつDJアゲ太郎」（少年ジャンプ＋ / 集英社） "
结城友奈是勇者 -鹫尾须美之章- 第2章 魂,6.9,(398人评分),2173,"
2017年4月15日 "
虹猫蓝兔七侠传,6.9,(375人评分),2174,"
108话 / 2006年9月 "
网球王子 过去和未来的信息,6.8,(54人评分),2175,"
4话 / 2009年5月26日 "
剧场版 精灵宝可梦：结晶塔的帝王,6.9,(389人评分),2176,"
日本：2000-07-08、美国：2001-04-06、台湾：2002-02-09等 / 汤山邦彦 / 田尻智 / 一石小百合、松原徳弘、香川久 "
直白标题机器人动画,6.9,(112人评分),2177,"
13话 / 2013年2月5日 "
野良神 ARAGOTO OAD,7.0,(569人评分),2178,"
2话 / 2015年11月17日 "
叮当猫,6.8,(79人评分),2179,"
170话 / 1993-04-05 "
美鸟日记,6.9,(547人评分),2180,"
13话 / 2004年4月3日 / 井上和郎（小学館「少年サンデーコミックス」刊） / 楠本祐子 "
黄昏少女×失忆,7.0,(1953人评分),2181,"
12话 / 2012年4月8日 "
虐杀器官,6.9,(478人评分),2182,"
1话 / 2017年2月3日 / 村瀬修功 / 伊藤計劃（早川書房刊） "
四驱兄弟WGP 暴走四驱大追踪,6.8,(60人评分),2183,"
1997年7月5日 "
小熊维尼历险记,6.8,(63人评分),2184,"
83话 / 1988-09-10 "
Daicon3 开幕动画,6.9,(102人评分),2185,"
1话 / 1981年8月22日 "
史上最强弟子兼一 OAD,6.8,(67人评分),2186,"
9话 / 2012年3月16日 / 石踊宏 / 松江名俊 "
超剧场版 Keroro军曹2 深海的公主,6.9,(149人评分),2187,"
2007年3月17日 / 山口晋 / 吉崎観音 / 追崎史敏 "
Suite 光之美少女♪ 剧场版：夺回来!连接心的奇迹旋律,6.8,(87人评分),2188,"
2011年10月29日 "
千年狐,6.8,(80人评分),2189,"
2007 / 李成疆 "
银色之夜,6.8,(63人评分),2190,"
2话 / 1995年12月22日 "
火影忍者外传 李洛克的青春FULL POWER忍传,6.9,(291人评分),2191,"
51话 / 2012年4月3日 "
小飞象,6.8,(62人评分),2192,"
1941-10-31 / Ben Sharpsteen / Samuel Armstrong / Norman Ferguson / 威尔弗雷德·杰克逊 / Jack Kinney / Bill Roberts / John Elliotte "
机器人少女Z+,6.9,(233人评分),2193,"
6话 / 2015年5月20日 "
骷髅人,6.9,(115人评分),2194,"
13话 / 2007年4月28日 / もりたけし / 石ノ森章太郎 "
恋旅～True Tours Nanto～,6.9,(732人评分),2195,"
6话 / 2013年4月28日 "
少女派别,6.9,(352人评分),2196,"
3话 / 2008年7月25日 / 碧岐龍成 / 玄鉄絢 / 聖月 "
音响生命体,6.9,(168人评分),2197,"
1997年11月22日 / 森本晃司 "
机动战士高达MS IGLOO 2 重力战线,6.9,(317人评分),2198,"
3话 / 2008年10月24日 / 今西隆志 / 富野由悠季 "
魔偶马戏团,6.9,(217人评分),2199,"
36话 / 2018年10月11日 / 藤田和日郎（小学館 少年サンデーコミックス刊） "
普通女高中生要做当地偶像 OVA,6.9,(118人评分),2200,"
2话 / 2015年12月24日 "
迷你加尔刚蒂亚,6.9,(201人评分),2201,"
13话 / 2013年4月10日 "
关于我转生变成史莱姆这档事,6.9,(1085人评分),2202,"
24话 / 2018年10月1日 / 菊地康仁 / 川上泰樹・伏瀬・みっつばー『転生したらスライムだった件』（講談社「月刊少年シリウス」連載） / 江畑諒真 "
上课小动作 OAD,6.9,(781人评分),2203,"
1话 / 2014年1月4日 "
高达创战者 GM的逆袭,6.8,(110人评分),2204,"
1话 / 2017年8月25日 "
弱酸性百万亚瑟王,6.8,(86人评分),2205,"
2015年11月20日 / ちょぼらうにょぽみ（スクウェア・エニックス『拡散性ミリオンアーサー』『乖離性ミリオンアーサー』より） "
战国BASARA 贰,6.9,(699人评分),2206,"
12话 / 2010年7月11日 / 野村和也 / CAPCOM / 大久保徹 "
妻しぼり,6.9,(140人评分),2207,"
2话 / 2008年5月25日 "
结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,6.9,(426人评分),2208,"
2017年3月18日 "
机动战士V高达,6.9,(333人评分),2209,"
51话 / 1993年4月2日 / 矢立肇、富野由悠季 "
GJ部,6.9,(1578人评分),2210,"
12话 / 2013年1月9日 / 新木伸 "
苹果核战记2,6.9,(343人评分),2211,"
2007年10月20日 / 荒卷伸志 "
捉迷藏,6.9,(243人评分),2212,"
1话 / 2005年3月6日 / 栈敷大佑 "
迷宫塔 ～乌鲁克之剑～,6.9,(822人评分),2213,"
12话 / 2009年1月8日 / ナムコ「ドルアーガの塔」 "
战国鸟兽戏画～甲～,6.9,(207人评分),2214,"
13话 / 2016年10月8日 / 住田崇 "
睡美人,6.8,(60人评分),2215,"
1959-1-29 "
魔法禁书目录,7.0,(5700人评分),2216,"
24话 / 2008年10月4日 / 錦織博 / 鎌池和馬 / 田中雄一 "
元日,6.8,(65人评分),2217,"
1话 / 2015年11月2日 / 彭擎政 "
盖塔机器人,6.8,(56人评分),2218,"
51话 / 1974年4月4日 / 永井豪、石川賢 "
头文字D Legend1 -觉醒-,6.9,(158人评分),2219,"
2014年8月23日 "
谜样女友X OAD 谜之夏日祭典,6.9,(179人评分),2220,"
1话 / 2012年8月23日 "
偶像大师 灰姑娘女孩剧场 第三季,6.9,(165人评分),2221,"
13话 / 2018年7月3日 / まんきゅう / バンダイナムコエンターテインメント "
极品男孩,6.7,(53人评分),2222,"
1话 / 1987年12月16日 "
我为歌狂,6.9,(770人评分),2223,"
52话 / 2001年 / 胡依红 "
蜡笔小新 呼风唤雨黄金的间谍大作战,6.8,(92人评分),2224,"
2011年4月16日 "
无爱之战,6.9,(781人评分),2225,"
12话 / 2005年4月6日 "
三国演义,6.8,(105人评分),2226,"
52话 / 2009年8月1日（中国大陆）、2010年4月4日（日本） "
风之大陆,6.8,(71人评分),2227,"
1992年7月18日 / 真下耕一 / 竹河聖 "
学园救援团,6.9,(781人评分),2228,"
77话 / 2011年4月7日 / 川口敬一郎 / 篠原健太 / 中武学 "
Active Raid -机动强袭室第八课- 2nd,6.9,(254人评分),2229,"
12话 / 2016年7月10日 / 秋田谷典昭 / 創通・フィールズ・flying DOG "
战国BASARA OVA,6.9,(219人评分),2230,"
1话 / 2010年1月6日 / 板垣伸 "
光之美少女All Stars 大家一起歌唱♪奇迹的魔法！,6.7,(63人评分),2231,"
2016年3月19日 "
中华小子,6.9,(187人评分),2232,"
26话 / 2006年 "
飞天小女警,6.9,(419人评分),2233,"
13话 / 1998-11-18 "
尾随者竞技,6.8,(88人评分),2234,"
2009年10月16日 "
童话枪手小红帽,6.8,(70人评分),2235,"
39话 / 2006年7月1日 "
纯情房东俏房客 Again,6.9,(158人评分),2237,"
3话 / 2002年1月26日 / 岩崎良明 / 赤松健 "
异世界的圣机师物语,6.9,(262人评分),2238,"
13话 / 2009年5月1日 / 吉川浩司 / 梶島正樹 "
Hi・Me・Go・To,6.8,(90人评分),2239,"
1话 / 2001年8月13日 / 桂栗毛(村山靖) "
银仙,6.9,(1382人评分),2240,"
12话 / 2014年10月5日 / 遠藤ミドリ "
恶魔奶爸,6.9,(1680人评分),2241,"
60话 / 2011年1月9日 / 高本宣弘 / 田村隆平 / 吉岡毅 "
田中君今天也是如此慵懒,6.8,(90人评分),2242,"
35话 / 2016年4月7日 "
幸腹涂鸦,6.9,(1134人评分),2243,"
12话 / 2015年1月8日 "
樱花任务,6.9,(1729人评分),2244,"
25话 / 2017年4月5日 / Alexandre S.D. Celibidache "
酷伊忍者传,6.7,(55人评分),2245,"
12话 / 2004年7月7日 / まついひとゆき / 古賀亮一 / 柴田淳 "
阿松 赛马轶事,6.9,(164人评分),2246,"
1话 / 2016年12月12日 "
精灵旅社2,6.7,(59人评分),2247,"
1话 / 2015年9月25日 / Genndy Tartakovsky "
龙珠Z 激战人造人,6.8,(77人评分),2248,"
1992年7月11日 / 鳥山明 "
邻座的怪同学 OAD,6.9,(796人评分),2249,"
1话 / 2013年8月12日 / 岸友洋 "
最游记 Requiem 落选者的镇魂歌,6.7,(51人评分),2250,"
1话 / 2001年8月18日 / 峰倉かずや "
虹色萤火虫～永远的暑假～,6.8,(134人评分),2251,"
2012年5月19日 / 宇田鋼之介 / 川口雅幸 "
.hack//时空,6.9,(332人评分),2252,"
28话 / 2002年4月3日 / 大澤聡、番由紀子、岩岡優子、芝美奈子 "
偶像活动 第三年,6.7,(53人评分),2253,"
51话 / 2014年10月2日 "
魔弦传说,6.8,(74人评分),2254,"
1话 / 2016年8月19日 / Travis Knight "
拂晓的尤娜,6.9,(676人评分),2256,"
24话 / 2014年10月7日 "
记忆女神的女儿们,6.9,(1163人评分),2257,"
6话 / 2008年2月3日 / うえだしげる / 石原満 "
High School D×D NEW,6.9,(1315人评分),2258,"
12话 / 2013年7月7日 "
魔法少女砂沙美,6.8,(100人评分),2259,"
26话 / 1996年10月4日 "
异国色恋浪漫谭,6.9,(288人评分),2260,"
2话 / 2007年11月21日 / 大谷肇 / やまねあやの 『山根绫乃』 "
机动新世纪高达X,6.9,(382人评分),2261,"
39话 / 1996年4月5日 / 高松信司 / 矢立肇、富野由悠季 / 西村誠芳 "
MADLAX,6.9,(275人评分),2262,"
26话 / 2004年4月5日 / 真下耕一 "
舞-乙HiME,6.9,(916人评分),2263,"
26话 / 2005年10月6日 / 小原正和 / 矢立肇 / 久行宏和  "
轰炸超人,6.8,(77人评分),2264,"
52话 / 2002年10月2日 / 小寺勝之 / ハドソン / 香川久 "
阿拉丁,6.9,(174人评分),2265,"
1话 / 1992-11-25 "
魔力女管家夏日TV特别篇 “我认为H是不对的！,6.8,(110人评分),2266,"
1话 / 2003年8月14日 "
小黄人,6.9,(274人评分),2267,"
1话 / 2015年7月10日（美国）/2015年9月13日（中国大陆） / Kyle Balda / Pierre Coffin "
宇宙小毛球,6.8,(83人评分),2268,"
74话 / 1995年10月3日 / 藤子·F·不二雄 "
海底娇娃蓝华,6.8,(102人评分),2269,"
7话 / 1997年4月25日 / 西島克彦 / Studio Fantasia / 山内則康 "
Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,6.9,(1078人评分),2270,"
12话 / 2016年7月6日 "
银河机攻队 Majestic Prince,6.9,(524人评分),2271,"
24话 / 2013年4月4日 / 元永慶太郎 / 創通／フィールズ / 平井久司 "
光之美少女全明星 New Stage 未来的朋友,6.8,(134人评分),2272,"
2012年3月17日 / 志水淳児 "
それゆけまりんちゃん,6.7,(51人评分),2273,"
3话 / 2001-12-14 "
入学考试,6.7,(56人评分),2274,"
1话 / 2013 "
这个是僵尸吗？OF THE DEAD,6.9,(2373人评分),2275,"
10话 / 2012年4月4日 / 木村心一 "
犬夜叉 黑色铁碎牙,6.9,(216人评分),2276,"
1话 / 2008年7月30日 / 青木康直 "
亚人酱有话要说,6.9,(1084人评分),2277,"
13话 / 2017年1月7日 / 安藤良 / ペトス（講談社「ヤングマガジンサード」連載） "
妄想改造人改藏,6.9,(500人评分),2278,"
6话 / 2011年5月25日 / 久米田康治 "
薄樱鬼 第二章 士魂苍穹,6.8,(103人评分),2279,"
1话 / 2014年3月8日 "
史上最强弟子兼一 暗之袭击,6.8,(89人评分),2280,"
11话 / 2014年4月8日 "
在盛夏等待 特别篇,6.9,(397人评分),2281,"
1话 / 2014年8月29日 "
万有引力OVA,6.8,(96人评分),2282,"
2话 / 1999年7月23日 / 村上真紀 / 飯島弘也 "
臭作 Replay,6.8,(76人评分),2283,"
4话 / 2000年7月28日 "
鬼作,6.8,(95人评分),2284,"
6话 / 2002-01-25 "
死神,6.9,(2307人评分),2285,"
366话 / 2004年10月5日 / 阿部記之 "
浪客剑心 维新志士的镇魂歌,6.9,(199人评分),2286,"
1997年12月20日 "
Natural2 DUO,6.8,(85人评分),2287,"
4话 / 2001/11/25 "
冰川时代2：融冰之灾,6.9,(395人评分),2288,"
1话 / 2006年3月31日 / 卡洛斯·沙尔丹哈 "
我不受欢迎，怎么想都是你们的错！,6.9,(3272人评分),2289,"
12话 / 2013年7月8日 / 谷川ニコ "
妖精的尾巴 记忆里的日子,6.8,(138人评分),2290,"
1话 / 2012年2月17日 "
龙珠Z 传说中的超级赛亚人,6.8,(103人评分),2291,"
1993年3月6日 / 鳥山明 "
蜡笔小新 春日部野生王国,6.7,(56人评分),2292,"
2009年4月18日 / しぎのあきら / 臼井儀人 / 原勝徳、末吉裕一郎 "
蜡笔小新之黑暗珠珠大追击,6.7,(64人评分),2293,"
1997年4月19日 / 原恵一 / 臼井儀人 / 原勝徳 "
精灵宝可梦 超级愿望,6.9,(314人评分),2294,"
84话 / 2010年9月23日 / 湯山邦彦、須藤典彦 / 山田俊也 "
少年锦衣卫 第二季,6.7,(70人评分),2295,"
14话 / 2017年9月28日 / 谢丹 "
钢铁天使核桃,6.8,(73人评分),2296,"
28话 / 1999年10月5日 / 高橋ナオヒト / 介錯 / 千羽由利子 "
百合熊风暴,6.9,(1259人评分),2297,"
12话 / 2015年1月5日 / 幾原邦彦 / イクニゴマモナカ "
洛克人EXE Season,6.7,(52人评分),2298,"
56话 / 2002-03-04 / 加戸誉夫 / 石原満 "
龙珠 最强之道,6.7,(58人评分),2299,"
1996年3月2日 "
樱花大战,6.9,(343人评分),2300,"
25话 / 2000年4月8日 / 中村隆太郎 / 藤島康介 "
EVA爆笑学园,6.9,(563人评分),2301,"
24话 / 2007年3月20日 / 三木俊一郎、桜井弘明 "
犬神,6.9,(367人评分),2302,"
26话 / 2006年4月5日 / 草川啓造 / 有沢まみず（電撃文庫 / メディアワークス刊） / 友岡新平 "
初音岛 if,6.9,(305人评分),2303,"
2话 / 2008年12月25日 / ウシロシンジ / CIRCUS / 高品有桂 "
骇客娃娃,6.9,(707人评分),2304,"
13话 / 2015年10月2日 / ハッカドールチーム(DeNA) "
魔王勇者,6.9,(2575人评分),2305,"
12话 / 2013年1月4日 / 高橋丈夫 / 橙乃ままれ "
天方魔谭MAGI,6.9,(2006人评分),2306,"
25话 / 2012年10月7日 / 大高忍 "
机动战士高达 铁血的奥尔芬斯,6.9,(1329人评分),2307,"
25话 / 2015年10月4日 / 長井龍雪 / 千葉道徳 "
交响诗篇 彩虹满载,6.9,(567人评分),2308,"
2009年4月25日 / 原口浩 / BONES "
圣诞之吻SS OVA,6.9,(479人评分),2309,"
2话 / 2011年6月11日 "
蓝海少女,6.9,(393人评分),2310,"
13话 / 2016年7月8日 / カサヰケンイチ / 天野こずえ (ブレイドコミックス/マッグガーデン刊) / 伊東葉子 "
头山,6.7,(74人评分),2311,"
1话 / 2002年12月3日 "
我的妹妹哪有这么可爱。,6.9,(4618人评分),2312,"
16话 / 2013年4月6日 / 伏見つかさ "
初音岛II 第二季,6.9,(555人评分),2313,"
13话 / 2008年4月5日 / 岛沢ノリコ "
未来日记Redial,6.9,(1008人评分),2314,"
1话 / 2013年7月26日 / えすのサカエ "
秀逗魔导士REVOLUTION,6.9,(278人评分),2315,"
13话 / 2008年7月2日 "
