text,rate,number,rank,inform_tip 
娜娜,7.9,(1333人评分),269,"
50话 / 2006年4月5日 / 浅香守生 / 矢沢あい "
火影忍者,7.3,(2427人评分),1219,"
220话 / 2002年10月3日 / 伊達勇登 / 岸本斉史 / 西尾鉄也、鈴木博文 "
NARUTO -ナルト- THE CROSS ROADS,,(少于10人评分),,"
2008 "
NARUTO -ナルト- ナルティメットヒーロー3 「ついに激突！上忍VS下忍！！無差別大乱戦大会開催！！」,,(少于10人评分),,"
1话 / 2005-12-22 "
NARUTO -ナルト- 滝隠れの死闘 オレが英雄だってばよ！,,(少于10人评分),,"
 2003-12-20 "
火影忍者疾风传,7.2,(1825人评分),1429,"
500话 / 2007年2月15日 / 伊達勇登(第1话-第479话)、小林治(第480话-第483话)、今千秋(第484话-第488话)、渡部穏寛(第489话-第493话)、むらた雅彦(第494话-第500话) "
NARUTO -ナルト- 紅き四つ葉のクローバーを探せ,,(少于10人评分),,"
2002-12-21 "
火影忍者外传 李洛克的青春FULL POWER忍传,6.9,(272人评分),2077,"
51话 / 2012年4月3日 "
Natural,6.0,(37人评分),,"
4话 / 1999/05/25 "
Natural2 DUO,6.8,(73人评分),2117,"
4话 / 2001/11/25 "
Navia Dratp,,(少于10人评分),,"
1话 / 2005年9月2日 "
爱丽丝,,(少于10人评分),,"
1988-08-03 / Jan Švankmajer "
负空间,,(少于10人评分),,"
2017-06-13(法国) / Max Porter、Ru Kuwahata "
Neighbors from Hell Season 1,,(少于10人评分),,"
10话 / June 7, 2010 "
邻居,,(少于10人评分),,"
1952 / Norman McLaren "
雷莉的蠢事,,,,"
1961-12-30 "
小尼莫梦乡历险记,,(少于10人评分),,"
1989-7-15(日本) / 1992-7-24(美國) / 波多正美 / William T. Hurtz "
卡斯：城市守护者,,(少于10人评分),,"
6话 / 2017-09-22 "
死宅之地,,,,"
1话 / 2016年 / Chris Prynoski "
最近1,,(少于10人评分),,"
1998 "
新梦猎人丽梦,,(少于10人评分),,"
2话 / 1990-12-16 "
NEW GAME!,7.5,(2754人评分),754,"
13话 / 2016年7月4日 / 得能正太郎 "
NEW GAME!!,7.6,(1846人评分),608,"
12话 / 2017年7月11日 "
圣战士登拜因 OVA,5.4,(25人评分),,"
3话 / 1988年02月25日 "
Newmanoid CAM～キャム＝キャスティン～,4.8,(37人评分),,"
1话 / 2010/05/19 / わだへいさく / うろたん / 相坂ナオキ "
NEXT A-Class,6.3,(112人评分),3096,"
1话 / 2012年11月17日 "
NG骑士柠檬汽水&40,7.7,(21人评分),,"
38话 / 1990年4月6日 / ねぎしひろし / 斉藤卓也 "
NG骑士柠檬汽水&40 DX,,(少于10人评分),,"
3话 / 1993年6月23日 "
NG骑士柠檬汽水&40 EX,,(少于10人评分),,"
3话 / 1991年7月21日 "
吹毛求疵,,,,"
2004-09-18 / Christopher Hinton "
去野餐的好天气,,(少于10人评分),,"
1话 / 2009-05-26 / Monica Gallab "
我家也有外星人,7.2,(146人评分),1373,"
13话 / 2000年4月26日 / 佐藤卓哉 / 安倍吉俊 "
Nier: First [Ass]embly,,(少于10人评分),,"
2017-11-28 "
夜,,,,"
1930-07-31 / Walt Disney "
暗夜起源,6.0,(84人评分),3583,"
24话 / 2006年7月29日 / 竹内啓雄 / 飯田譲治 "
夜间音乐,,(少于10人评分),,"
1986 / Stan Brakhage "
Night of the Werehog,,,,"
2008 / Takashi Nakashima "
真夜中的侦探,6.6,(17人评分),,"
12话 / 1998年7月8日 / 香川豊（第1話～第4話），沙々野紀世利 "
夜之天使,,,,"
1986 / Bretislav Pojar / Jacques Drouin "
奈德梦游记,8.3,(14人评分),,"
25话 / 1997-04-19 "
极地大冒险,,(少于10人评分),,"
1话 / 2008年10月10日 / Michael Hegner / 卡里·尤索宁 "
极地大冒险2,,(少于10人评分),,"
1话 / 2012-10-12(芬兰) / 2014-02-02(中国大陆) / 卡里·尤索宁 / 乔根·莱尔丹 "
NINETEEN 19,6.5,(28人评分),,"
1话 / 1990 / 千明孝一 / きたがわ翔 / 恩田尚之 "
忍者,,(少于10人评分),,"
2话 / 1996-05-25 / 菅沼栄治 "
忍空,,(少于10人评分),,"
55话 / 1995年1月14日 / 桐山光侍 "
仁太坊 津轻三味线始祖外传,7.1,(16人评分),,"
2004年2月21日 / 西澤昭男 / 大條和雄「ファンタジーミュージック〜始祖 仁太坊の一生〜」 "
慢慢来,,(少于10人评分),,"
2008 / Cesar Diaz Melendez "
禁止狩猎,,,,"
1955-01-14 "
No Monsters,,(少于10人评分),,"
2017-11-11 "
松鼠，坚果和时间机器,7.1,(17人评分),,"
1话 / 2006年9月14日 / 克里斯·雷纳德 / 麦克·特米尔 "
"No,THANK YOU!!!",,(少于10人评分),,"
"
未来都市NO.6,7.3,(3137人评分),1196,"
11话 / 2011年7月7日 / 長崎健司 / あさのあつこ（YA!ENTERTAINMENT/講談社） "
诺亚方舟,,,,"
1959-11-10 / Bill Justice "
大贵族：回醒,6.5,(29人评分),,"
1话 / 2016年2月4日 "
大贵族：沉睡,,(少于10人评分),,"
1话 / 2015年11月28日 / 구봉회 "
夜曲,,(少于10人评分),,"
2007 / Adrià García、Victor Maldonado "
命运九重奏,6.2,(226人评分),3690,"
12话 / 2016年1月7日 "
生物课笔记,,(少于10人评分),,"
2011年 "
nothing,,(少于10人评分),,"
2013-07-19 "
Nouky & Friends,,,,"
26话 / 2009年 "
新星种子,,,,"
"
Now Hear This,,,,"
1963-04-27 / Maurice Noble、Chuck Jones "
小音乐家扬科,,,,"
1961 / Jan Lenica "
Noximilien l'horloger,,(少于10人评分),,"
"
NuDLNuDE,,(少于10人评分),,"
2话 / 1998/12/28 "
Nudnik #2,,,,"
1965 / William L. Snyder "
嘻哈街角,,,,"
2004 / Áron Gauder "
欢迎加入NHK！,8.1,(2576人评分),161,"
24话 / 2006年7月9日 / 山本裕介 / 大岩ケンヂ / 右凑具央、吉田隆彦 "
使徒传说,,,,"
2012 / Fernando Cortizo "
男孩和世界,8.1,(29人评分),,"
1话 / 2014年1月17日 / Alê Abreu "
O místo na slunci,,,,"
1960 "
超自然9人组,7.2,(1899人评分),1384,"
12话 / 2016年10月8日 / イシグロキョウヘイ / 志倉千代丸(オーバーラップ文庫刊) "
Of Men And Demons,,,,"
1969 / John Hubley、Faith Hubley "
"Offentlige røst, Den",,,,"
1988 / Lejf MARCUSSEN "
Offside Girl オフサイドガール,,,,"
2话 / 2007/04/25 "
肥猫大战三小强 第一季,,(少于10人评分),,"
78话 / 1998-09-06 / Olivier Jean Marie "
肥猫大战三小强 第二季,,(少于10人评分),,"
78话 / 2000-09-04 / Olivier Jean Marie "
肥猫大战三小强 第三季,,(少于10人评分),,"
39话 / 2008-10-18 / Olivier Jean Marie "
肥猫大战三小强 第四季,,,,"
74话 / 2012-06-02 / Olivier Jean Marie "
肥猫大战三小强 電影版,,(少于10人评分),,"
2013 / Olivier Jean Marie "
哦，亲爱的,,,,"
1978 / Børge Ring "
伙头仔昆布,7.0,(22人评分),,"
24话 / 1991年5月4日 / 今沢哲男 "
哦! 超级小奶糖,,,,"
12话 / 2000年1月27日 "
OH!スーパーミルクチャン ミルクのIT革命,,,,"
16话 / 2003-02-05 "
Oh!ファミリー,,(少于10人评分),,"
26话 / 1986年10月6日 "
OHMA,,,,"
2016 "
宇宙泰山,,,,"
34话 / 1984年1月7日 / 笹川ひろし（原案） "
章鱼的爱情,,(少于10人评分),,"
2007-07-15 / Julien Bocabeille / François-Xavier Chanioux / Olivier Delabarre / Thierry Marchand / Quentin Marmier / Emud Mokhberi "
雪宝的冰雪大冒险,6.3,(10人评分),,"
2017年11月22日 / Kevin Deters, Stevie Wermers "
老掉牙,,,,"
2009 / Adrien Merigeau / Alan Holly "
老国王科尔,,,,"
1933 / David Hand "
奥丽华历险记,,(少于10人评分),,"
1988年11月18日 / George Scribner "
OL改造讲座,,(少于10人评分),,"
1990年11月1日 "
煎蛋,7.1,(13人评分),,"
2013-04-29 "
冰上曲,,,,"
1935-09-28 / Ben Sharpsteen "
悲伤存在的意义,,(少于10人评分),,"
2015年 "
on the water,,(少于10人评分),,"
2010 "
最终幻想VII：通往笑容之路 丁塞尔篇,6.1,(141人评分),3607,"
1话 / 2009年4月16日 "
翅膀上,,(少于10人评分),,"
2012-6 / Vera Myakisheva "
On Your Mark,7.6,(453人评分),560,"
1话 / 1995年7月15日 "
他和她的自由行,,,,"
2008-03-22(克罗地亚) / Veljko Popovic "
Once a Hero,,(少于10人评分),,"
1话 / 2017年6月22日 "
从前有个蓝月亮,,,,"
2015 / Steve Boot "
从前有座森林,,,,"
1993-06-18 / Charles Grosvenor "
线条人生,,,,"
2016年7月 / Alicja Jasina "
骑士德鲁比,,,,"
1957 / Michael Lah "
101忠狗,6.9,(131人评分),2070,"
1961年1月25日 "
许愿池,6.9,(25人评分),,"
1话 / 2006年6月6日 "
苍蝇一分钟的生命,7.0,(107人评分),1828,"
1话 / 2008年 "
飞向月球,,,,"
2015年6月6日 "
超智游戏,7.9,(741人评分),278,"
25话 / 2008年10月7日 / 佐藤雄三 / 甲斐谷忍 "
海贼王,8.5,(4919人评分),25,"
1999年10月20日 / 宇田鋼之介、志水淳児→境宗久→宮元宏彰 / 尾田栄一郎 / 小泉昇→久田和也 "
海贼王 机关城的机械巨兵,6.9,(341人评分),2249,"
1话 / 2006年3月4日 / 宇田钢之介 / 尾田荣一郎 / 井上荣作 "
海贼王 3D 激走！陷阱过山车,,(少于10人评分),,"
2011年12月1日 "
海贼王 追寻草帽,6.5,(267人评分),3005,"
1话 / 2011年3月19日 "
海贼王 黄金城,6.9,(261人评分),2161,"
2016年7月23日 "
海贼王 强者世界,7.5,(680人评分),821,"
1话 / 2009年12月12日 / 境宗久 / 尾田栄一郎 "
海贼王 强者世界 前传,7.5,(459人评分),907,"
1话 / 2010年4月28日 / 伊藤尚往 / 尾田栄一郎 / 新垣重文 "
海贼王 FILM Z,7.4,(465人评分),1068,"
1话 / 2012年12月15日 "
海贼王 ROMANCE DAWN STORY,6.6,(27人评分),,"
1话 / 2008年11月24日 "
海贼王 黄金岛大冒险,6.8,(292人评分),2300,"
1话 / 2000年3月4日 / 志水淳儿 / 尾田荣一郎 / 久田和也、小泉升 "
海贼王 绽放在寒冬的奇迹樱花,7.4,(496人评分),1078,"
1话 / 2008年3月1日 / 志水淳儿 / 尾田荣一郎 / 馆直树 "
海贼王 祭典男爵与神秘岛,7.2,(394人评分),1457,"
1话 / 2005年3月4日 / 細田守 / 尾田栄一郎 / すしお , 山下高明 , 久保田誓 "
海贼王 死亡尽头的冒险,7.1,(309人评分),1659,"
1话 / 2003年3月1日 / 宇田钢之介 / 尾田荣一郎 / 小泉升 "
海贼王 星空下的伟大航道,,(少于10人评分),,"
2013年7月13日 "
海贼王3D2Y 跨越艾斯之死！与路飞伙伴的誓言,7.1,(143人评分),1679,"
1话 / 2014年8月30日 "
海贼王 特别篇 雾之岛的冒险,6.3,(35人评分),,"
1话 / 2015年12月19日 / 尾田栄一郎（『ONE PIECE』週刊少年ジャンプ連載中） "
海贼王 宇宙！星空岛编,,(少于10人评分),,"
2007年5月 "
海贼王 发条岛的冒险,6.9,(306人评分),2221,"
1话 / 2001年3月3日 / 志水淳児 / 尾田栄一郎 / 井上栄作、久田和也、小泉昇 "
海贼王 沙漠的王女与海贼们,7.2,(426人评分),1456,"
1话 / 2007年3月3日 / 今村隆寛 / 尾田荣一郎 "
海贼王 萨波特别篇 三兄弟的羁绊 奇迹的再会和被继承的意志,7.0,(61人评分),1830,"
1话 / 2015年8月22日 "
海贼王 奈美特别篇 领航员之泪与伙伴的羁绊,7.3,(82人评分),1251,"
1话 / 2012年8月25日 "
海贼王 梅利特别篇 另一位伙伴的故事,7.4,(85人评分),1122,"
1话 / 2013年8月24日 "
海贼王 路飞特别篇 手掌岛的冒险,7.0,(67人评分),1728,"
1话 / 2012年12月15日 "
海贼王 东海特别篇 路飞与四位伙伴的大冒险！！,6.7,(14人评分),,"
1话 / 2017年8月26日 / 尾田栄一郎 週刊「少年ジャンプ」（集英社）連載中 "
海贼王 接地线的冒险,,(少于10人评分),,"
2002年7月 "
海贼王 打倒海贼强萨克！,6.7,(170人评分),2488,"
1话 / 1998年 / 谷口悟朗 / 尾田栄一郎 / 尾田栄一郎 "
海贼王 被诅咒的圣剑,6.8,(336人评分),2304,"
1话 / 2004年3月6日 / 竹之内和久 / 尾田栄一郎 "
海贼王 珍兽岛之乔巴王国,6.9,(291人评分),2247,"
1话 / 2002年3月2日 / 志水淳儿 / 尾田荣一郎 / 小泉升 "
One Room,6.5,(939人评分),3372,"
12话 / 2017年1月11日 / 奥田泰弘 "
One Room 第二季,,,,"
2018年7月 "
ONE～辉之季节～,5.8,(180人评分),4137,"
4话 / 2001-08-10 / 杜野幼青 / tactics / 佐藤淳 "
ONE～辉之季节～ True Stories,6.2,(194人评分),3613,"
 3话 / 2003年11月21日 / ふくもとかん / tactics / 佐藤淳 "
Only You ビバ! キャバクラ,,,,"
15话 / 1998-11-4 "
合,,,,"
1966 / Pierre Hébert "
丛林大反攻,5.9,(13人评分),,"
2006年9月29日 "
丛林大反攻2,,(少于10人评分),,"
2008年9月24日 "
丛林大反攻3,,(少于10人评分),,"
2010年1月28日 "
OPPAI ライフ,5.8,(59人评分),3539,"
2话 / 2008年10月10日 / ブルーゲイル "
opus,,,,"
今敏 "
橘色奇迹,6.3,(465人评分),3615,"
13话 / 2016年7月3日 / 浜崎博嗣 / 高野苺 (双葉社「月刊アクション」連載) / 結城信輝 "
橘色奇迹 -未来-,6.2,(47人评分),,"
1话 / 2016年11月18日 / 高野苺 (双葉社「月刊アクション」連載) "
Orgesticulanismus,,(少于10人评分),,"
2008-03-18 / Mathieu Labaye "
英雄故事：奥丽莎,5.8,(21人评分),,"
1话 / 2017年3月2日 "
一只吃不到曲奇的猪,,(少于10人评分),,"
2010 "
孤儿的福利,,,,"
1934-08-11 / Burt Gillett "
孤儿的福利 (重制版),,,,"
1941-08-22 / Riley Thomson "
孤儿们的野餐,,,,"
1936-02-15 / Ben Sharpsteen "
奥斯卡的管弦乐队,,,,"
39话 / 1994 / Tony Collingwood "
终极细胞战,7.2,(18人评分),,"
2001-08-10 / Bobby Farrelly / Peter Farrelly "
骨 Ossa,,(少于10人评分),,"
2016-8-18 "
贪吃树,,(少于10人评分),,"
2000-09-07 / Jan Švankmajer "
奥特兰多城堡,,(少于10人评分),,"
1979 / Jan Švankmajer "
星球女士,,(少于10人评分),,"
1972 / Larry Jordan "
视线之外,7.7,(138人评分),587,"
2010-07-31 / 虞雅婷（evaty） "
OUT OF THE INKWELL- Invisable Ink,,(少于10人评分),,"
1921-12-3(美国) / 戴维·福勒斯奇尔 / 马克斯·弗莱舍 "
墨水瓶人,,(少于10人评分),,"
1921 "
OUTBURST,,(少于10人评分),,"
2009 "
科学超电磁炮 OVA,7.2,(2295人评分),1406,"
1话 / 2010年10月29日 / 田中雄一 "
OVAL×OVER,5.2,(12人评分),,"
3话 / 2005年3月23日 "
三人行必有我妹 OVA,5.8,(166人评分),4084,"
1话 / 2013年3月27日 "
铁马少年,7.3,(128人评分),1240,"
26话 / 2007年4月3日 / 安田刚士 / 岡勇一 "
花园墙外,7.9,(83人评分),518,"
10话 / 2014年11月3日 "
篱笆墙外,7.2,(17人评分),,"
2006 "
延续的时间,,(少于10人评分),,"
2005-03-19 / Oury Atlan / Thibaut Berland / Damien Ferrié "
返乡战士,7.3,(197人评分),1285,"
26话 / 2002月9月7日 "
OZ,,(少于10人评分),,"
2话 / 1992年8月28日 / 山田勝久 / 樹なつみ / 杉山東夜美 "
OZMAFIA!!,5.3,(83人评分),4206,"
12话 / 2016年7月6日 / 『OZMAFIA!!』Poni-Pachet SY/HOBIBOX "
Pa-Pa-Pa ザ★ムービー パーマン,,(少于10人评分),,"
2003年3月8日 "
Pa-Pa-Pa ザ★ムービー パーマン タコDEポン!アシHAポン!,,(少于10人评分),,"
2004年3月6日 "
环太平洋,,(少于10人评分),,"
"
落下,,(少于10人评分),,"
1999 / Aurel Klimt / Derek Shea "
潘多拉之心,6.8,(1757人评分),2452,"
25话 / 2009年4月2日 / 加戸誉夫 / 望月淳 / 小林千鶴、山岡信一 "
PANDRA 白き欲望 黒の希望 THE ANIMATION,6.3,(142人评分),3355,"
2话 / 2014-04-25 / エレクトさわる "
惊恐小镇,,(少于10人评分),,"
2009-06-17 "
吊带袜天使,8.1,(3629人评分),165,"
13话 / 2010年10月1日 / 今石洋之 / GAINAX / 錦織敦史 "
纸人,7.5,(263人评分),786,"
1话 / 2012年11月2日 / John Kahrs "
南国少年巴布华,,(少于10人评分),,"
26话 / 2003.9.30 "
Parade of the Award Nominees,,,,"
1932年11月18日(美国) "
仙境,,,,"
2004-01-21 / Ishu Patel "
天堂之吻,7.0,(223人评分),1821,"
12话 / 2005年10月13日 / 小林治 / 矢沢あい / 結城信輝 "
平行的故事,,(少于10人评分),,"
2009年5月1日 / Kelly Meador / Daniel Elwing "
通灵男孩诺曼,6.8,(37人评分),,"
1话 / 2012-08-17(美国) / 克里斯·巴特勒 / 山姆·菲尔 "
决斗,,,,"
1961-5（戛纳电影节） / Gyula Macskássy "
暴力云与送子鹳,7.3,(161人评分),1226,"
2009 / Peter Sohn "
派对恐龙,,(少于10人评分),,"
1话 / 2012年9月14日 "
双人舞,,,,"
1968 / Norman McLaren "
Passing Days,,,,"
1969 / Nedeljko Dragic "
补缀爱人,,(少于10人评分),,"
1话 / Galaad Alais / Benjamin Bourmier / Stéphanie De Fortis / Amélie Gavard / Arnaud Lapeyre "
仇恨之路,7.2,(45人评分),,"
2010年11月26日 "
伐木巨人,,,,"
1958-08-01 / Les Clark "
可怜的比埃洛,,(少于10人评分),,"
1892-10-28 / Charles-Émile Reynaud "
水獭小宝贝,6.3,(10人评分),,"
130话 / 1997-12-10 "
新撰组异闻录-铁,7.3,(575人评分),1227,"
24话 / 2003年10月7日 / 平田智浩 "
新撰组异闻录-铁 油小路篇,,(少于10人评分),,"
1话 / 2013年5月31日 / 黒乃奈々絵 "
新撰组异闻录 铁 ～友命～,,,,"
2018年秋 "
新撰组异闻录 铁 ～想道～,,(少于10人评分),,"
2018年6月2日 / 黒乃奈々絵 "
世界和平,,,,"
1939-12-09(美国) / Hugh Harman "
新桃太郎传说,6.5,(12人评分),,"
24话 / 1990年10月8日 / さくまあきら "
PEANUTS スヌーピー ショートアニメ,,(少于10人评分),,"
2015年10月 / Charles M. Schulz "
梨酒与香烟,,,,"
2016年7月1日 / Robert Valley "
珍珠,,(少于10人评分),,"
2016年5月20日 / Patrick Osborne "
奇怪的企鹅,,,,"
1934 / Wilfred Jackson "
Peeban,,(少于10人评分),,"
6话 / 2010年 "
Peeping Life -The Perfect Edition-,,(少于10人评分),,"
10话 / 2009年6月18日 "
Peeping Life TV シーズン1 ??,6.4,(12人评分),,"
12话 / 2015年10月3日 "
Peeping Life×怪兽酒场 怪兽们的所在之处,,(少于10人评分),,"
10话 / 2015年7月10日 "
pencil head,7.6,(10人评分),,"
1话 / 2012-03-18 "
马达加斯加的企鹅,6.7,(74人评分),2143,"
1话 / 2014年11月14日 / 埃里克·达尼尔 / 西蒙·J·史密斯 "
小猪佩奇 第一季,,(少于10人评分),,"
52话 / 2004-05-31 / Astley Baker Davis "
小猪佩奇 第三季,,(少于10人评分),,"
52话 / "
波波安,6.5,(45人评分),,"
65话 / 1997-09-13 "
Per Aspera Ad Astra,,(少于10人评分),,"
1969 (Estimate) / Nedeljko Dragić "
蓝色恐惧,8.6,(2198人评分),21,"
1话 / 1998年2月28日 / 今敏 / 竹内義和 "
Perfect Day,7.4,(10人评分),,"
1话 / 2011年2月 "
我在伊朗长大,7.6,(128人评分),787,"
1话 / 2007年5月23日 / 玛嘉·莎塔碧、Vincent Paronnaud / 玛嘉·莎塔碧 "
波斯系列 #1,,(少于10人评分),,"
1999 / 斯坦·布拉哈格(Stan Brakhage) "
波斯系列 #2,,(少于10人评分),,"
1999 / 斯坦·布拉哈格(Stan Brakhage) "
波斯系列 #3,,(少于10人评分),,"
1999 / 斯坦·布拉哈格(Stan Brakhage) "
女神异闻录3 剧场版 第一章 春生,6.7,(291人评分),2641,"
2013年11月23日 "
女神异闻录3 剧场版 第二章 仲夏骑士之梦,6.7,(184人评分),2428,"
2014年6月7日 "
女神异闻录3 剧场版 第三章 秋降,6.5,(136人评分),2823,"
1话 / 2015年4月4日 / 元永慶太郎 / 「ペルソナ3」（アトラス） "
女神异闻录3 剧场版 第四章 重生之冬,7.2,(133人评分),1468,"
1话 / 2016年1月23日 / 「ペルソナ3」（アトラス） "
女神异闻录4,7.3,(1737人评分),1093,"
26话 / 2011年10月6日 "
女神异闻录4 剧场版,6.5,(222人评分),3009,"
2012年6月9日 / 岸诚二 "
女神异闻录4 黄金版,6.7,(531人评分),2743,"
12话 / 2014年7月10日 "
女神异闻录5,6.9,(265人评分),2099,"
26话 / 2018年4月7日 / 石浜真史 / アトラス "
女神异闻录5 -THE DAY BREAKERS-,6.7,(314人评分),2697,"
1话 / 2016年9月3日 / 尾崎隆晴 / アトラス / 矢萩利幸・松本圭太 "
驾临地球,,(少于10人评分),,"
7话 / 2012年5月25日 "
pet,,,,"
大森貴弘 / 三宅乱丈『ペット リマスター・エディション』(ビームコミックス／KADOKAWA 刊) "
妙妙龙,,,,"
 1978-10-19 "
彼德与狼,7.3,(17人评分),,"
2006-10-23 / 苏西·邓普顿 "
彼得与狼：普罗柯菲耶夫的交响童话,,,,"
1993-12-26 / Steve Bendelack / Roger Law / Christopher Swann "
小飞侠,7.0,(65人评分),1719,"
1953年2月5日 / Clyde Geronimi Hamilton S. Luske Wilfred Jackson / Sir James Barrie "
彼得兔,,(少于10人评分),,"
29话 / 2012-2-14 "
恐怖宠物店,7.5,(664人评分),902,"
4话 / 1999年3月1日 / 平田敏夫 / 秋乃茉莉 "
Pettson och Findus - katten och gubbens år,,,,"
"
PETZ CLUB,,(少于10人评分),,"
2014-06 "
怕黑怪谈录,7.0,(20人评分),,"
2008-10-03 "
幻影,,,,"
2001 / Matthias Müller "
幻影,5.7,(104人评分),3977,"
3话 / 2004年2月27日 / 元永慶太郎 / ニトロプラス / 渡辺浩二 "
幻灵镇魂曲,7.3,(1540人评分),1124,"
26话 / 2009年4月2日 / Nitro+ "
幽灵男孩,,(少于10人评分),,"
 2015年 / Alain Gagnol / Jean-Loup Felicioli "
暮光幻影,,,,"
2018年7月 / Happy Elements / 山下恵 "
飞哥与小佛 第一季,7.1,(16人评分),,"
47话 / 2007-08-17 "
飞哥与小佛的时空大冒险,,(少于10人评分),,"
2011-08-05(美国) "
Pianissimo,,,,"
1963 / Carmen D'Avino "
钢琴恋曲,5.9,(26人评分),,"
10话 / 2002年11月11日 / 須藤典彦 / アニメイトフィルム、渡辺麻実 / 藤島康介 "
欢迎来到Pia❤卡罗特,5.9,(28人评分),,"
3话 / 1997年10月24日 "
Pia♥キャロットへようこそ!! -さやかの恋物語-,,(少于10人评分),,"
2002年10月19日 "
欢迎来到Pia❤卡罗特2,6.3,(24人评分),,"
3话 / 1998年10月23日 "
Pia♥キャロットへようこそ!!2 DX,5.7,(11人评分),,"
6话 / 1999年12月18日 "
Piccolo,,,,"
1960 / Dušan Vukotić "
腌黄瓜和花生,,,,"
2015-09-07 "
与魏茨曼野餐,,(少于10人评分),,"
1968 / Jan Švankmajer "
女装正太 PICO～我的夏季小物语,5.9,(216人评分),4112,"
1话 / 2007-11-08 "
史比夫和赫克里斯,,,,"
37话 / 1989年10月9日 "
猪命,,(少于10人评分),,"
2009 "
鸽子与特工,,(少于10人评分),,"
2009 "
小猪大行动,,(少于10人评分),,"
2003-03-21 "
波尔卡的猪,,,,"
1943-02-02 "
猪就是猪,,,,"
1954-05-21 / Jack Kinney "
Pingu in the City,,(少于10人评分),,"
52话 / 2017年10月7日 / イワタナオミ / オットマー・グットマン "
企鹅家族,7.6,(20人评分),,"
104话 / 1986-05-28 "
企鹅家族,,,,"
52话 / 2003-08-01 "
Pink and Blue Blues,,,,"
1952-08-18(美国) / Pete Burness "
顽皮豹,,(少于10人评分),,"
94话 / 1993 "
PINK,,(少于10人评分),,"
1990年7月7日 / 芦田豊雄 / 鳥山明 "
PINKERTON,4.4,(59人评分),4509,"
3话 / 2016/07/22 "
木偶奇遇记,6.9,(119人评分),1987,"
1940年2月7日 / Ben Sharpsteen&Hamilton Luske / The Adventures of Pinocchio "
开拓的日子,,(少于10人评分),,"
1930-12-05 / Burt Gillett "
鹬,7.6,(158人评分),772,"
2016年6月17日 / Alan Barillaro "
PiPi とべないホタル,,(少于10人评分),,"
1996/03/23 / 中田新一 / 小沢昭巳 "
海盗的通道,,,,"
2015年1月4日 / Mike Barth, Jamie Gallant / William Gilkerson "
皮克斯动画短片集,7.2,(23人评分),,"
13话 / 2007年11月6日 "
皮克斯动画短片集2,6.6,(12人评分),,"
12话 / 2012年11月13日 "
像素入侵,,(少于10人评分),,"
2010-04 / Patrick Jean "
小叮当与精灵杯大赛,,(少于10人评分),,"
1话 / 2011-11-19 "
疯狂的飞机,,(少于10人评分),,"
1929-03-17 / Walt Disney / Ub Iwerks "
飞机总动员,6.6,(28人评分),,"
1话 / 2013年8月9日 / 克雷·豪尔 "
飞机总动员2 火线救援,,(少于10人评分),,"
2014年7月18日 "
女武神行星,,(少于10人评分),,"
"
星之梦 全3D VR动画project,,(少于10人评分),,"
"
星之梦,7.4,(1684人评分),995,"
5话 / 2016年7月7日 / 津田尚克 / 「planetarian ～ちいさなほしのゆめ～」(Key) "
星之梦～星之人～,7.5,(679人评分),759,"
1话 / 2016年9月3日 / 津田尚克 / 「planetarian ～ちいさなほしのゆめ～」(Key) "
柏拉图,,(少于10人评分),,"
2010 / Léonard Cohen "
无奈的上帝,,(少于10人评分),,"
2003 / Matt Abbiss "
爱玩的牧神,,,,"
1930-12-27 / Burt Gillett "
贪玩的布鲁托,,(少于10人评分),,"
1934-03-03 / 伯特·吉列特 "
冥王,,,,"
8话 / 2020年 "
布鲁托的蓝色笔记,,,,"
1947-12-26 "
布鲁托的圣诞树,,,,"
1952-11-21 / Jack Hannah "
布鲁托的梦想狗窝,,,,"
1940-08-30 / Clyde Geronimi "
布鲁托的审判日,,,,"
 1935-08-31 / David Hand "
布鲁托的派对,,,,"
1952-09-19 / Milt Schaffer "
布鲁托邦,,,,"
1951-05-18 / Charles A. Nichols "
风中奇缘,7.0,(44人评分),,"
1995年6月23日 / 迈克·加布里尔 / 埃里克·古德伯格 "
风中奇缘2,6.2,(11人评分),,"
1998-08-04 "
夜行者波特,,(少于10人评分),,"
2014 / Edgar Martins / Thomas DeLonge "
精灵宝可梦：世代,7.4,(164人评分),1121,"
18话 / 2016年9月16日 "
小熊维尼:寻找克里斯多夫罗宾,,(少于10人评分),,"
1997-08-05 "
小熊维尼:长鼻怪万圣节,,(少于10人评分),,"
2005-09-13 "
小熊维尼之长鼻怪大冒险,,(少于10人评分),,"
2005-02-10 "
Pooky's,,,,"
2007年11月29日 "
大力水手,7.1,(400人评分),1775,"
50话 / 1960 "
当大力水手遇到水手辛巴达,,,,"
1936-11-27 / Dave Fleischer "
大力水手,,(少于10人评分),,"
1933-07-14 / 戴维·福勒斯奇尔 "
Pops,,(少于10人评分),,"
1话 / 1993年6月25日 "
最后的把戏,,(少于10人评分),,"
Jan Švankmajer "
后人类,,(少于10人评分),,"
2012-04-14 / Cole Drumb "
掠夺,,,,"
1990 / Mikhail Aldashin "
疯狂进化人,,,,"
1话 / 2015年4月8日 / Jamel Debbouze "
特勤机甲队,,(少于10人评分),,"
2话 / 1996年3月1日 / 工画堂スタジオ "
十的次方,,,,"
1977 / Charles Eames / Ray Eames "
美丽的问题,,(少于10人评分),,"
2010年 / David Viau "
