text,rate,number,rank,inform_tip
25岁的女高中生,4.9,(92人评分),4468,"
12话 / 2018年1月7日 / マカナ "
2B HERO,5.9,(23人评分),,"
1话 / 2015年6月19日 / 李豪凌 "
300円のおつきあい Anime Edition,3.8,(49人评分),,"
1话 / 2016/09/02 "
30岁的保健体育,6.5,(858人评分),3292,"
12话 / 2011年4月6日 / 三叶 "
3D彼女,5.6,(56人评分),3675,"
12话 / 2018年4月3日 / 直谷たかし / 那波マオ「3D彼女 リアルガール」（講談社「KCデザート」刊） / 栗田聡美 "
3PingLovers!☆一夫二妻の世界へようこそ♪ THE ANIMATION,5.9,(134人评分),3845,"
1话 / 2015年5月22日 "
三只眼,7.1,(67人评分),1559,"
4话 / 1991年7月25日 / 西尾大介 / 高田裕三 "
三只眼 圣魔传说,7.1,(50人评分),,"
3话 / 1995年7月25日 / 竹之内和久 / 高田裕三 / 熊谷哲矢 "
3年D班玻璃假面,6.1,(17人评分),,"
13话 / 2016年10月3日 / 町田道雄 "
猫狗宠物街,7.1,(22人评分),,"
9话 / 1993年7月3日 / 前田庸生 / sony music entertainment / 島田良一 "
猫狗宠物街 第2期,7.5,(15人评分),,"
26话 / 1994年4月3日 / 武藤裕治 / sony music entertainment / 大島りえ "
3个夏天,,,,"
7话 / Slime Yang / 吳若權 "
3月的狮子,8.2,(1900人评分),118,"
22话 / 2016年10月8日 / 新房昭之 / 羽海野チカ "
3月的狮子 第二季,8.8,(1091人评分),13,"
22话 / 2017年10月14日 / 新房昭之 / 羽海野チカ（白泉社 ヤングアニマル連載） / 杉山延寛 "
47都道府犬,7.2,(37人评分),,"
52话 / 2011年4月7日 "
47都道府犬R,6.1,(18人评分),,"
12话 / 2014年1月11日 "
单车之战,6.0,(25人评分),,"
1话 / 2004 "
5米8,,(少于10人评分),,"
2013-5 / Nicolas Deveaux "
巴塞雷缪·库宾斯的五百顶帽子,,,,"
1943 / George Pal "
我想当第5名,,(少于10人评分),,"
1995年10月10日 / 加藤盟 / 岸川悦子 "
69ピンクライダース,,(少于10人评分),,"
2话 / 2000年6月30日 "
六心公主,4.8,(36人评分),,"
2话 / 2016年12月30日 / 村上隆 / mebae "
六子与赛马物语,5.7,(19人评分),,"
6话 / 2016年10月13日 "
七个小矮人,,,,"
2014年1月30日 "
70,,,,"
1970 / Robert Breer "
78转,5.9,(11人评分),,"
1话 / 1985 / 乔治·史威兹贝尔 "
8.9地震,,(少于10人评分),,"
2014 / Pedro Vergani "
81号农场之保卫麦咭,,,,"
1话 / 2013年9月28日(中国大陆) / (小)徐克 "
81号农场之疯狂的麦咭,,(少于10人评分),,"
1话 / 2014年10月1日(中国大陆) / (小)徐克 "
八月奏曲,,(少于10人评分),,"
2009年8月22日 / 西澤昭男 / 川嶋あい / 柳野龍男 "
机器人9号,7.0,(25人评分),,"
2009-09-09 "
九,,(少于10人评分),,"
2005 / Shane Acker "
91天,7.2,(787人评分),1477,"
13话 / 2016年7月8日 / 鏑木ひろ / ヴァネッティファミリー / 岸友洋 "
查理布朗男孩,,(少于10人评分),,"
1971-08-26 "
进化简史,6.6,(37人评分),,"
1话 / 2010 / Jamie Bell "
虫虫危机,6.8,(135人评分),2224,"
1话 / 1998-11-25 "
椅子的故事,,(少于10人评分),,"
1999-11-30 / Claude Jutra / Norman McLaren "
查理布朗的圣诞节,,(少于10人评分),,"
1话 / 1965-12-09 "
圣诞颂歌,6.9,(16人评分),,"
2009-11-06(美国) "
圣诞颂歌,,(少于10人评分),,"
1971-12-21 / 理查德·威廉姆斯 "
小丑的爱情故事,,(少于10人评分),,"
2007 "
彩色盒子,,(少于10人评分),,"
1935 / 雷恩·莱 "
一头抑郁的鲸鱼,,(少于10人评分),,"
2012 / Jason Steele "
全家福,6.4,(14人评分),,"
2009-10 / 约瑟·皮尔斯 "
狐仙记,6.2,(13人评分),,"
1话 / 2012 "
绅士决斗,,(少于10人评分),,"
2006年 / Sean McNally / Francisco Ruiz Velasco "
终极傻瓜,,(少于10人评分),,"
1995-10-26 / Kevin Lima "
赫伯·阿尔帕特和提加纳·布拉斯双重特点,,(少于10人评分),,"
1966年 / 约翰·哈布雷 "
自闭心灵,,(少于10人评分),,"
1992 / Tim Webb "
风筝,7.5,(576人评分),755,"
2话 / 1998年2月25日 / 梅津泰臣 "
苍蝇,7.0,(10人评分),,"
1981 / Ferenc Rófusz "
鸭子侦探,7.2,(402人评分),1508,"
26话 / 2000年9月1日 / Robert M. Quackenbush "
新的曙光,,(少于10人评分),,"
1话 / 2014年7月 "
在爱之外,,(少于10人评分),,"
2014 / Cesare Martinez "
盲区行者,,,,"
2006 "
定格爱情小故事,,(少于10人评分),,"
2008 / Carlos Lascano "
单曲人生,,(少于10人评分),,"
2014年9月 / Marieke Blaauw / Joris Oprins / Job Roggeveen  "
雪宝的鼻子,,(少于10人评分),,"
2013年6月 "
A Symposium on Popular Songs,,,,"
1962-12-19 / Bill Justice "
小野兔,,,,"
1940-07-27 / Tex Avery "
A wolf in the tree,,(少于10人评分),,"
2012年 / LKFU_K "
A-Girl,6.2,(13人评分),,"
1话 / 1993年9月24日 / くらもちふさこ "
A子计划 外传,5.9,(14人评分),,"
2话 / 1990年7月21日 "
A.D.特警,,(少于10人评分),,"
12话 / 1999年4月7日 "
A.I.C.O.：化身,6.8,(594人评分),2315,"
12话 / 2018年3月9日 / 村田和也 / BONES "
超越时空爱丽丝,,(少于10人评分),,"
2000年2月5日 "
a.m.,,(少于10人评分),,"
2016-06-12 "
A5,,,,"
"
Abstronic,,(少于10人评分),,"
1952 / 玛丽·艾伦·比特 / Ted Nemeth "
ABUNAI SISTERS -KOKO & MIKA-,,(少于10人评分),,"
10话 / 2009年1月15日 "
学院变体立达,,(少于10人评分),,"
1987 / 乔治·史威兹贝尔 / Claude Luyet / Daniel Suter / Martial Wannaz / 大卫·埃瑞克 / Jane Aaron / Skip Battaglia / Paul Glabicki / George Griffin / Al Jarnow / 杰兹·库侠 / 皮奥特·杜马拉 / Stanislaw Lenartowicz / Krzysztof Kiwerski / 严定宪 / 徐景达 / 常光希 / 何玉门 / 胡进庆 / 林文肖 "
ACCA13区监察课,7.3,(1143人评分),1210,"
12话 / 2017年1月10日 / 夏目真悟 / オノ・ナツメ "
事故、失误和灾难,,(少于10人评分),,"
1话 / 2015-11-12 "
无尽,,(少于10人评分),,"
1话 / 2010年 / Marie Opron / David Martin / Leonard Cohen "
AD.特警,6.7,(10人评分),,"
3话 / 1990年5月25日 "
亚当与狗,6.8,(22人评分),,"
2011 "
探险活宝,,(少于10人评分),,"
2007-1-11 "
探险活宝 第一季,8.0,(136人评分),392,"
26话 / 2010年4月5日 "
探险活宝 第二季,7.9,(77人评分),512,"
26话 / 2010年10月11日 "
探险活宝 第三季,8.0,(70人评分),498,"
26话 / 2011年7月11日 "
探险活宝 第四季,8.1,(66人评分),470,"
26话 / 2012年4月2日 "
探险活宝 第五季,8.1,(65人评分),446,"
52话 / 2012年11月12 "
探险活宝 第六季,8.0,(50人评分),,"
43话 / 2014-04-21 "
探险活宝 第六季短篇,,(少于10人评分),,"
4话 / 2015年7月6日 "
探险活宝 第七季,8.1,(35人评分),,"
39话 / 2015-11-02 "
探险活宝 第八季,8.4,(22人评分),,"
28话 / 2016年03月26日 "
探险活宝 第九季,8.4,(10人评分),,"
2017年9月17日 "
探险活宝 青蛙系列,,(少于10人评分),,"
5话 / 2016-04-02 "
冒险者,,,,"
2012年11月20日 "
休息时间,,(少于10人评分),,"
1985 / Priit Pärn "
爆炸头武士,7.3,(386人评分),1286,"
5话 / 2007年1月4日 "
爆炸头武士 剧场版,7.2,(80人评分),1460,"
2007年10月27日 / 木﨑文智 "
爆炸头武士：复活,6.7,(87人评分),2273,"
2009年1月25日 "
After... THE ANIMATION,4.7,(82人评分),4517,"
2话 / 2007年8月25日 / Ciel "
午后课堂,,(少于10人评分),,"
2017 "
阿普克,,,,"
 1994 / Philip Hunt "
海底娇娃蓝华,6.8,(93人评分),2107,"
7话 / 1997年4月25日 / 西島克彦 / Studio Fantasia / 山内則康 "
AIKa R-16:处女任务,5.8,(236人评分),4197,"
3话 / 2007年4月25日 / 西島克彦 "
AIKa ZERO,5.9,(182人评分),4045,"
3话 / 2009年8月25日 / 山内則康 / 山内則康 "
AIR,8.1,(5163人评分),142,"
13话 / 2005年1月6日 / 石原立也 / Key/Visual Art's / 荒谷朋恵  "
AIR 夏季篇,7.9,(2092人评分),318,"
2话 / 2005年8月28日 / 石原立也 / 荒谷朋恵 "
AIR 剧场版,6.5,(677人评分),3373,"
2005年2月5日 / 出﨑統 / Visual Art's / Key "
幻想的我,6.9,(36人评分),,"
2013-07-17 / 久野遥子 "
丝缎女孩对谈,6.6,(39人评分),,"
12话 / 2017年10月2日 / フジサキタクマ "
AKB0048,6.3,(729人评分),3715,"
13话 / 2012年4月29日 "
AKB0048 next stage,6.7,(365人评分),2711,"
13话 / 2013年1月5日 "
秋叶原之旅,6.5,(801人评分),3170,"
13话 / 2017年1月4日 / 博史池畠 / ACQUIRE / 満田一 "
阿基拉,7.9,(1093人评分),335,"
1话 / 1988年7月16日 / 大友克洋 "
阿拉丁,6.9,(161人评分),2044,"
1话 / 1992-11-25 "
阿拉丁和大盗之王,6.7,(11人评分),,"
1996-08-13 "
贾方复仇记,,(少于10人评分),,"
1994-05-20 "
闹钟,,(少于10人评分),,"
1话 / 2009年 / JANG MOO HYUN "
阿特金斯的戏法,,,,"
2013-09-30 "
爱丽丝梦游仙境,7.3,(62人评分),1350,"
1951 "
相似,,(少于10人评分),,"
2015年11月6日 / Rafa Cano Méndez / Daniel Martínez Lara "
守望先锋：新生,6.8,(57人评分),2016,"
2016年4月5日 "
一切为了胜利,,,,"
1942 "
ALL OUT!!,6.2,(69人评分),3123,"
25话 / 2016年10月6日 "
全明星超人,,(少于10人评分),,"
2011 / Sam Liu / Dwayne McDuffie "
快板,,,,"
1936 / Oskar Fischinger "
从容的快板,,,,"
1977-07-27 / Bruno Bozzetto / Maurizio Nichetti "
Allumette,,(少于10人评分),,"
2016.10.13 "
恐怖玩具屋,,(少于10人评分),,"
1话 / 2009-06 / 罗德里戈.布拉斯 "
丛林有情狼,,(少于10人评分),,"
1话 / 2010-09-17(美国) / 2011-02-25(中国大陆) / 本·格鲁克 / Anthony Bell "
丛林有情狼2,,(少于10人评分),,"
1话 / 2013年10月8日 / Richard Rich "
阿尔卑斯的登山者,,,,"
1936-07-25 / David Hand "
金花鼠,,(少于10人评分),,"
102话 / 1983-09-17 "
Amazing Nuts!,6.4,(35人评分),,"
4话 / 2006 / 中山大輔、青木康浩、石田貴史 "
特工老爹 第一季,,(少于10人评分),,"
7话 / 2005年2月6日 "
特工老爹 第十季,,(少于10人评分),,"
20话 / 2013年9月29日 "
特工老爹 第十一季,,(少于10人评分),,"
3话 / 2014年9月14日 "
特工老爹 第十二季,,(少于10人评分),,"
10话 / 2014年10月20日  "
特工老爹 第二季,,(少于10人评分),,"
16话 / 2005年9月11日 "
特工老爹 第三季,,(少于10人评分),,"
19话 / 2006年9月10日 "
特工老爹 第四季,,(少于10人评分),,"
16话 / 2007年9月30日 "
特工老爹 第五季,,(少于10人评分),,"
20话 / 2008年9月28日 "
特工老爹 第六季,,(少于10人评分),,"
18话 / 2009年9月27日 "
特工老爹 第七季,,(少于10人评分),,"
19话 / 2010年10月3日 "
特工老爹 第八季,,(少于10人评分),,"
20话 / 2011年11月6日 "
特工老爹 第九季,,(少于10人评分),,"
19话 / 2012年9月30日 "
美国金曲,,(少于10人评分),,"
1981-02-13 / 拉尔夫·巴克希 "
失忆症,6.1,(749人评分),4037,"
13话 / 2013年1月8日 "
AMON 恶魔人默示录,6.3,(71人评分),3007,"
1话 / 2000年5月24日 / 竹下健一 "
美国鼠谭,,(少于10人评分),,"
1986-11-21(美国) "
极限高飞,,(少于10人评分),,"
2000-02-29 "
睡石,,,,"
2015 / Seth Boyden "
旧盒子,,,,"
1977-10-27 / Paul Driessen "
一部视觉诗歌,,(少于10人评分),,"
1937 / 奥斯卡·费钦格 "
安娜斯塔西娅,,(少于10人评分),,"
1997-11-21(美国) "
我想我是在桑树街看到的,,,,"
1944 / George Pal "
安琪儿,5.1,(21人评分),,"
1话 / 1990年10月25日 / 遊人 "
Angel Beats!,7.5,(7527人评分),781,"
13话 / 2010年4月2日 / 岸誠二 / 麻枝准 / 平田雄三 "
Angel Beats! 地狱厨房,6.5,(735人评分),3284,"
1话 / 2015年6月24日 "
ANGEL CORE ～天使たちの住処～,5.9,(28人评分),,"
2话 / 2003年1月25日 "
ANGELIUM,5.7,(48人评分),,"
2话 / 2004年9月25日 "
愤怒的小鸟:史黛拉 第一季,,(少于10人评分),,"
13话 / 2014年11月1日 "
愤怒的小鸟卡通片 第一季,,(少于10人评分),,"
26话 / 2013-03-17 "
小孩怒了,,(少于10人评分),,"
2001-10-24 / Darren Walsh "
生,,(少于10人评分),,"
2016 / 孔佑阳 "
动物农场,7.2,(12人评分),,"
1954-12-29(美国) "
纽约屁民 第一季,7.1,(15人评分),,"
10话 / 2016-02-05(美国) / Mike Luciano / Phil Matarese / Wesley Archer "
纽约屁民 第二季,,(少于10人评分),,"
2017-03-17 "
自画像,6.7,(11人评分),,"
1989 / Jan Švankmajer / Jirí Barta / Sally Cruikshank / Borivoj Dovnikovic-Bordo / David Ehrlich / 川本喜八郎 / 木下蓮三 / Pavel Koutský / Candy Kugel / Mati Kütt / Nikola Majdak / Josko Marusic / Bill Plympton / Priit Pärn / Maureen Selwood / 手塚治虫 / Riho Unt / Hardi Volmer / Dušan Vukotić "
苏联宣传动画作品集：从十月革命到戈尔巴乔夫改革,,,,"
4话 / 1997年6月15日 "
动画师和动画,,(少于10人评分),,"
5话 / 2006 "
Anime Festival Asia Special Video - feat. Inori Aizawa,5.3,(32人评分),,"
1话 / 2013年 "
安娜与贝拉,6.9,(11人评分),,"
1984-08-16 / Børge Ring "
安妮与阿布,,(少于10人评分),,"
2004-10-10 / Johannes Weiland "
安妮：从前,,(少于10人评分),,"
1话 / 2018-02-01 "
烦人的橘子,6.6,(12人评分),,"
2010-01-05 "
失常,7.5,(11人评分),,"
1话 / 2015年12月30日 / Charlie Kaufman / Duke Johnson "
Another,7.0,(5376人评分),2015,"
12话 / 2012年1月9日 / 綾辻行人 "
Another Heart Calls,,,,"
2009-07-20 "
另一种爱,,(少于10人评分),,"
1988 / Jan Švankmajer "
Another 第0话,6.9,(1513人评分),2213,"
1话 / 2012年5月25日 / 水島努 / 綾辻行人 "
蚁哥正传,6.1,(14人评分),,"
1998 "
控诉,,,,"
1971 / Ryszard Czekala "
屏住呼吸,,(少于10人评分),,"
2007 / Claude Chabot "
Apocalypsis,,(少于10人评分),,"
2014-12-12 "
苹果核战记,7.1,(626人评分),1588,"
2004年4月17日 / 荒牧伸志 / 士郎正宗 "
苹果核战记α,6.4,(84人评分),2856,"
2014年7月15日 "
苹果核战记XIII,6.6,(66人评分),2352,"
13话 / 2011年6月13日 / 浜名孝行 / 士郎正宗 / 後藤隆幸 "
航海吃豆,,,,"
1961-12-20 "
间谍亚契 第一季,,(少于10人评分),,"
10话 / 2009年09月17日 "
间谍亚契 第二季,,(少于10人评分),,"
13话 / 2011年1月28日 "
间谍亚契 第三季,,,,"
10话 / 2012年1月20日 "
间谍亚契 第四季,,,,"
13话 / 2013年1月18日 "
间谍亚契 第五季,,,,"
13话 / 2014年1月14日 "
间谍亚契 第六季,,(少于10人评分),,"
13话 / 2015年1月9日 "
间谍亚契 第八季,,(少于10人评分),,"
8话 / 2017-04-05 "
北极的滑稽表演艺术家,,,,"
1930-6-26 / Ub Iwerks "
水星领航员,8.2,(1551人评分),97,"
13话 / 2005年10月5日 / 佐藤順一 / 天野こずえ / 古賀誠 "
水星领航员 The AVVENIRE,8.7,(465人评分),24,"
3话 / 2015年9月26日 / 佐藤順一 / 天野こずえ "
水星领航员 第二季,8.3,(1030人评分),77,"
26话 / 2006年4月2日 / 佐藤順一 / 天野こずえ / 古賀誠 "
水星领航员 第三季,8.7,(1041人评分),19,"
14话 / 2008年1月7日 / 佐藤順一 / 天野こずえ / 古賀誠 "
水星领航员 OVA,8.4,(605人评分),65,"
1话 / 2007年9月21日 / 佐藤順一 / 天野こずえ / 古賀誠 "
ARIEL,,(少于10人评分),,"
4话 / 1989年7月21日 / 笹本祐一 / 靏山修 "
珍稀兽,,,,"
1994 / Roslyn Schwartz "
Ar：pieL ─ 六人交织的命运,,,,"
12话 / "
皱纹,7.6,(12人评分),,"
1话 / 2012年1月27日 / 伊戈纳西奥·费雷拉斯 "
亚瑟·圣诞,7.2,(10人评分),,"
2011-11-11 / Barry Cook / Sarah Smith "
asdfmovie,,(少于10人评分),,"
10话 / 2008 "
ASIENCE～头发是女人的生命,7.0,(184人评分),1895,"
1话 / 2007年3月 "
芦笋,,(少于10人评分),,"
1979 / Suzan Pitt "
刺客信条：权势,,(少于10人评分),,"
1话 / 2010年11月16日 / Laurent Bernier "
刺客信条：余烬,7.0,(41人评分),,"
1话 / 2011年7月21日 / Laurent Bernier "
刺客信条,,,,"
"
Assy McGee,,,,"
20话 / 2006-11-26 "
高卢勇士之女王任务,,(少于10人评分),,"
1968-12-19(法国) "
高卢勇士之大战罗马,,(少于10人评分),,"
1话 / 1989年10月4日 / Philippe Grimond "
阿童木,6.6,(183人评分),2763,"
2009年10月5日 / David Bowers / 手塚治虫 "
铁臂阿童木,7.2,(256人评分),1344,"
50话 / 2003年4月6日 "
ASUKA -日本の歴史-,,,,"
20话 / 1991-4-12 "
亚特兰蒂斯2：神秘的水晶,,(少于10人评分),,"
2003-05-13 "
亚特兰蒂斯：失落的帝国,6.9,(40人评分),,"
2001年6月15日 / 加里·特洛斯达勒 / 柯克·维斯 "
AtoZ,,(少于10人评分),,"
2013-11-01 "
魅力,6.7,(11人评分),,"
1话 / 2011年 / 森本晃司 "
翻线戏,,,,"
1974 / Paul Driessen "
山顶小屋咚咚摇,,(少于10人评分),,"
1999 / Konstantin Bronzit "
AURA ～魔龙院光牙最后的战斗～,6.8,(504人评分),2446,"
2013年4月13日 "
汽车疯,,,,"
1964 / John Halas "
更衣室之旁,,(少于10人评分),,"
1895 / Charles-Émile Reynaud "
秋,,(少于10人评分),,"
1930-02-13 / Ub Iwerks "
降世神通：最后的气宗 第一季,7.9,(342人评分),345,"
20话 / 2005年2月21日 / Michael Dante DiMartino、Bryan Konietzko "
降世神通：最后的气宗 第二季,8.0,(273人评分),251,"
20话 / 2006年3月17日 / Michael Dante DiMartino、Bryan Konietzko "
降世神通：最后的气宗 第三季,8.0,(286人评分),250,"
21话 / 2007年9月21日 / Michael Dante DiMartin、Bryan Konietzko "
复仇天使,5.7,(43人评分),,"
13话 / 2003年10月1日 "
你看过吗,,,,"
2006-01-30  "
阿薇尔与虚构世界,6.8,(28人评分),,"
2015年11月4日(法国) / Christian Desmares / Franck Ekinci "
斧子警察,,(少于10人评分),,"
12话 / 2013-07-21 "
魂兽,5.5,(194人评分),4411,"
12话 / 2007年12月12日 / 高田淳 / CROSSNET、APRICOT / 小林多加志 "
阿祖尔和阿斯马尔,,(少于10人评分),,"
2006-05-21 "
Aサイズ クラスメイト Anime Edition,3.8,(85人评分),4622,"
2话 / 2016年2月5日 / 獅子龍天馬 / 獅子龍天馬 "
A频道,6.9,(1520人评分),2330,"
12话 / 2011年4月7日 / 黒田bb "
A频道 来吃火锅吧,7.1,(77人评分),1654,"
1话 / 2017年9月27日 / 小野学 / 黒田bb(芳文社「まんがタイムきららキャラット」連載) / 佐々木政勝(stシルバー) "
A频道+smile,7.1,(476人评分),1712,"
2话 / 2012年3月21日 "
A站药丸,4.9,(35人评分),,"
1话 / 2017年1月26日 "
钢铁神兵B'T-X,7.4,(463人评分),1047,"
25话 / 1996年4月6日 / 浜津守 / 車田正美 / 井上栄作、本桥秀之 "
钢铁神兵B'T-X NEO,7.1,(88人评分),1630,"
14话 / 1997年8月21日 / 亀垣一 / 車田正美 / 本橋秀之、小泉昇、東出太 "
B-PROJECT～鼓动＊Ambitious～,5.4,(116人评分),4303,"
12话 / 2016年7月2日 "
B-PROJECT～鼓动＊Ambitious～ 续篇,,,,"
"
B传说！战斗弹珠人,,(少于10人评分),,"
52话 / 2004年1月5日 / 犬木栄治 "
B传说！战斗弹珠人 炎魂,,(少于10人评分),,"
51话 / 2005年1月10日 / 犬木栄治 "
蓝色蝴蝶鱼,,(少于10人评分),,"
1话 / 1994年2月25日 "
B：起点,6.8,(549人评分),2336,"
12话 / 2018年3月2日 / 中澤一登、山川吉樹 / 中澤一登×Production I.G / 中澤一登 "
孩子们在森林里,,,,"
1932-11-19 / Burt Gillett "
BABUKA,4.4,(28人评分),,"
2话 / 2011年10月21日 "
婴儿城,5.7,(19人评分),,"
52话 / 1997 "
宝贝公主,6.6,(212人评分),2815,"
1话 / 2011年7月20日 / 公野櫻子 "
BABYMETAL,,,,"
"
野猪宝贝罗沙,,,,"
1994 / Vincent Patar "
永生之酒,8.3,(4527人评分),76,"
16话 / 2007年7月26日 / 大森貴弘 / 成田良悟 / 岸田隆宏 "
后街女孩,,,,"
2018年7月 / ジャスミン・ギュ "
回到未来 第一季,,(少于10人评分),,"
13话 / 1991年9月14日 "
回到未来 第二季,,(少于10人评分),,"
13话 / 1992年9月19日 "
Bad Days Season 1,,(少于10人评分),,"
12话 / 2012 "
Bad Days Season 2,,(少于10人评分),,"
12话 / 2013年 "
Bad Days Season 3,,,,"
13话 / 2015 "
Bad Decisions,,(少于10人评分),,"
2016-09-12 "
BAD END～赎罪的教室～,6.1,(20人评分),,"
2话 / 2002年11月10日 "
BADBOYS,,(少于10人评分),,"
5话 / 1993年9月25日 "
獾,,(少于10人评分),,"
2005-02-23 / Sharon Colman "
小虫子的爱情故事,,(少于10人评分),,"
1987 / Bruno Bozzetto "
BAKUMATSU,,,,"
2018年 / 渡辺正樹 / 島村秀一 "
BALDR FORCE EXE RESOLUTION,5.6,(118人评分),4193,"
4话 / 2006年11月10日 / 田中タカユキ / GIGA / Alchemist / 山崎ヒデキ "
了不起的菲丽西,6.0,(11人评分),,"
2016年12月14日 / Eric Summer / Éric Warin "
机械芭蕾,,,,"
1924 "
小鹿斑比,7.2,(75人评分),1394,"
1942年8月21日 / Supervising director：David Hand Sequence directors：James Algar /Samuel Armstrong /Graham Heid /Bill Roberts /Paul Satterfield /Norman Wright "
小鹿斑比2,6.6,(14人评分),,"
2006-01-26 "
小鹿班比遇见哥斯拉,,,,"
1969 / Marv Newland "
