text,rate,number,rank,inform_tip 
轮奸俱乐部,6.1,(170人评分),3757,"
4话 / 2011-04-29 "
鬼神传,5.4,(96人评分),4210,"
2011年4月29日 / 高田崇史 "
恐龙宝贝,,(少于10人评分),,"
2011-04-29 "
鬼父 Re-birth,6.7,(545人评分),2831,"
1话 / 2011年4月28日 "
南方公园 第15季,8.1,(230人评分),215,"
14话 / 2011年04月27日 "
学园默示录 番外篇,6.1,(833人评分),4105,"
1话 / 2011年4月26日 "
如果高中棒球队女子经理读了彼得·德鲁克,6.6,(580人评分),2881,"
10话 / 2011年4月25日 "
奥古传说,,(少于10人评分),,"
1话 / 2011-04-23 "
大角牛梦工场,,,,"
132话 / 2011-04-23 "
名侦探柯南 vs Wooo,6.1,(31人评分),,"
2话 / 2011年4月22日 "
观光大战SAITAMA,,(少于10人评分),,"
4话 / 2011年4月21日 "
青之驱魔师,7.3,(4440人评分),1214,"
25话 / 2011年4月17日 / 岡村天斎 / 加藤和恵 / 佐々木啓悟 "
死囚乐园,6.7,(1646人评分),2777,"
12话 / 2011年4月16日 / 片岡人生、近藤一馬 "
名侦探柯南 沉默的15分钟,6.2,(1312人评分),3906,"
1话 / 2011年4月16日 / 青山剛昌 / 須藤昌朋 "
蜡笔小新 呼风唤雨黄金的间谍大作战,6.8,(79人评分),2130,"
2011年4月16日 "
名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,6.5,(153人评分),2924,"
1话 / 2011年4月16日 "
山姫の花 -真穂-,5.5,(40人评分),,"
1话 / 2011年4月15日 "
小熊维尼,6.5,(31人评分),,"
2011-04-15 (United Kingdom) , 2011-07-15 (United States) / Stephen J. Anderson / Don Hall / Winnie the Pooh by A. A. Milne "
妄想学生会 OAD,7.6,(1951人评分),605,"
5话 / 2011年4月15日 / 金澤洪充 / 氏家ト全（講談社 週刊少年マガジン連載） "
妖精的尾巴 欢迎来到 Fairy Hills!!,6.8,(195人评分),2209,"
1话 / 2011年4月15日 "
淫妖虫 悦 怪乐变化退魔录,5.6,(77人评分),3924,"
2话 / 2011年4月15日 "
「C」,7.0,(3024人评分),2032,"
11话 / 2011年4月14日 "
超兽武装之仁者无敌,6.9,(23人评分),,"
33话 / 2011年4月14日 "
绯弹的亚里亚,6.2,(3027人评分),3973,"
13话 / 2011年4月14日 / 赤松中学 / 岩倉和憲 "
我们仍未知道那天所看见的花的名字。,7.9,(9660人评分),273,"
11话 / 2011年4月14日 / 超平和バスターズ "
电波女与青春男,7.1,(3678人评分),1752,"
13话 / 2011年4月14日 / 新房昭之 / 入間人間 / 西田亜沙子 "
汐留有线电视台,,(少于10人评分),,"
22话 / 2011年4月12日 "
小噗猫,,(少于10人评分),,"
22话 / 2011年4月12日 / 北道正幸 "
真的存在！灵媒老师,6.9,(109人评分),1962,"
22话 / 2011年4月12日 / 松本ひで吉 "
鸽子的媳妇,,(少于10人评分),,"
2011年4月12日 / ハグキ "
周刊岛耕,,(少于10人评分),,"
22话 / 2011年4月12日 / 弘兼憲史 "
元气!! 江古田酱,,(少于10人评分),,"
22话 / 2011年4月12日 / 瀧波ユカリ "
架向星空之桥,6.2,(1238人评分),3873,"
12话 / 2011年4月11日 / 三原武憲 / feng / 大河原晴男 "
只有神知道的世界II,7.3,(3068人评分),1085,"
12话 / 2011年4月11日 "
圣痕炼金士II,5.9,(621人评分),4290,"
12话 / 2011年4月11日 / 金子ひらく / 吉野弘幸×佐藤健悦 "
游戏王ZEXAL,6.6,(355人评分),3036,"
73话 / 2011年4月11日 "
露蒂的玩具,6.3,(1161人评分),3766,"
12话 / 2011年4月10日 / 追崎史敏 / 葉賀ユイ / 大塚舞 "
拳王创世纪1 世界大会篇,,(少于10人评分),,"
6话 / 2011年4月10日 / 車田正美 "
美妙旋律 极光之梦,6.8,(81人评分),2092,"
51话 / 2011年4月9日 / 菱田正和 / タカラトミー／シンソフィア / 川島尚 "
宝石宠物 Sunshine,7.5,(56人评分),1097,"
52话 / 2011年4月9日 / サンリオ・セガトイズ "
Xi AVANT,6.6,(145人评分),2762,"
4话 / 2011年4月9日 "
里约大冒险,7.1,(267人评分),1633,"
1话 / 2011-04-08(中国大陆) / 2011-04-15(美国) / 卡洛斯·沙尔丹哈 "
恶魔阿萨谢尔在召唤你,7.7,(2647人评分),450,"
13话 / 2011年4月8日 / 水島努 / 久保保久（講談社「イブニング」連載） "
变态生理研究班,6.7,(1118人评分),2771,"
13话 / 2011年4月8日 / 加戸誉夫 / TAGRO "
世界第一初恋,7.5,(1978人评分),849,"
12话 / 2011年4月8日 / 中村春菊 / 菊地洋子 "
肯普法 为了爱,6.0,(307人评分),4019,"
2话 / 2011年4月7日 "
迷糊软网社,6.2,(392人评分),3720,"
12话 / 2011年4月7日 "
A频道,6.9,(1520人评分),2330,"
12话 / 2011年4月7日 / 黒田bb "
肯普法 为了爱,6.0,(307人评分),4019,"
2话 / 2011年4月7日 "
迷糊软网社,6.2,(392人评分),3720,"
12话 / 2011年4月7日 "
47都道府犬,7.2,(37人评分),,"
52话 / 2011年4月7日 "
玛利亚狂热 ALIVE,7.2,(1459人评分),1430,"
12话 / 2011年4月7日 / 新房昭之 / 遠藤海成 / 守岡英行 "
学园救援团,6.9,(766人评分),2127,"
77话 / 2011年4月7日 / 川口敬一郎 / 篠原健太 / 中武学 "
命运石之门,8.5,(10085人评分),26,"
25话 / 2011年4月6日 / 佐藤卓哉、浜崎博嗣、小林智樹(第25話) / 坂井久太 "
30岁的保健体育,6.5,(858人评分),3292,"
12话 / 2011年4月6日 / 三叶 "
Happy~Kappy,,(少于10人评分),,"
25话 / 2011年4月6日 / 峯沢琢也 "
赌博默示录 破戒录篇,7.9,(1329人评分),310,"
26话 / 2011年4月5日 "
战国乙女～桃色Paradox～,5.8,(285人评分),4283,"
13话 / 2011年4月4日 / (株)平和(CR戦国乙女より) "
富士日记,,(少于10人评分),,"
13话 / 2011年4月4日 "
火球 魅力之章,7.4,(390人评分),1009,"
13话 / 2011年4月4日 "
银魂',8.9,(6919人评分),6,"
51话 / 2011年4月4日 "
和殿下一起～眼罩之野心～,7.4,(372人评分),970,"
12话 / 2011年4月4日 / 大羽快 "
超级监狱（第二季）,,(少于10人评分),,"
10话 / 2011-04-03 "
美食的俘虏,6.6,(335人评分),2933,"
147话 / 2011年4月3日 / 島袋光年 / 香川久 "
战斗陀螺金属对决4D,,(少于10人评分),,"
52话 / 2011年4月3日 "
花开伊吕波,7.6,(5760人评分),647,"
26话 / 2011年4月3日 / 安藤真裕 "
海绵宝宝 第九季,,(少于10人评分),,"
42话 / 2011年4月3日 "
苏希的动物园,7.1,(49人评分),,"
25话 / 2011年4月3日 "
我们没有翅膀,6.7,(1283人评分),2869,"
12话 / 2011年4月3日 / ウシロシンジ / Navel / 石井久美 "
昭和物语,7.0,(136人评分),1810,"
13话 / 2011年4月3日 "
日常,8.3,(6934人评分),74,"
26话 / 2011年4月2日 / 石原立也 / あらゐけいいち / 西屋太志 "
DOG DAYS,6.2,(1706人评分),3865,"
13话 / 2011年4月2日 / 草川啓造 / 都築真紀 / 坂田理 "
TIGER & BUNNY,7.9,(2357人评分),300,"
25话 / 2011年4月2日 / さとうけいいち "
决斗大师 Victory,,,,"
52话 / 2011-04-02 "
日常,8.3,(6934人评分),74,"
26话 / 2011年4月2日 / 石原立也 / あらゐけいいち / 西屋太志 "
X战警,6.0,(48人评分),,"
12话 / 2011年4月1日 "
少女戦機 ブレインジャッカー,5.4,(53人评分),3867,"
2话 / 2011-04-01 "
泡芙小姐 第一季,5.9,(11人评分),,"
13话 / 2011-04-01 / 皮三 "
祝福的钟声 OVA,6.2,(175人评分),3507,"
1话 / 2011年3月30日 "
奈奈与薰的SM日记,5.7,(226人评分),4310,"
1话 / 2011年3月29日 / 岡本英樹 / 甘詰留太 "
忍たま乱太郎 19期,,,,"
90话 / 2011年3月28日 "
ともだち8にん,,,,"
2011年3月28日 / 堀口忠彦 "
攻壳机动队 S.A.C. SSS 3D,8.2,(431人评分),152,"
2011年3月26日 "
监狱兔 第四季,8.0,(1127人评分),230,"
13话 / 2011年3月26日 / 富岡聡、宮崎あぐり / 宮崎あぐり "
臭屁虫,,(少于10人评分),,"
26话 / 2011-03-26 "
木橱童子,7.1,(250人评分),1685,"
1话 / 2011年3月26日 / 黄瀬和哉 "
破刃之剑 第六章 恸哭之寨,6.9,(573人评分),2211,"
1话 / 2011年3月26日 / 羽原信義 / 吉永裕ノ介 / 乘田拓茂 "
最游记外传,7.2,(151人评分),1431,"
3话 / 2011年3月25日 / 葛谷直行 / 峰倉かずや / 原田峰文 "
森田同学很沉默 OVA,6.4,(371人评分),3357,"
1话 / 2011年3月25日 / 林直孝 / 佐野妙 "
世界第一初恋 OAD,7.5,(723人评分),808,"
2话 / 2011年3月22日 / 中村春菊 "
夏姆谢尔之舞,6.2,(36人评分),,"
1话 / 2011年3月21日 "
海贼王 追寻草帽,6.5,(267人评分),3005,"
1话 / 2011年3月19日 "
爷爷的煤油灯,7.4,(298人评分),1063,"
1话 / 2011年3月19日 / 滝口禎一 / 新美南吉 "
美食的俘虏3D 开幕！美食家的冒险！！,6.2,(52人评分),2943,"
2011年3月19日 / 岛袋光年 "
羈绊 一击,6.0,(145人评分),3790,"
1话 / 2011年3月19日 / 本郷みつる "
爷爷的煤油灯,7.4,(298人评分),1063,"
1话 / 2011年3月19日 / 滝口禎一 / 新美南吉 "
羈绊 一击,6.0,(145人评分),3790,"
1话 / 2011年3月19日 / 本郷みつる "
学園3～華麗なる悦辱～ THE ANIMATION,6.1,(103人评分),3421,"
2话 / 2011年3月18日 "
罗小黑战记,8.1,(693人评分),193,"
2011年3月17日 "
动不动就挂老师,5.9,(17人评分),,"
1话 / 2011年3月16日 / 芦名みのる "
肚子痛的核电站君,6.0,(29人评分),,"
1话 / 2011-03-15 "
红领巾侠,7.4,(473人评分),1101,"
1话 / 2011-03-15 / 李夏、程腾 "
忍者乱太郎 忍术学园全员出动之段,7.6,(27人评分),,"
2011年3月12日 "
日常 OAD,7.6,(935人评分),642,"
1话 / 2011年3月12日 "
吸尻鬼,5.1,(117人评分),4472,"
2话 / 2011/03/11 "
火星需要妈妈,,(少于10人评分),,"
2011-03-11(美国) "
水手服心疗妻科,5.0,(23人评分),,"
2话 / 2011/03/11 "
オトコの娘♥お嬢様っ ～光と綾奈の秘密コレクション～,3.8,(20人评分),,"
1话 / 2011-03-11 "
雨之城,7.4,(326人评分),1074,"
1话 / 2011年3月10日 "
×××HOLiC・笼 徒梦,7.7,(739人评分),443,"
1话 / 2011年3月9日 / 水島努 / CLAMP / 黄瀬和哉 "
万能蔬菜卜卜侠,5.9,(134人评分),3883,"
1话 / 2011年3月5日 / 吉原正行 "
海贼王 潜入!!千里阳光号,,(少于10人评分),,"
1话 / 2011年3月5日 "
马拉松王子,1.7,(21人评分),,"
23话 / 2011-03-05 "
哆啦A梦：新大雄与铁人兵团,7.6,(246人评分),719,"
2011年3月5日 "
兰戈,7.4,(123人评分),1065,"
1话 / 2011年3月4日 / 戈尔·维宾斯基 "
魔法巧克力专门店,5.3,(25人评分),,"
13话 / 2011年3月3日 / 瑞穗梨乃 "
芭比之仙子的秘密,,(少于10人评分),,"
2011-03-02 "
纸箱战机,6.5,(73人评分),2513,"
44话 / 2011年3月2日 / 日野晃博 / 高橋ナオヒト "
自动小车波利,,(少于10人评分),,"
52话 / 2011年2月28日 "
沃土 第二季,7.5,(10人评分),,"
26话 / 2011-02-26 "
剧场版 超时空要塞F 恋离飞翼,7.2,(943人评分),1312,"
2011年2月26日 / 河森正治 / 河森正治 "
FORTUNE ARTERIAL -赤之约束- OAD,6.3,(313人评分),3494,"
1话 / 2011年2月26日 "
奇可和丽塔,,,,"
2011-02-25(西班牙) / 2010-11-19(英国) "
ファイティング オブ エクスタシー,5.0,(34人评分),,"
2话 / 2011/02/25 "
Floating Material,5.9,(117人评分),3836,"
2话 / 2011-02-25 "
くのいち・咲夜,5.1,(42人评分),,"
2话 / 2011/02/25 / くのいち・咲夜　「忍びし想いは恥辱に濡れて……」（ルネ） "
オナ×2,3.9,(16人评分),,"
1话 / 2011/2/25 "
輪罠（わな）～白濁まみれの放課後～,6.1,(112人评分),3522,"
2话 / 2011年2月25日 "
恋爱☆迁都,6.3,(95人评分),3175,"
1话 / 2011年2月25日 / 森田修平 / 桟敷大祐 "
笨蛋，测验，召唤兽 ～祭～,7.3,(1464人评分),1213,"
 2话 / 2011年2月23日 / 大沼心 / 井上堅二 / 大島美和 "
我的女神 OAD,7.0,(170人评分),1916,"
3话 / 2011年2月23日 "
圣斗士星矢 THE LOST CANVAS 冥王神话 第2章,7.4,(342人评分),1103,"
13话 / 2011年2月23日 "
邪恶力量,6.3,(32人评分),,"
22话 / 2011年2月23日 / 宮繁之／いしづかあつこ / Eric Kripke / 吉松孝博 "
クロアイ,,(少于10人评分),,"
2011-02-20 "
麻衣的魔法和家庭日,5.4,(44人评分),,"
1话 / 2011年2月20日 / 吉原正行 / 清水萌子 "
夜勤病棟ヒロインシリーズ 七瀬恋・風間愛・八神優 オマ○コクライマックス,6.5,(126人评分),2885,"
3话 / 2011年2月19日 "
Sweet Home～Hなお姉さんは好きですか？～,5.7,(81人评分),3855,"
3话 / 2011年2月18日 "
阿狸之信燕,,(少于10人评分),,"
5话 / 2011年2月14日 / 刘婷 "
爆丸4 机械波涛,,(少于10人评分),,"
46话 / 2011年2月13日 / 井上光晴 "
主治医の淫謀,3.2,(13人评分),,"
2话 / 2011年2月11日 / Anim / 豆はじめ、吉田蟻一郎 "
吉诺密欧与朱丽叶,,(少于10人评分),,"
2011-02-11 "
组曲光之美少女♪,7.1,(210人评分),1663,"
48话 / 2011年2月6日 "
熊猫总动员,,,,"
1话 / 2011年2月3日 / Greg Manwaring / Michael Schoemann "
真・恋姬无双～少女大乱～ OVA,6.6,(68人评分),2453,"
1话 / 2011年2月2日 / 中西伸彰 "
放学后的昴星团 网络放送版,6.5,(360人评分),3271,"
4话 / 2011年2月1日 "
昭和物语 剧场版,,(少于10人评分),,"
2011年1月29日 "
间谍亚契 第二季,,(少于10人评分),,"
13话 / 2011年1月28日 "
虏姬：涂满白浊的大小姐,5.8,(92人评分),3834,"
2话 / 2011/01/28 "
.hack//Quantum,7.3,(321人评分),1236,"
3话 / 2011年1月28日 / .hack　Conglomerate "
魔神凯撒SKL,6.5,(84人评分),2560,"
3话 / 2011年1月28日 "
T.P.樱,6.2,(119人评分),3453,"
2话 / 2011年1月27日 / CIRCUS "
老夫子之小水虎传奇,,(少于10人评分),,"
2011-01-27 "
莫麟传奇,,(少于10人评分),,"
26话 / 2011-01-24 "
破刃之剑 第五章 死线之涯,7.1,(595人评分),1699,"
1话 / 2011年1月22日 / 羽原信義 / 吉永裕ノ介 / 乘田拓茂 "
野良剧,6.5,(103人评分),2656,"
1话 / 2011年1月22日 / 安藤裕章 "
萝莉的时间～萝莉的夏令时～,6.7,(247人评分),2564,"
1话 / 2011年1月21日 / 菅沼栄治 / 私屋カヲル / 石川雅一 "
喜羊羊与灰太狼之兔年顶呱呱,5.3,(37人评分),,"
2011.1.21 "
我叫MT 第四季,7.1,(207人评分),1598,"
10话 / 2011-01-19 / 核桃 / 魔兽世界 "
开心汉堡店 第一季,,(少于10人评分),,"
13话 / 2011年1月16日 / Loren Bouchard "
擬態催眠,5.5,(32人评分),,"
2话 / 2011/01/14 "
分形世界,6.1,(1239人评分),4136,"
11话 / 2011年1月13日 / 山本寛 / Mandelbrot・Engine / 田代雅子 "
放浪男孩,7.8,(1611人评分),425,"
11话 / 2011年1月13日 / あおきえい / 志村貴子 / 牧野竜一 "
秦汉英雄传,,(少于10人评分),,"
52话 / 2011-01-12 "
DD北斗之拳,,(少于10人评分),,"
12话 / 2011年1月11日 "
这个是僵尸吗？,6.8,(3227人评分),2534,"
12话 / 2011年1月10日 / 金﨑貴臣 / 木村心一 / 田頭しのぶ "
龙之界点,5.7,(1352人评分),4477,"
12话 / 2011年1月10日 / 橘秀樹 / 城崎火也 / 石浜真史 "
灵异E接触,7.9,(2562人评分),249,"
13话 / 2011年1月10日 / 加藤敏幸 / 冨樫義博（「レベルE」集英社ジャンプコミックス） "
恶魔奶爸,6.9,(1610人评分),2108,"
60话 / 2011年1月9日 / 高本宣弘 / 田村隆平 / 吉岡毅 "
腹黑妹妹控兄记,5.8,(1738人评分),4397,"
13话 / 2011年1月8日 / 元永慶太郎 / 草野紅壱 "
卡片战斗先导者,6.6,(126人评分),2603,"
65话 / 2011年1月8日 / 辻初樹 / 武士道 伊藤彰 / とみながまり "
装甲骑兵 孤影再临,7.3,(40人评分),,"
1话 / 2011年1月8日 / 高橋良輔 / 矢立肇、高橋良輔 / 塩山紀生 "
零度战姬,6.0,(668人评分),4181,"
12话 / 2011年1月8日 / 渡部高志 / 임달영・金光絃 / 渡辺真由美 "
超元气三姐妹 增量中！,7.5,(1104人评分),703,"
8话 / 2011年1月8日 / 太田雅彦 / 桜井のりお "
GOSICK,7.2,(3765人评分),1424,"
24话 / 2011年1月7日 / 難波日登志 / 桜庭一樹 / 川元利浩・富岡隆司 "
金刚狼,4.8,(63人评分),4388,"
12话 / 2011年1月7日 / Marvel "
少年正义联盟 第一季,7.9,(71人评分),532,"
26话 / 2011-01-07 / Greg Weisman, Brandon Vietti "
滑过河面的风,7.1,(391人评分),1777,"
1话 / 2011年1月7日 / 川又浩 / 唯川恵「川面を滑る風」（『病む月』所収） "
IS〈无限斯特拉托斯〉,6.3,(3378人评分),3778,"
12话 / 2011年1月6日 / 菊地康仁 / 弓弦イズル / 倉嶋丈康 "
魔法少女小圆,8.4,(10727人评分),43,"
12话 / 2011年1月6日 / 新房昭之 / Magica Quartet / 岸田隆宏 "
食梦者玛利,6.1,(1261人评分),4025,"
13话 / 2011年1月6日 / 山内重保 / 牛木義隆 / 藤井昌宏 "
好想告诉你 第二季,7.8,(2409人评分),369,"
12话 / 2011年1月4日 / 柴田由香 "
理欧 彩虹之门,5.1,(415人评分),4603,"
14话 / 2011年1月4日 / 加戸誉夫 / コーエーテクモウェーブ / 志村久 "
丹杠上,,(少于10人评分),,"
22话 / 2011-01-01 "
第五届东方M-1漫才大赛,7.6,(120人评分),869,"
1话 / 2010年12月30日 "
恶魔奶爸 OAD,7.0,(285人评分),1983,"
1话 / 2010年12月29日 / 田村隆平 "
型男恋爱王国,,(少于10人评分),,"
14话 / 2010-12-28 / 平尾みほ、小野勝巳 / 八神千歳 / 佐野隆雄、大貫健一 "
苍穹之法芙娜 HEAVEN AND EARTH,7.5,(481人评分),838,"
1话 / 2010年12月25日 / XEBEC "
文学少女 热恋少女们的狂想曲,6.8,(560人评分),2536,"
1话 / 2010年12月24日 "
一起洗澡吧,5.9,(47人评分),,"
1话 / 2010年12月24日 / 木村真一郎 / アミサキリョウコ "
闪电十一人 最强军团王牙来袭,6.9,(40人评分),,"
2010年12月23日 "
星座彼氏,5.6,(519人评分),4503,"
26话 / 2010年12月23日 / 高本宣弘 / honeybee / 藤井まき "
愛妻日記,5.7,(55人评分),3545,"
1话 / 2010/12/22 / 斉藤道三 / ORCSOFT「愛妻日記」 "
机器鸡：星战特辑3,,(少于10人评分),,"
1话 / 2010年12月19日 / Seth Green / Matthew Senreich / Chris McKay "
百合星人奈绪子 OAD,7.0,(319人评分),2023,"
1话 / 2010年12月18日 / kashmir『百合星人ナオコサン』（『月刊コミック電撃大王』連載） "
哥拉尔骑士团,5.6,(97人评分),4027,"
2话 / 2010-12-18 / 実弥島巧 "
大耳猴,,,,"
2010-12-18 "
空之境界 终章 空之境界,7.5,(2431人评分),748,"
1话 / 2010年12月18日 / 奈須きのこ "
棒球大联盟OVA,7.7,(36人评分),,"
1话 / 2010年12月17日 / 满口拓也 "
妖精的尾巴 总集篇,6.5,(103人评分),2654,"
1话 / 2010年12月17日 "
猫在巴黎,7.2,(24人评分),,"
2010年12月15日 / Jean-Loup Felicioli / Alain Gagnol "
机器鸡 第五季,,(少于10人评分),,"
20话 / 2010年12月12日 / Seth Green "
潜行吧！奈亚子 Remember My Love,6.4,(653人评分),3441,"
12话 / 2010年12月10日 / 谷東 / 逢空万太 "
怪物王女 OAD,6.3,(117人评分),3221,"
3话 / 2010年12月9日 / 川口敬一郎 / 光永康則 / 貞方希久子 "
未来日记 OAD,6.6,(674人评分),2987,"
1话 / 2010年12月9日 / 細田直人 / えすのサカエ / 平山英嗣 "
死神剧场版 地狱篇,6.2,(322人评分),3702,"
1话 / 2010年12月4日 "
装甲骑兵 探寻者,6.0,(23人评分),,"
1话 / 2010年12月4日 "
魔角侦探,7.2,(26人评分),,"
52话 / 2010-12-03 "
秘湯めぐり 隠れ湯,6.1,(130人评分),3597,"
2话 / 2010/12/03 "
产品用途拟人化剧场 pure skin jelly 滋润的众人,,(少于10人评分),,"
15话 / 2010-11-29 "
天兵公园 第二季,,(少于10人评分),,"
28话 / 2010-11-29 "
仇恨之路,7.2,(45人评分),,"
2010年11月26日 "
玉响,7.4,(921人评分),978,"
4话 / 2010年11月26日 / 佐藤順一 / 佐藤順一 / 飯塚晴子 "
变形金刚 领袖之证,7.3,(43人评分),,"
65话 / 2010年11月26日 "
HHH トリプルエッチ,6.3,(249人评分),3462,"
4话 / 2010年11月26日 "
姉汁2 THE ANIMATION～白川三姉妹におまかせ～,6.2,(246人评分),3625,"
2话 / 2010-11-26 "
变形金刚 领袖之证,7.3,(43人评分),,"
65话 / 2010年11月26日 "
吸血丸 第二期,,(少于10人评分),,"
 34话 / 2010年11月25日 "
眼镜女友,6.6,(124人评分),2528,"
4话 / 2010年11月25日 / TOBI "
功夫熊猫感恩节特辑,6.5,(11人评分),,"
1话 / 2010年11月24日 / Tim Johnson "
长发公主,7.3,(348人评分),1158,"
1话 / 2010年11月24日 "
G-Best G-taste ベストセレクション,5.2,(15人评分),,"
1话 / 2010-11-22 "
酵母君与鸡蛋公主,6.5,(39人评分),,"
1话 / 2010年11月20日 "
女友不来探病的理由,6.3,(122人评分),3233,"
3话 / 2010/11/19 "
宮崎摩耶大图鉴,5.5,(45人评分),,"
2话 / 2010-11-19 "
教育指導 The Animation,5.2,(31人评分),,"
1话 / 2010/11/19 "
打工声优！,6.8,(982人评分),2557,"
2话 / 2010年11月17日 / 細田直人 / 紺野 あずれ "
飞轮少年 黑翼与沉睡森林 -Break on the sky-,7.1,(100人评分),1662,"
3话 / 2010年11月17日 / 石平信司 / 大暮维人 "
猥琐传说 第二季,,(少于10人评分),,"
10话 / 2010-11-17 "
明菜と温泉でHしよっ,6.0,(45人评分),,"
1话 / 2010-11-17 "
小新超人,,,,"
14话 / 2010-11-16 "
刺客信条：权势,,(少于10人评分),,"
1话 / 2010年11月16日 / Laurent Bernier "
剧场版3D 我们这一家 -热情的超能力- 母亲大暴走！,,(少于10人评分),,"
2010年11月13日 / 高橋渉 / けらえいこ "
龙珠：超级赛亚人灭绝计划,,(少于10人评分),,"
1话 / 2010-11-11 "
TRIP TREK,,,,"
12话 / 2010年11月10日 / 西本祥冶 / ESTRELLA/manglobe "
奈丽和塞泽尔,,,,"
52话 / 2010年11月9日 / Ingrid Gordon "
西游新传,,,,"
1话 / 2010年11月6日 / 邢如飞 "
装甲骑兵 Case;IRVINE,6.1,(36人评分),,"
1话 / 2010年11月6日 / 五十嵐達也 / 矢立肇、高橋良輔 / 久行宏和 "
壳中少女 压缩,7.6,(1139人评分),565,"
2010年11月6日 "
好帅好可爱宣言!,6.8,(168人评分),2257,"
5话 / 2010年11月05日 / 地獄のミサワ "
幸存的生命,,(少于10人评分),,"
2010-11-04 / Jan Švankmajer "
莉塔和无名小狗,,,,"
26话 / 2010年11月1日 / Jean-Philippe Arrou-Vicnod  "
Heart Catch光之美少女 超级时尚秀在花之都...真的吗！？,7.9,(224人评分),353,"
2010年10月30日 "
破刃之剑 第四章 惨祸之地,7.2,(632人评分),1455,"
1话 / 2010年10月30日 / 羽原信義 / 吉永裕ノ介 / 乘田拓茂 "
文学少女 翱翔于天空的天使的镇魂曲,6.8,(612人评分),2368,"
1话 / 2010年10月29日 "
丧服妻,5.4,(47人评分),,"
2话 / 2010/10/29 "
精灵公主妮娜,6.2,(90人评分),3259,"
3话 / 2010年10月29日 / 小池あひる / リリス / 大頭蝶 "
鬼父2,6.3,(468人评分),3628,"
2话 / 2010年10月29日 "
科学超电磁炮 OVA,7.2,(2294人评分),1406,"
1话 / 2010年10月29日 / 田中雄一 "
初音岛I&II P.S.P. RE-ANIMATED OVA,6.4,(139人评分),3023,"
4话 / 2010年10月28日 / ウシロシンジ / CIRCUS / 高品有桂、島沢ノリコ "
向阳素描×☆☆☆ 特别篇,7.7,(306人评分),533,"
2话 / 2010年10月27日 / 新房昭之 / 蒼樹うめ / 伊藤良明 "
黑执事II OVA,6.7,(429人评分),2565,"
6话 / 2010年10月27日 / 小倉宏文 / 枢やな / 芝美奈子 "
罗摩衍那：史诗,,(少于10人评分),,"
2010年10月25日 "
一期一会 你的话语,5.5,(13人评分),,"
13话 / 2010年10月24日 "
家庭教師のおねえさん2 THE ANIMATION～Hの偏差値あげちゃいます～,6.2,(116人评分),3346,"
2话 / 2010年10月22日 "
复仇者：世上最强英雄组合 第一季,7.1,(39人评分),,"
26话 / 2010年10月20日 "
圣痕炼金士OAD 女帝的肖像,6.0,(77人评分),3435,"
1话 / 2010年10月20日 / 金子ひらく / 吉野弘幸×佐藤健悦 "
你看起来很好吃,7.8,(1285人评分),343,"
2010年10月16日 "
BUST TO BUST－ちちはちちに－,4.8,(54人评分),4282,"
3话 / 2010年10月15日 "
海月姬,7.6,(1088人评分),661,"
11话 / 2010年10月14日 / 大森貴弘 / 東村アキコ / 羽山賢二 "
我爱你,7.0,(169人评分),1847,"
1话 / 2010年10月13日 "
探险活宝 第二季,7.9,(77人评分),512,"
26话 / 2010年10月11日 "
罗宾与他的100个朋友,,,,"
13话 / 2010年10月11日 / Max Weintraub "
小马驹G4 第一季,8.3,(241人评分),135,"
26话 / 2010年10月10日 "
アニメ店長×東方プロジェクト,,,,"
2010年10月9日 "
红线,8.0,(727人评分),258,"
2010年10月9日 / 小池健 / 石井克人 "
卡鲁鲁与不可思议之塔,,,,"
26话 / 2010年10月8日 / 高木淳 / 寺田順三 "
夜樱四重奏 星之海,6.9,(267人评分),2079,"
3话 / 2010年10月8日 / りょーちも / ヤスダスズヒト "
怀特霍尔街上的长统靴,,(少于10人评分),,"
2010年10月8日 / Edward McHenry "
魔法禁书目录 第二季,6.9,(4321人评分),2164,"
24话 / 2010年10月8日 / 鎌池和馬 / 田中雄一 "
FORTUNE ARTERIAL -赤之约束-,6.3,(1056人评分),3793,"
12话 / 2010年10月8日 / 名和宗則 / オーガスト / 石原恵治 "
女仆咖啡厅,7.7,(1794人评分),435,"
12话 / 2010年10月7日 / 石黒正数（少年画報社、月刊『ヤングキングアワーズ』連載） / 山村洋貴 "
咎狗之血,4.3,(656人评分),4643,"
12话 / 2010年10月7日 "
农业娘,5.8,(25人评分),,"
1话 / 2010年10月7日 / 神乐みのり / 砂川正和 "
侦探歌剧 少女福尔摩斯,7.1,(796人评分),1791,"
12话 / 2010年10月7日 "
茗记3 - 取舍,6.3,(93人评分),3042,"
1话 / 2010-10-06 "
只有神知道的世界,7.3,(3878人评分),1271,"
12话 / 2010年10月6日 / 高柳滋仁 / 若木民喜 / 渡辺明夫 "
人造人009：重新开放,,(少于10人评分),,"
2010年10月5日(日本高新技术博览会) "
侵略！乌贼娘,7.3,(2820人评分),1140,"
12话 / 2010年10月5日 / 水島努 / 安部真弘（秋田書店「週刊少年チャンピオン」連載） / 石川雅一 "
更多 出包王女,7.1,(1426人评分),1597,"
12话 / 2010年10月5日 / 大槻敦史 / 矢吹健太朗・長谷見沙貴 / 岡勇一 "
