text,rate,number,rank,inform_tip 
便利店男友,5.1,(77人评分),4340,"
12话 / 2017年7月6日 / 伊達勇登 / 石川智美 "
最游记 RELOAD BLAST,6.7,(122人评分),2426,"
12话 / 2017年7月5日 / 中野英明 / 峰倉かずや「月刊コミックゼロサム」連載（一迅社刊） "
捏造陷阱,5.0,(569人评分),4616,"
12话 / 2017年7月5日 / コダマナオコ（一迅社刊「コミック百合姫」連載） "
笨女孩,6.7,(1839人评分),2948,"
12话 / 2017年7月4日 / 玉木慎吾 / ヒロユキ（講談社「別冊少年マガジン」連載） / 石川雅一 "
寻灵大冒险,,,,"
52话 / 2017年7月4日 "
徒然Children,7.1,(1270人评分),1620,"
12话 / 2017年7月4日 / 若林稔弥「週刊少年マガジン」連載／講談社 "
猜谜王,6.0,(190人评分),3861,"
12话 / 2017年7月4日 / 大宙征基(奥脇雅晴) / 杉基イクラ / 高鉾誠 "
异世界食堂,6.6,(1035人评分),3104,"
12话 / 2017年7月3日 / 犬塚惇平（ヒーロー文庫／主婦の友社 刊） "
恋爱禁止的世界,5.6,(528人评分),4466,"
12话 / 2017年7月3日 / ムサヲ（講談社週刊少年マガジン編集部・DeNA「マンガボックス」連載） "
妖怪公寓的优雅日常,5.7,(227人评分),4262,"
26话 / 2017年7月3日 / 香月日輪、深山和香「妖怪アパートの幽雅な日常」 / 島崎知美 "
裙子下的野兽,5.0,(260人评分),4601,"
12话 / 2017年7月2日 / ハナマルオ "
洁癖男子！青山君,5.5,(211人评分),4412,"
12话 / 2017年7月2日 / 「潔癖男子！青山くん」坂本拓（集英社「週刊ヤングジャンプ」連載） / 松浦有紗 "
战斗女子高校,5.3,(156人评分),4445,"
12话 / 2017年7月2日  "
骑士&魔法,6.3,(1076人评分),3786,"
13话 / 2017年7月2日 / 天酒之瓢 （ヒーロー文庫「ナイツ＆マジック」／主婦の友社 刊） "
暗芝居 第五季,5.8,(155人评分),4036,"
13话 / 2017年7月2日 "
活击 刀剑乱舞,6.2,(297人评分),3742,"
13话 / 2017年7月1日 / 白井俊行 / 内村瞳子、都築萌、石塚みゆき、新里りお、塩島由佳、山崎ミキ、鬼澤佳代、瀬来由加子 "
狐妖小红娘,6.7,(41人评分),,"
24话 / 2017年7月1日 / 小新 / 申起澈 "
狂赌之渊,7.0,(1473人评分),2006,"
12话 / 2017年7月1日 / 林祐一郎 / 河本ほむら・尚村透 "
战姬绝唱SYMPHOGEAR AXZ,6.8,(227人评分),2354,"
13话 / 2017年7月1日 / 上松範康 / 金子彰史 "
Fate/Apocrypha,4.9,(1652人评分),4629,"
25话 / 2017年7月1日 / 浅井義之 / 東出祐一郎／TYPE-MOON "
恋するシロクマ 「誤解」篇,6.2,(14人评分),,"
2017年7月1日 "
それいけ！アンパンマン ブルブルの宝探し大冒険！,,,,"
2017年7月1日 / やなせたかし "
牧野传奇,,,,"
1话 / 2017年7月1日 / 谢宝锐 "
活击 刀剑乱舞,6.2,(297人评分),3742,"
13话 / 2017年7月1日 / 白井俊行 / 内村瞳子、都築萌、石塚みゆき、新里りお、塩島由佳、山崎ミキ、鬼澤佳代、瀬来由加子 "
狐妖小红娘,6.7,(41人评分),,"
24话 / 2017年7月1日 / 小新 / 申起澈 "
那年那兔那些事儿 第四季,5.8,(23人评分),,"
12话 / 2017年6月30日 / 逆光飞行 "
神偷奶爸3,6.4,(151人评分),3207,"
1话 / 2017年6月30日 / Pierre Coffin / Kyle Balda "
バカだけどチンチンしゃぶるのだけはじょうずなちーちゃん,5.5,(88人评分),4114,"
2话 / 2017/06/30 / 雷火剣 / 鈴木貴人 "
メンヘラ歩理のヤまないおねだり ～ヘッドホンは はずせない～,4.1,(55人评分),4554,"
2话 / 2017-06-30 / 股野龍三 / 呀龍 "
尼斯大冒险,,,,"
1话 / 2017年6月29日 / Andrea Block, Christian Haas "
猫和老鼠：查理和巧克力工厂,,(少于10人评分),,"
2017-06-27 / Spike Brandt "
宇宙战舰大和号2202 爱的战士们 第二章,7.1,(48人评分),,"
2017年6月24日 / 羽原信義 / 西崎義展 / 結城信輝 "
雏逻辑 from Luck ＆ Logic,6.7,(168人评分),2505,"
12话 / 2017年6月24日 / Septpia "
峡谷重案组,,(少于10人评分),,"
12话 / 2017年6月23日 "
机动战士高达 暮光的阿克西斯,5.5,(106人评分),4178,"
6话 / 2017年6月23日 "
Once a Hero,,(少于10人评分),,"
1话 / 2017年6月22日 "
大坏狐狸的故事,7.6,(14人评分),,"
2017年6月21日 / Patrick Imbert / Benjamin Renner "
霾海,,,,"
1话 / 2017年6月20日 / 姜清华 "
暴基枪手之AK西游,,(少于10人评分),,"
24话 / 2017年6月20日 / 悟空侠、毛哥 "
HUNGRY DAYS,6.6,(12人评分),,"
4话 / 2017年6月19日 "
小邑时空传,,,,"
52话 / 2017年6月19日 "
混沌子 SILENT SKY,5.6,(180人评分),4294,"
2话 / 2017年6月17日 / 神保昌登 / 志倉千代丸／MAGES.／CHIYOMARU STUDIO "
复仇者集结 第四季,,(少于10人评分),,"
26话 / 2017-06-17 "
剧场版 魔法科高校的劣等生 呼唤星辰的少女,5.8,(301人评分),4265,"
2017年6月17日 "
Swing-by,,(少于10人评分),,"
2017-06-16 "
失物招领,6.5,(13人评分),,"
2017-06-16 / Dave Mullins "
汽车总动员3,6.5,(21人评分),,"
1话 / 2017年6月16日 / Brian Fee "
达太喵的偶像宣言,,(少于10人评分),,"
5话 / 2017年6月14日 / 出井京渡 / モンスターストライク "
Mutafukaz,,,,"
2017年6月13日 (Annecy Festival) / Guillaume Renard "
负空间,,(少于10人评分),,"
2017-06-13(法国) / Max Porter、Ru Kuwahata "
うちみず,,(少于10人评分),,"
2017-06-12 "
KING OF PRISM PRIDE the HERO,,(少于10人评分),,"
2017年6月10日 "
蚁人,,,,"
6话 / 2017-06-10 "
米老鼠2013 第四季,,(少于10人评分),,"
2017年6月9日 "
前方高能之辣稽,,,,"
16话 / 2017-06-09 "
精灵梦叶罗丽 第五季,,,,"
26话 / 2017年6月8日 / 金今 "
非洲的动物上班族,,,,"
10话 / 2017年6月5日 / ガム "
巨人鲁纳~1万年的秘密~,,,,"
2017-06-05 / 西健一 "
T老师,,,,"
2017年6月5日 / てぃ先生 "
残念女干部布莱克婕芮菈小姐,,(少于10人评分),,"
10话 / 2017年6月5日 / jin "
妻が温泉でサークル仲間の肉便器になったのですが… Anime Edition,3.9,(56人评分),4583,"
2017/06/02 / 伊藤史夫 / LINDA "
内裤队长,,(少于10人评分),,"
2017年6月2日 / David Soren / Dav Pilkey "
雄兵连之天河战役,5.7,(12人评分),,"
11话 / 2017年6月1日 / 萨拉雷(刘怀)、V7(韦琪) "
足球江湖,,,,"
26话 / 2017年5月31日 "
Sheep's haircut,,,,"
2017-05-30 "
福是全家福的福,,(少于10人评分),,"
10话 / 2017-05-30 "
史蒂文的宇宙 第五季,,(少于10人评分),,"
2017-05-29 "
功夫小兔侠,,,,"
1话 / 2017年5月28日 / 董大可、马元 "
生化危机 复仇,5.8,(131人评分),3998,"
1话 / 2017年5月27日 / 辻本貴則 / Capcom "
三只小猪2,,,,"
2017年5月27日 / 刘炜 "
我的爸爸是国王,,,,"
1话 / 2017年5月27日 / 刘骏、牛志远 "
転生剣奴の子作り闘技場,4.6,(67人评分),4505,"
4话 / 2017-05-26 "
食神魂,,(少于10人评分),,"
12话 / 2017年5月26日 / 朱宇辰、张颉羚 "
BIOHAZARD VENDETTA : Z Infected Experience,,(少于10人评分),,"
2017年05月24日 "
高校舰队 OVA,6.4,(247人评分),3237,"
2话 / 2017年5月24日 "
猫咪带来的圆圆的幸福,6.2,(25人评分),,"
4话 / 2017年5月22日 "
Can you hear me？,,(少于10人评分),,"
2017-05-21 "
徊音,,(少于10人评分),,"
2017-05-21 "
宇宙第一不幸少女,,(少于10人评分),,"
2017-05-21 "
BLAME!,7.5,(756人评分),910,"
1话 / 2017年5月20日 / 瀬下寛之 / 弐瓶勉『BLAME!』(講談社「アフタヌーン」所載) "
开封奇谈-这个包公不太行,6.6,(27人评分),,"
9话 / 2017年5月19日 / 小野败仔 / 晓晨兽 "
宣告黎明的露之歌,7.4,(594人评分),954,"
2017年5月19日 "
万古仙穹,,(少于10人评分),,"
12话 / 2017年5月18日 / 王昕 / 观棋 "
Villainous,,(少于10人评分),,"
10话 / 2017-05-15 "
游子吟,7.2,(28人评分),,"
1话 / 2017年5月14日 / 彭擎政 "
无畏魔女 彼得堡大战略,6.9,(101人评分),2018,"
2017年5月13日 "
恋するシロクマ 「食べるなら」篇,6.3,(17人评分),,"
2017年5月13日 "
RWBY Chibi Season 2,7.0,(49人评分),,"
22话 / 2017年5月13日 "
レジデンス,5.9,(75人评分),3562,"
3话 / 2017/05/12 "
阴阳师,,(少于10人评分),,"
1话 / 2017年5月12日 "
墓王之王 寒铁斗,,(少于10人评分),,"
21话 / 2017年5月11日 / 石头熊 "
降灵记,6.0,(22人评分),,"
14话 / 2017年5月10日 / cathiei(许璐) "
游戏王VRAINS,6.3,(94人评分),3037,"
2017年5月10日 "
巴啦啦小魔仙之飞越彩灵堡 彩石宝盒篇,,(少于10人评分),,"
26话 / 2017年5月9日 / 余海鹰、黎振彪、罗丽婷、李芳兰 "
妖神记,,(少于10人评分),,"
40话 / 2017年5月9日 / 芹菜、叶老酒 / 发飙的蜗牛 "
海上丝路南珠宝宝,,,,"
26话 / 2017年5月8日 "
牵牛花与加濑同学,6.6,(49人评分),,"
1话 / 2017年5月7日 "
妖精的尾巴 剧场版 DRAGON CRY,5.5,(57人评分),3830,"
2017年5月6日 "
Zトン人外アニメーション A Beautiful Greed Nulu Nulu,4.3,(63人评分),4548,"
2017/05/06 "
第二次裏入学試験 THE ANIMATION,4.9,(61人评分),4316,"
2017/05/05 / 太多秀太 / みぐみぐ "
火线传奇 第三季,,(少于10人评分),,"
13话 / 2017年5月5日 / 汪小圣 "
民间鬼术 第三季,,,,"
10话 / 2017年5月5日 / 张恒 "
人力战舰！？汐风泽风,4.3,(44人评分),,"
2话 / 2017年5月3日 / 吉田徹 / 廣澤はるか "
幻镜诺德琳,7.1,(72人评分),1533,"
1话 / 2017年5月3日 "
路西法的战栗天籁 〜唯一的最初乐章〜,,(少于10人评分),,"
1话 / 2017年5月3日 / モンスターストライク "
黑色五叶草 OAD,5.0,(40人评分),,"
1话 / 2017年5月2日 / 能戸隆 / 田畠裕基 / 実原登 "
国民老公带回家 第二季,,(少于10人评分),,"
12话 / 2017年5月1日 / 叶非夜 "
熊熊乐园,,,,"
52话 / 2017年4月28日 / 庄庆才、张金、王将臣 "
见习神明 秘密的COCOTAMA 引发奇迹吧♪特普露与心跳COCOTAMA界,,(少于10人评分),,"
2017年4月28日 / 新田典生 "
相对世界,6.1,(83人评分),3412,"
2话 / 2017年4月28日 / 櫻木優平 "
映画たまごっち ヒミツのおとどけ大作戦!,,,,"
2017年4月28日 "
冥刻學園 受胎編,5.7,(89人评分),3885,"
2话 / 2017-04-28 "
阿拉德：宿命之门,3.8,(47人评分),,"
20话 / 2017年4月28日 / 大庭秀昭 "
我与美咲老师,6.0,(90人评分),3501,"
1话 / 2017-04-28 "
貴方ハ私ノモノ -ドS彼女とドM彼氏-,5.4,(71人评分),4095,"
2话 / 2017/04/28 / 木之本なつみ "
学園侵触 ×× of the Dead,6.4,(87人评分),2797,"
2话 / 2017-04-28 / 石毛るい / 石毛るい "
ぬいぬい日昇三兄弟,,,,"
2话 / 2017年4月26日 / 篠原ぱらこ / 株式会社サンライズ "
天谕,,(少于10人评分),,"
13话 / 2017年4月26日 "
剑王朝,,(少于10人评分),,"
12话 / 2017年4月26日 / 无罪 "
太乙仙魔录之灵飞纪 第二季,,(少于10人评分),,"
26话 / 2017年4月25日 / 于彬(函谷生) "
剧场版 Free!-Timeless Medley- 绊,6.2,(18人评分),,"
 2017年4月22日 "
ずっと好きだった,4.6,(57人评分),4431,"
2话 / 2017/4/21 "
阿狸梦之岛·幸运星,,,,"
1话 / 2017年4月21日 "
三ツ星カフェ,,(少于10人评分),,"
2017-04-20 "
猫子与又太,,,,"
19话 / 2017年4月20日 / 尾中たけし / 尾中たけし "
手塚キャラ動かしてみました,,(少于10人评分),,"
2017年4月20日 "
蓝漠的花,,(少于10人评分),,"
9话 / 2017年4月19日 / 史涓生 / 申小外 "
口水三国 第二季,,(少于10人评分),,"
46话 / 2017年4月19日 / 张波 "
哎呦黑皮,,,,"
104话 / 2017年4月18日 "
妹口,,(少于10人评分),,"
2017-04-18 "
结城友奈是勇者 -鹫尾须美之章- 第2章 魂,6.9,(332人评分),2172,"
2017年4月15日 "
多美卡超救援 DRIVEHEAD 机动救急警察,,(少于10人评分),,"
37话 / 2017年4月15日 / タカラトミー "
噗利噗利奇!!,,(少于10人评分),,"
36话 / 2017年4月15日 / 篠塚ひろむ "
阿童木起源,6.8,(277人评分),2318,"
 12话 / 2017年4月15日 / 佐藤竜雄 / カサハラテツロー（「月刊ヒーローズ」連載） / 吉松孝博 "
蜡笔小新 袭来!! 宇宙人西利利,5.9,(15人评分),,"
2017年4月15日 "
小马驹G4 第七季,8.1,(17人评分),,"
24话 / 2017年4月15日 "
100%帕斯卡老师,,(少于10人评分),,"
36话 / 2017年4月15日 / 永井ゆうじ "
葫芦响叮当,,,,"
26话 / 2017年4月15日 / 张立衍 "
名侦探柯南 殷红的恋歌,6.2,(400人评分),3837,"
1话 / 2017年4月15日 / 静野孔文 / 青山剛昌「名探偵コナン」(小学館「週刊少年サンデー」連載中) "
期待在地下城邂逅有错吗 外传 剑姬神圣谭,6.5,(525人评分),3274,"
12话 / 2017年4月14日 / 大森藤ノ（GA文庫/SBクリエイティブ刊） "
sin 七大罪,5.6,(396人评分),4441,"
12话 / 2017年4月14日 / よしもときんじ / ホビージャパン「七つの大罪」 / 安田祥子 "
攻壳机动队 新剧场版 VIRTUAL REALITY DIVER,7.1,(18人评分),,"
1话 / 2017年4月13日 "
飞飞雁儿,,,,"
6话 / 2017年4月13日 "
The SNACK WORLD,,(少于10人评分),,"
2017年4月13日 "
Room Mate ～One Room side M～,4.7,(93人评分),4553,"
12话 / 2017年4月12日 / SMIRAL / 中田知里 "
小鸡彩虹 第三季,,,,"
26话 / 2017年4月12日 / 雷涛 "
扩张少女系Trinary,4.7,(39人评分),,"
29话 / 2017年4月12日 / 情報管理庁企画局広報課 "
喧哗番长 乙女 Girl Beats Boys,5.8,(69人评分),3589,"
12话 / 2017年4月12日 / 齋藤徳明 / まじろ、矢野茜(副人设) "
假面Noise,5.6,(230人评分),4400,"
12话 / 2017年4月11日 / 高橋秀弥 / 福山リョウコ / いとうまりこ "
夏目友人帐 陆,7.5,(689人评分),761,"
11话 / 2017年4月11日 / 緑川ゆき／月刊 LaLa（白泉社）連載 "
末日时在做什么？有没有空？可以来拯救吗？,7.7,(2314人评分),460,"
12话 / 2017年4月11日 / 枯野瑛 "
小鸡彩虹 第二季,,,,"
13话 / 2017年4月10日 / 雷涛 "
从零开始的魔法书,6.3,(1303人评分),3822,"
12话 / 2017年4月10日 / 平川哲生 / 虎走かける / 又賀大介、木宮亮介 "
迷你动画剧场ID-0问答,6.5,(33人评分),,"
12话 / 2017年4月9日 "
ID-0,7.4,(825人评分),979,"
12话 / 2017年4月9日 / 谷口悟朗 / 加藤裕美(动画人物设定) / 海老川兼武(机械人物设定) "
有顶天家族2,7.8,(1043人评分),387,"
12话 / 2017年4月9日 / 吉原正行 / 森見登美彦 (『有頂天家族 二代目の帰朝』幻冬舎) / 川面恒介 "
境界的轮回 第三季,6.7,(75人评分),2191,"
25话 / 2017年4月8日 "
Re:CREATORS,6.2,(2104人评分),3968,"
22话 / 2017年4月8日 / あおきえい / 広江礼威 "
埃罗芒阿老师,6.5,(2861人评分),3275,"
12话 / 2017年4月8日 "
小花仙 第三季 守护天使,,,,"
40话 / 2017年4月7日 / 李俊毅、欧曾祥、苏蓓、杨勇 "
堕落千金,4.7,(83人评分),4538,"
2017/04/07 / 雷火剣 / ケミガワ "
神击的巴哈姆特 VIRGIN SOUL,6.7,(725人评分),2757,"
24话 / 2017年4月7日 "
全职高手,6.0,(945人评分),4156,"
12话 / 2017年4月7日 / 熊可 / 蝴蝶蓝 "
快盗天使 BREAK,6.0,(78人评分),3451,"
12话 / 2017年4月7日 / 岩崎良明 "
剑风传奇 次篇,7.1,(342人评分),1676,"
12话 / 2017年4月7日 / 三浦建太郎（スタジオ我画） "
做得很好！名作君 第二季,,,,"
39话 / 2017年4月7日 "
正确的KADO,4.9,(781人评分),4626,"
12话 / 2017年4月7日 / 真庭秀明、りょーちも、黒岩園加 "
莉露莉露妖精莉露～魔法之镜～,,(少于10人评分),,"
51话 / 2017年4月7日 / 五城桜(菱田正和)、今中菜々 "
蓝精灵3：失落的村庄,,(少于10人评分),,"
2017年4月7日 / Kelly Asbury "
信长的忍者 伊势·金崎篇,7.2,(278人评分),1385,"
26话 / 2017年4月7日 / 重野なおき "
春宵苦短，少女前进吧！,8.2,(1425人评分),110,"
2017年4月7日 / 湯浅政明 / 森見登美彦（角川文庫刊） "
小花仙 第三季 守护天使,,,,"
40话 / 2017年4月7日 / 李俊毅、欧曾祥、苏蓓、杨勇 "
堕落千金,4.7,(83人评分),4538,"
2017/04/07 / 雷火剣 / ケミガワ "
月色真美,7.9,(2499人评分),279,"
12话 / 2017年4月6日 / 岸誠二 "
见习神明 秘密的心灵 第2部,,(少于10人评分),,"
50话 / 2017年4月6日 / 大河しのぶ "
阿松 春季的选拔上映祭,6.7,(10人评分),,"
2017年4月6日 "
青春歌舞伎,6.1,(135人评分),3603,"
12话 / 2017年4月6日 / 米田和弘 / 榎田尤利 (角川文庫刊) / まじろ "
路人女主的养成方法 ♭,7.2,(2095人评分),1536,"
12话 / 2017年4月6日 / 丸戸史明 （ファンタジア文庫／株式会社KADOKAWA） "
恋爱暴君,5.8,(762人评分),4342,"
12话 / 2017年4月6日 / 三星めがね 「COMIC メテオ」連載中 "
时钟机关之星,5.0,(589人评分),4617,"
12话 / 2017年4月6日 "
偶像活动Stars 第二年,7.5,(38人评分),,"
50话 / 2017年4月6日 "
爱米 -WE LOVE RICE-,4.4,(30人评分),,"
12话 / 2017年4月5日 "
不要输！！恶之军团！,5.6,(93人评分),4089,"
12话 / 2017年4月5日 "
武装少女,5.8,(413人评分),4293,"
12话 / 2017年4月5日 "
樱花任务,7.0,(1482人评分),2004,"
25话 / 2017年4月5日 / Alexandre S.D. Celibidache "
火影忍者 博人传之火影次世代,5.4,(309人评分),4525,"
2017年4月5日 "
重启咲良田,7.7,(931人评分),452,"
24话 / 2017年4月5日 / 川面真也 / 河野裕 「サクラダリセット」シリーズ（角川文庫/角川スニーカー文庫） / 下谷智之 "
猫猫日本史 第二季,,(少于10人评分),,"
32话 / 2017年4月5日 / そにしけんじ「ねこねこ日本史」（COMICリュエル / 実業之日本社） "
间谍亚契 第八季,,(少于10人评分),,"
8话 / 2017-04-05 "
Idol Time 美妙天堂,6.7,(29人评分),,"
51话 / 2017年4月4日 / 森脇真琴 / タカラトミーアーツ／シンソフィア "
少年阿贝 GO!GO!小芝麻 第二季,,(少于10人评分),,"
32话 / 2017年4月4日 / 森下裕美「少年アシベ」（双葉社刊） "
少年阿贝 GO!GO!小芝麻 第二季,,(少于10人评分),,"
32话 / 2017年4月4日 / 森下裕美「少年アシベ」（双葉社刊） "
不正经的魔术讲师与禁忌教典,6.1,(1036人评分),4110,"
12话 / 2017年4月4日 / 和ト湊 / 羊太郎 "
ヤれる子! 電車エッチ,4.9,(43人评分),,"
2话 / 2017-04-04 "
偶像大师 灰姑娘女孩剧场,6.8,(303人评分),2292,"
13话 / 2017年4月4日 / バンダイナムコエンターテインメント "
王室教师海涅,6.1,(277人评分),3939,"
12话 / 2017年4月4日 / 菊池カツヤ / 赤井ヒガサ （掲載 月刊「Gファンタジー」 スクウェア・エニックス刊） / 奥山鈴奈 "
高校星歌剧 第二季,6.7,(93人评分),2388,"
12话 / 2017年4月3日  "
我的英雄学院 OAD,7.1,(246人评分),1534,"
2话 / 2017年4月3日 / 長崎健司 / 堀越耕平「僕のヒーローアカデミア」（週刊少年ジャンプ / 集英社） "
清楚で真面目な彼女が、最凶ヤリサーに勧誘されたら…？ THE ANIMATION,4.8,(59人评分),4336,"
2017-04-03 "
咱们裸熊 第三季,7.2,(27人评分),,"
36话 / 2017年04月03日 "
机甲少女 FRAME ARMS GIRL,6.6,(433人评分),3001,"
12话 / 2017年4月3日 "
黑色推销员NEW,5.7,(275人评分),4348,"
12话 / 2017年4月3日 / 小倉宏文 / 藤子不二雄Ⓐ "
战斗陀螺 爆烈 神,,,,"
51话 / 2017年4月3日 "
忍者乱太郎 第25季,,(少于10人评分),,"
2017年4月3日 "
商人之星的小比索,6.2,(15人评分),,"
12话 / 2017年4月3日 "
青之驱魔师 OAD,6.0,(86人评分),3479,"
2话 / 2017年4月3日 "
わしも-wasimo- 第5シリーズ,,,,"
2017-04-03 "
世界之暗图鉴,4.4,(178人评分),4623,"
13话 / 2017年4月2日 / 井口昇、上野遼平、中平一史、飯塚貴士 "
故乡漫游 日本的古老传说,,,,"
50话 / 2017-04-02 "
与僧侣交合的色欲之夜,4.6,(449人评分),4634,"
12话 / 2017年4月2日 / 真臣レオン / あおばみずき "
World Fool News Part 2,,(少于10人评分),,"
2017年4月2日 "
决斗大师 新系列,,(少于10人评分),,"
51话 / 2017年4月2日 "
爱丽丝与藏六,6.7,(980人评分),2655,"
12话 / 2017年4月2日 / 今井哲也 (徳間書店「月刊COMICリュウ」連載) "
さくらママと太郎ちゃん,4.8,(16人评分),,"
1话 / 2017/04/02 "
怪怪守护神,6.6,(608人评分),3105,"
12话 / 2017年4月2日 / 倉谷涼一 / 浜田よしかづ（双葉社「月刊アクション」連載） / 中原清隆 "
风灵玉秀,7.3,(96人评分),1360,"
1话 / 2017年4月1日 / DDF / DDF "
瑞克和莫蒂 第三季,8.6,(311人评分),42,"
10话 / 2017年4月1日 "
进击的巨人 第二季,7.6,(2269人评分),598,"
12话 / 2017年4月1日 / 諫山創（別冊少年マガジン連載／講談社） "
怪物弹珠 第二季,6.1,(10人评分),,"
23话 / 2017年4月1日 / モンスターストライク "
碧蓝幻想,6.5,(540人评分),3351,"
13话 / 2017年4月1日 "
未来卡搭档对战X,,(少于10人评分),,"
52话 / 2017年4月1日 "
银之守墓人,4.6,(38人评分),,"
23话 / 2017年3月31日 "
自宅警備員,4.7,(106人评分),4578,"
4话 / 2017/03/31 / 横山ひろみ / citizen08 "
宝贝老板,6.6,(19人评分),,"
2017-03-31 / Tom McGrath "
ハタチおばけ,,(少于10人评分),,"
2017-03-31 "
えろゼミ ～エッチにヤルきにABC～ THE ANIMATION,4.8,(64人评分),4380,"
1话 / 2017年3月31日 "
The Royal Treatment,,(少于10人评分),,"
2017-03-31 "
きつねの嫁入り,,,,"
2017-03-31 "
积高侠与阿里巴巴之荣耀,,,,"
52话 / 2017年3月29日 / 侯绮琪、洪浩天 "
丹特的午餐,,(少于10人评分),,"
2017-03-29 "
没有给我哥吃的药！,6.6,(185人评分),2808,"
12话 / 2017年3月28日 "
圣光不好惹,,(少于10人评分),,"
6话 / 2017年3月28日 / 胡卿、祝俊 "
变形少女,4.4,(95人评分),4596,"
5话 / 2017年3月27日 "
安玲与史迪奇,,,,"
13话 / 2017年3月27日 "
我的英雄学院 第二季,7.7,(1259人评分),479,"
26话 / 2017年3月25日 / 長崎健司 / 堀越耕平「僕のヒーローアカデミア」（週刊少年ジャンプ / 集英社） "
梦王国与沉睡的100王子 短篇故事,5.4,(32人评分),,"
10话 / 2017年3月25日 / ジークレスト "
魔发奇缘 第一季,,(少于10人评分),,"
21话 / 2017-03-24 "
机动战士高达 雷霆宙域 第二季,7.1,(294人评分),1669,"
4话 / 2017年3月24日 "
绿野仙踪之奥兹国奇幻之旅,,,,"
2017年3月23日 / Fyodor Dmitriev、Darina Shmidt、Vladimir Toropchin "
和女儿的日常 第二季,,(少于10人评分),,"
18话 / 2017年3月21日 / 陈缘风 / 陈缘风 "
MONNAIE DE PARIS x JEAN PAUL GAULTIER,,(少于10人评分),,"
2话 / 2017-03-21 "
忍者神龟2012 第五季,,(少于10人评分),,"
20话 / 2017-03-19 "
午睡公主～我不为人知的故事～,6.2,(171人评分),3610,"
1话 / 2017年3月18日 / 神山健治 / 神山健治 "
剧场版 黑子的篮球 LAST GAME,6.0,(116人评分),3731,"
2017年3月18日 / 藤巻忠俊 "
沙鲸与我,5.5,(24人评分),,"
 5话 / 2017年3月18日 "
结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,6.9,(366人评分),2147,"
2017年3月18日 "
光之美少女 DreamStars,6.8,(33人评分),,"
2017年3月18日 "
纽约屁民 第二季,,(少于10人评分),,"
2017-03-17 "
DAYS OAD,5.4,(13人评分),,"
2话 / 2017年3月17日 / 安田剛士 "
新麦圈可可美食天下 第二季,,,,"
26话 / 2017年3月13日 / 赵发华 "
查兰波岛的冒险,,(少于10人评分),,"
2017年3月11日 / 三沢伸 / 下地なるみ "
RedAsh -GEARWORLD-,,(少于10人评分),,"
1话 / 2017年3月11日 / 佐野雄太 / 今中千亜季 "
玄蕃之丞,,(少于10人评分),,"
2017年3月11日 / 堂山卓見 / 武本心 "
ZUNDA HORIZON,3.8,(19人评分),,"
2017年3月11日 / 竹内浩志 / 鈴木理彩 "
我回来了 回忆里的佐贺,5.6,(15人评分),,"
1话 / 2017年3月11日 "
欢迎回来 故乡的唐津,4.8,(12人评分),,"
1话 / 2017年3月11日 "
杰克武士 第五季,,(少于10人评分),,"
10话 / 2017-03-11 "
银河守护者 第二季,,,,"
19话 / 2017-03-11 "
剧场版总集篇 OVERLORD 漆黑的英雄,6.6,(67人评分),2419,"
2017年3月11日 "
剧场版 可爱巧虎岛 巧虎与彩虹绿洲,,,,"
2017年3月10日 / 平林勇 / ベネッセコーポレーション "
魔发奇缘：幸福前奏,,(少于10人评分),,"
1话 / 2017-03-10 "
ぶっぷな毎日,,,,"
2017年3月10日 / 尾中たけし "
火箭浣熊与格鲁特,,,,"
12话 / 2017-03-10 "
我的小小美猴王,,,,"
52话 / 2017年3月9日 / 边荣韬、洪云、王非、李钢 "
矶部矶兵卫物语 2期,,,,"
2017年3月6日 "
哆啦A梦 大雄的南极冰冰凉大冒险,6.5,(102人评分),2681,"
2017年3月4日 "
美妙天堂剧场版 大家一起闪耀！KIRARIN☆STARLIVE！,7.0,(10人评分),,"
2017年3月4日 / 大久保政雄 / 原将治 "
恋するシロクマ 「すれ違い」篇,6.3,(18人评分),,"
1话 / 2017年3月4日 "
玫瑰公寓,,(少于10人评分),,"
1话 / 2017年3月3日 / 高垒 "
一年ぶりの THE ANIMATION,4.0,(42人评分),,"
1话 / 2017/03/03 "
茅屋爷爷讲故事,,,,"
2017年3月3日 / 汪小圣 "
爆裂飞车之星能觉醒,,,,"
26话 / 2017年3月2日 "
ロボらじ,,(少于10人评分),,"
8话 / 2017-03-02 "
英雄故事：奥丽莎,5.8,(21人评分),,"
 1话 / 2017年3月2日 "
恋爱的白熊,6.3,(46人评分),,"
2017年2月28日 / 市川量也 / ころも (KADOKAWA刊) "
皮卡虫!!,,(少于10人评分),,"
2017年2月26日 "
Horny Girl ~いたずら好きな女の子~,6.7,(20人评分),,"
2017-02-25 "
剧场版总集篇 OVERLORD 不死者之王,6.5,(66人评分),2541,"
2017年2月25日  "
剧场版 七人魔法使 -悠久图书馆与炼金术少女-,5.4,(259人评分),4484,"
2017年2月25日 "
宇宙战舰大和号2202 爱的战士们 第一章,7.2,(74人评分),1425,"
2话 / 2017年2月25日 / 羽原信義 / 西崎義展 / 結城信輝 "
数码兽大冒险 tri. 第四章「丧失」,5.3,(201人评分),4506,"
4话 / 2017年2月25日 "
