text,rate,number,rank,inform_tip 
犬夜叉 穿越时空的思念,7.4,(526人评分),1043,"
2001年12月15日 / 篠原俊哉 "
夜勤病栋,7.4,(667人评分),1045,"
10话 / 2000年12月8日 "
回忆中的玛妮,7.4,(347人评分),1046,"
2014年7月19日 "
钢铁神兵B'T-X,7.4,(463人评分),1047,"
25话 / 1996年4月6日 / 浜津守 / 車田正美 / 井上栄作、本桥秀之 "
钓球,7.4,(1489人评分),1048,"
12话 / 2012年4月12日 / 高橋裕一 "
暴力宇宙海贼,7.4,(1047人评分),1049,"
26话 / 2012年1月7日 "
花与爱丽丝杀人事件,7.4,(528人评分),1050,"
1话 / 2015年2月20日 / 岩井俊二 "
英国恋物语艾玛 第二幕,7.4,(109人评分),1051,"
12话 / 2007年4月16日 / 小林常夫 / 森薫 / 楠本祐子、清水恵子 "
迷糊女战士,7.4,(93人评分),1052,"
26话 / 1999年10月7日 / ワタナベシンイチ / 石野聡 "
通灵王,7.4,(938人评分),1053,"
64话 / 2001年7月4日 / 水島精二 / 武井宏之 "
请问您今天要来点兔子吗？,7.4,(2585人评分),1054,"
12话 / 2014年4月10日 / Koi "
夏之岚～春夏冬中～,7.4,(452人评分),1055,"
13话 / 2009年10月4日 / 新房昭之 / 小林尽 "
巴加的工作室,7.4,(258人评分),1056,"
1话 / 2017年10月28日 "
兽兵卫忍风帖,7.4,(144人评分),1057,"
1993年6月5日 / 川尻善昭 / 川尻善昭 / 箕輪豊 "
地狱少女 二笼,7.4,(1438人评分),1058,"
26话 / 2006年10月7日 / 大森貴弘 "
我的青春恋爱物语果然有问题 续 OVA,7.4,(1013人评分),1059,"
1话 / 2016年10月27日 "
守望先锋：最后的堡垒,7.4,(141人评分),1060,"
1话 / 2016年8月18日 "
宵星传说～首鸣～,7.4,(409人评分),1061,"
1话 / 2009年10月3日 "
UN-GO episode: 0 因果论,7.4,(760人评分),1062,"
2011年11月19日 "
爷爷的煤油灯,7.4,(298人评分),1063,"
1话 / 2011年3月19日 / 滝口禎一 / 新美南吉 "
科学小飞侠Crowds,7.4,(1031人评分),1064,"
12话 / 2013年7月12日 "
兰戈,7.4,(123人评分),1065,"
1话 / 2011年3月4日 / 戈尔·维宾斯基 "
笨蛋，测验，召唤兽,7.4,(4502人评分),1066,"
13话 / 2010年1月6日 / 大沼心 / 井上堅二 / 大島美和 "
守护者联盟,7.4,(159人评分),1067,"
2012-11-21 / Peter Ramsey "
海贼王 FILM Z,7.4,(465人评分),1068,"
1话 / 2012年12月15日 "
废弃公主,7.4,(594人评分),1069,"
24话 / 2003年4月8日 / 増井壮一 / 榊一郎 / 小森高博 "
幻想嘉年华 Special Season,7.4,(863人评分),1070,"
1话 / 2013年1月16日 / 岸誠二 / TYPE-MOON / 森田和明、广濑智仁 "
恋爱研究所,7.4,(1794人评分),1071,"
13话 / 2013年7月4日 "
Yes! 光之美少女5 GO GO! 糖果王国的快乐生日,7.4,(76人评分),1072,"
2008年11月8日 / 長峯達也 / 川村敏江、爲我井克美 "
游戏王 The Dark Side of Dimensions,7.4,(268人评分),1073,"
2016年4月23日 "
雨之城,7.4,(326人评分),1074,"
1话 / 2011年3月10日 "
下一站巨星,7.4,(704人评分),1075,"
25话 / 2008年10月5日 / 佐山聖子 / 仲村佳樹 "
大雄与云之王国,7.4,(134人评分),1076,"
1话 / 1992年3月7日 "
秦时明月之诸子百家,7.4,(546人评分),1077,"
34话 / 2010年6月23日 / 沈乐平 / 温世仁 "
海贼王 绽放在寒冬的奇迹樱花,7.4,(496人评分),1078,"
1话 / 2008年3月1日 / 志水淳儿 / 尾田荣一郎 / 馆直树 "
大雄的魔界大冒险,7.4,(152人评分),1079,"
1984年3月17日 "
内衣办公室,7.4,(302人评分),1080,"
3话 / 2003年7月24日 "
逮捕令 第二季,7.4,(268人评分),1081,"
26话 / 2001年4月7日 / 河本昇悟 / 藤島康介“逮捕しちゃうぞ”（讲谈社“アフタヌーンKCDX”掲载） / 中嶋敦子  "
我们这一家,7.4,(75人评分),1083,"
330话 / 2002年4月19日 / 大地丙太郎（第1回 - 第4回） → やすみ哲夫（第9回 - ） / けらえいこ（メディアファクトリー刊） "
吸血姬美夕 OVA,7.4,(129人评分),1084,"
4话 / 1988年7月21日 / 垣野内成美 "
只有神知道的世界II,7.3,(3068人评分),1085,"
12话 / 2011年4月11日 "
新机动战记高达W,7.4,(771人评分),1086,"
49话 / 1995年4月7日 / 池田成→高松信司（クレジットなし） / 矢立肇、富野由悠季（『機動戦士ガンダム』より） "
Re：从零开始的异世界生活,7.3,(4664人评分),1087,"
25话 / 2016年4月3日 / 渡邊政治 / 長月達平 "
樱花庄的宠物女孩,7.3,(4338人评分),1088,"
24话 / 2012年10月8日 "
魔法使的新娘,7.3,(836人评分),1089,"
24话 / 2017年10月7日 / ヤマザキコレ "
超能陆战队,7.4,(872人评分),1090,"
1话 / 2014-10-23（日本）2014-11-07（美国）2015-02-28（中国大陆） / Don Hall / Chris Williams / Steven T. Seagle、Duncan Rouleau<Big Hero 6> "
名侦探柯南 迷宫的十字路口,7.3,(1737人评分),1091,"
1话 / 2003年4月19日 / こだま兼嗣 / 青山剛昌 / 須藤昌朋 "
ReLIFE 完结篇,7.4,(453人评分),1092,"
4话 / 2018年3月21日 / 小坂知 / 夜宵草 (comico) / 山中純子 "
女神异闻录4,7.3,(1737人评分),1093,"
26话 / 2011年10月6日 "
天地无用! 魉皇鬼,7.4,(72人评分),1094,"
7话 / 1992年9月25日 "
AIURA,7.4,(1148人评分),1095,"
12话 / 2013年4月9日 / 茶麻 "
sola,7.3,(2011人评分),1096,"
13话 / 2007年4月6日 / 小林智樹 / 久弥直樹 / 古賀誠 "
宝石宠物 Sunshine,7.5,(56人评分),1097,"
52话 / 2011年4月9日 / サンリオ・セガトイズ "
某个旅人的日记,7.4,(160人评分),1098,"
7话 / 2003年3月19日 / 加藤久仁生 "
亲吻那片花瓣 「恋人的羁绊」,7.3,(836人评分),1099,"
1话 / 2010年7月30日 / ふぐり屋 "
火球,7.4,(382人评分),1100,"
13话 / 2008年4月7日 / 荒川航 / 福地仁 "
红领巾侠,7.4,(473人评分),1101,"
1话 / 2011-03-15 / 李夏、程腾 "
境界线上的地平线,7.3,(2546人评分),1102,"
13话 / 2011年10月1日 / 川上稔 "
圣斗士星矢 THE LOST CANVAS 冥王神话 第2章,7.4,(342人评分),1103,"
13话 / 2011年2月23日 "
头文字D Third Stage,7.4,(377人评分),1104,"
2001年1月13日 / 山口史嗣 "
黑暗圣经,7.3,(586人评分),1105,"
6话 / 2001年7月21日 / よし天 "
美少女战士R 花朵的约定,7.5,(63人评分),1106,"
1993-12-05 / 幾原邦彦 / 只野和子 "
食戟之灵,7.3,(2882人评分),1107,"
24话 / 2015年4月3日 "
Fate/stay night [Unlimited Blade Works] 第二季,7.3,(4278人评分),1108,"
13话 / 2015年4月4日 "
樱桃小丸子,7.4,(376人评分),1109,"
142话 / 1990年1月7日 "
正义联盟：闪点悖论,7.4,(67人评分),1110,"
2013年7月30日 "
笨笨森林日志,7.4,(78人评分),1112,"
26话 / 2005年1月17日 / 四分一節子 / 桑田乃梨子 / 小林ゆかり "
双恋 Alternative,7.3,(488人评分),1113,"
13话 / 2005年4月6日 "
银魂. 走光篇,7.4,(326人评分),1114,"
13话 / 2017年10月1日 "
东之伊甸 剧场版I The King of Eden,7.3,(1553人评分),1115,"
1话 / 2009年11月28日 / 神山健治 / 神山健治 / 森川聡子 "
机动战士高达SEED HD重制版,7.3,(847人评分),1116,"
48话 / 2011年12月23日 "
死或生VS最终幻想,7.4,(120人评分),1117,"
6话 / 2007年10月15日 "
橙路,7.4,(118人评分),1118,"
48话 / 1987年4月6日 / 小林治 / まつもと泉 "
机动战士高达SEED,7.3,(2271人评分),1119,"
50话 / 2002年10月5日 / 福田己津央 / 矢立肇、富野由悠季 / 平井久司 "
天书奇谭,7.4,(242人评分),1120,"
1983-01-01 / 王树忱、钱运达 / 柯明 "
精灵宝可梦：世代,7.4,(164人评分),1121,"
18话 / 2016年9月16日 "
海贼王 梅利特别篇 另一位伙伴的故事,7.4,(85人评分),1122,"
1话 / 2013年8月24日 "
剧场版 精灵宝可梦超世代：梦幻与波导的勇者 路卡利欧,7.3,(378人评分),1123,"
日本：2005-07-16、台湾：2006-06-30、美国：2006-09-19等 / 汤山邦彦 / 田尻智、増田順一、杉森建 / 毛利和昭、松原徳弘、一石小百合 "
幻灵镇魂曲,7.3,(1540人评分),1124,"
26话 / 2009年4月2日 / Nitro+ "
Candy☆Boy,7.4,(188人评分),1125,"
1话 / 2007年11月22日 "
你所期望的永远,7.3,(808人评分),1126,"
14话 / 2003年10月6日 "
天元突破 Parallel Works,7.4,(65人评分),1127,"
8话 / 2008年6月16日 "
飙速宅男 GRANDE ROAD,7.3,(456人评分),1128,"
24话 / 2014年10月6日 "
逆转监督,7.3,(408人评分),1129,"
26话 / 2010年4月4日 / ツジトモ / 熊谷哲矢 "
TARI TARI,7.3,(3049人评分),1130,"
13话 / 2012年7月1日 / EVERGREEN "
Front Innocent,7.3,(464人评分),1131,"
1话 / 2005年3月10日 / うるし原智志 / うるし原智志 "
浪客剑心 星霜篇,7.3,(398人评分),1132,"
2话 / 2001年12月19日 "
偶像大师 灰姑娘女孩 第2期,7.3,(866人评分),1133,"
13话 / 2015年7月17日 "
IDOLiSH7,7.4,(56人评分),1134,"
17话 / 2018年1月7日 / バンダイナムコオンライン・都志見文太 "
Hybrid Child,7.3,(366人评分),1135,"
4话 / 2014-10-29 / 中村春菊 "
暴力宇宙海贼 剧场版 亚空的深渊,7.3,(237人评分),1136,"
2014年2月22日 "
茄子 带着旅行箱的候鸟,7.4,(123人评分),1137,"
1话 / 2007年10月24日 "
圣斗士星矢 THE LOST CANVAS 冥王神话,7.3,(489人评分),1138,"
13话 / 2009年6月24日 / 岩佐裕子 "
暖心日记,7.4,(165人评分),1139,"
10话 / 2016年6月6日 / 松井久美 / 深町なか "
侵略！乌贼娘,7.3,(2820人评分),1140,"
12话 / 2010年10月5日 / 水島努 / 安部真弘（秋田書店「週刊少年チャンピオン」連載） / 石川雅一 "
摇曳百合 夏日时光！,7.3,(902人评分),1141,"
1话 / 2015年2月18日 "
玛利亚狂热,7.3,(2183人评分),1142,"
12话 / 2009年1月4日 / 新房昭之 / 遠藤海成 "
巴哈姆特之怒 GENESIS,7.3,(1594人评分),1143,"
12话 / 2014年10月6日 "
数码暴龙04无限地带,7.3,(652人评分),1144,"
50话 / 2002-04-07 / 中鶴勝祥 "
六翼天使之声,7.4,(110人评分),1145,"
12话 / 1999年10月6日 "
间之楔,7.3,(306人评分),1146,"
4话 / 2012年1月18日 "
人生Best Ten,7.3,(364人评分),1147,"
1话 / 2013年3月17日 "
天使特警,7.4,(168人评分),1148,"
24话 / 2002年10月8日 / gimik、GONZO / 門之園恵美 "
奇诺之旅,7.3,(681人评分),1149,"
12话 / 2017年10月6日 / 田口智久 / 時雨沢恵一（電撃文庫刊） / アミサキリョウコ(網嵜涼子) "
家庭教师HITMAN REBORN!,7.3,(1569人评分),1150,"
203话 / 2006年10月7日 / 今泉賢一 / 天野明 / 田中将賀 "
打工吧！魔王大人,7.3,(4385人评分),1151,"
13话 / 2013年4月4日 / 和ヶ原聡司 "
JOJO的奇妙冒险,7.3,(284人评分),1152,"
13话 / 1993年11月19日 / 荒木飛呂彦 / 羽山淳一 "
到另一个你的身边去,7.3,(269人评分),1153,"
24话 / 2005年10月11日 "
我要上太空,7.4,(61人评分),1154,"
20话 / 2003年11月1日 / 柳沼行 "
鬼平,7.3,(334人评分),1155,"
13话 / 2017年1月9日 / 宮繁之 / 池波正太郎『鬼平犯科帳』（文春文庫） / 宮繁之 "
骷髅13,7.4,(109人评分),1156,"
50话 / 2008年4月11日 "
Smile 光之美少女！绘本里的世界都不协调！,7.4,(121人评分),1157,"
2012年10月27日 "
长发公主,7.3,(348人评分),1158,"
1话 / 2010年11月24日 "
罗德斯岛战记-英雄骑士传-,7.3,(151人评分),1159,"
27话 / 1998年4月1日 / 高本宣弘 / 水野良 / そえたかずひろ、あずまのこうじ／佐々木敏子 "
鬼灯的冷彻 OAD,7.3,(300人评分),1160,"
4话 / 2015年2月23日 / 鏑木ひろ(1-3)、米田和弘(4-) / 江口夏実 / 加藤寛崇(1-3)、お祭似郎(4-) "
电影少女,7.3,(155人评分),1161,"
6话 / 1992年3月27日 / 西久保瑞穂 / 桂正和 "
火影忍者 剧场版 博人传,7.3,(814人评分),1162,"
1话 / 2015年8月7日 "
兽之奏者艾琳,7.3,(154人评分),1163,"
50话 / 2009年1月11日 / 浜名孝行 / 上桥菜穂子 / 后藤隆幸 "
我的女神 剧场版,7.3,(251人评分),1164,"
2000年10月21日 / 合田浩章 / 藤島康介 / 松原秀典 "
枪心剑刃,7.3,(274人评分),1165,"
26话 / 2005年7月4日 / 谷口悟朗 "
铁腕巴迪 DECODE 第二季,7.3,(211人评分),1166,"
12话 / 2009年1月9日 / 赤根和樹 / ゆうきまさみ（小学館「週刊ヤングサンデー」連載） "
侦探歌剧 少女福尔摩斯 ～逆袭的少女福尔摩斯～,7.4,(107人评分),1167,"
2016年2月27日 "
FLAG,7.3,(151人评分),1168,"
13话 / 2006年6月16日 / 高橋良輔、TEAM FLAG "
超扯童话血多,7.4,(76人评分),1169,"
19话 / 2008-11-04 "
蔷薇少女 梦之终结,7.3,(1625人评分),1170,"
12话 / 2005年10月20日 / 松尾衡 / PEACH-PIT (幻冬舎コミックス刊「月刊コミックバーズ」連載中) / 石井久美 "
剧场版 银河机攻队Majestic Prince 觉醒的基因,7.4,(84人评分),1171,"
1话 / 2016年11月4日 / 元永慶太郎 / 創通／フィールズ "
蔷薇少女,7.3,(2250人评分),1172,"
12话 / 2004年10月7日 / 松尾衡 / PEACH-PIT (幻冬舎コミックス刊「月刊コミックバーズ」連載中) / 石井久美 "
超时空要塞7 银河在呼唤我,7.3,(164人评分),1173,"
1995年10月7日 / アミノテツロー / 河森正治 / 美樹本晴彦 "
圣哥传,7.3,(541人评分),1174,"
1话 / 2013年5月10日 / 高雄統子 / 中村光 "
幻想万华镜 月于丛云花于风,7.3,(212人评分),1175,"
1话 / 2011年12月30日（C81） "
妖怪手表,7.3,(121人评分),1176,"
214话 / 2014年1月8日 "
精灵宝可梦 钻石&珍珠,7.3,(290人评分),1177,"
191话 / 2006年9月28日 / 須藤典彦、浅田裕二（171-193话） / 田尻智、杉森建、増田順一 / 山田俊也、松岛贤二、松宫稔展、西野弘二 "
天才麻将少女 阿知贺篇,7.3,(2087人评分),1178,"
16话 / 2012年4月8日 / 小林立 "
Da!Da!Da!,7.4,(80人评分),1179,"
78话 / 2000年4月4日 / 桜井弘明 / 川村美香 / 音地正行 "
强袭魔女 剧场版,7.3,(631人评分),1180,"
2012年3月17日 / 島田フミカネ, Projekt Kagonish "
狼雨 OVA,7.3,(141人评分),1181,"
4话 / 2004年1月23日 / 岡村天斎 / BONES、信本敬子 "
曙光Q,7.4,(92人评分),1182,"
2话 / 1987年2月28日 "
穷神,7.3,(2663人评分),1183,"
13话 / 2012年7月4日 / 藤田陽一 / 助野嘉昭 "
幻想嘉年华 EX Season,7.3,(710人评分),1184,"
1话 / 2011年11月26日 "
摸索吧！部活剧,7.3,(538人评分),1185,"
12话 / 2013年10月5日 / 石ダテコー太郎 / 毛玉伍長 "
食戟之灵 贰之皿,7.3,(1944人评分),1186,"
13话 / 2016年7月2日 / 米たにヨシトモ / 附田祐斗・佐伯俊 "
犬夜叉 天下霸道之剑,7.3,(507人评分),1187,"
2003年12月20日 / 篠原俊哉 "
蝙蝠侠 (1992),7.4,(70人评分),1188,"
85话 / 1992 / Kevin Altieri,Kent Butterworth,Boyd Kirkland,Frank Paur, Eric Radomski Dan Riba Dick Sebast Bruce Timm "
怪兽电力公司,7.3,(498人评分),1189,"
2001年11月2日 / 彼特·道格特 / 大卫·斯沃曼 / 李·昂克里奇 "
天元突破グレンラガン キラメキ☆ヨーコbox ～pieces of sweet stars～,7.4,(59人评分),1190,"
1话 / 2009年5月27日 "
蒸汽男孩,7.3,(605人评分),1191,"
1话 / 2004年7月17日 / 大友克洋 "
GA 艺术科美术设计班 OVA,7.3,(178人评分),1192,"
1话 / 2010年4月2日 / 桜井弘明 / きゆづきさとこ / 渡辺敦子 "
这个美术社大有问题！,7.3,(2264人评分),1193,"
12话 / 2016年7月7日 / いみぎむる "
Yes! 光之美少女5 GO GO!,7.3,(115人评分),1194,"
48话 / 2008年2月3日 "
冰菓 应该持有之物,7.3,(947人评分),1195,"
1话 / 2013年1月12日 "
未来都市NO.6,7.3,(3137人评分),1196,"
11话 / 2011年7月7日 / 長崎健司 / あさのあつこ（YA!ENTERTAINMENT/講談社） "
怪物家族,7.3,(89人评分),1197,"
10话 / 2011-4 "
今天的五年二班 OVA,7.3,(618人评分),1198,"
4话 / 2006年3月24日 "
卑鄙的我,7.3,(768人评分),1199,"
1话 / 2010-07-09 "
中二病也要谈恋爱！,7.3,(6794人评分),1200,"
13话 / 2012年10月3日 / 虎虎 "
战勇。,7.3,(1549人评分),1201,"
13话 / 2013年1月8日 / 春原ロビンソン "
小林家的龙女仆,7.3,(3793人评分),1202,"
13话 / 2017年1月11日 / 武本康弘 / クール教信者（双葉社「月刊アクション」連載中） / 門脇未来 "
光之美少女全明星DX2 希望之光☆守护彩虹宝石!,7.3,(124人评分),1203,"
2010年3月20日 "
头文字D Fifth Stage,7.3,(408人评分),1204,"
14话 / 2012年11月9日 / 橋本みつお / しげの秀一 "
短暂和平,7.3,(317人评分),1205,"
4话 / 2013年7月20日 "
现视研 二代目 OAD,7.3,(289人评分),1206,"
1话 / 2013年12月20日 / 水島努 / 木尾士目 "
次元舰队,7.3,(90人评分),1207,"
26话 / 2004年10月7日 / 古橋一浩 / 馬越嘉彦 "
读或死 TV,7.3,(534人评分),1208,"
26话 / 2003年9月1日 / 舛成孝二 / 倉田英之 "
分身战士,7.3,(186人评分),1209,"
26话 / 2001年7月4日 / 谷口悟朗 / 矢立肇 / 平井久司 "
ACCA13区监察课,7.3,(1143人评分),1210,"
12话 / 2017年1月10日 / 夏目真悟 / オノ・ナツメ "
大雄与白金迷宫,7.3,(121人评分),1211,"
1993年3月6日 "
复苏的天空 -救援之翼-,7.4,(80人评分),1212,"
13话 / 2006年1月8日 / 桜美かつし / 竹内哲也 "
笨蛋，测验，召唤兽 ～祭～,7.3,(1464人评分),1213,"
2话 / 2011年2月23日 / 大沼心 / 井上堅二 / 大島美和 "
青之驱魔师,7.3,(4440人评分),1214,"
25话 / 2011年4月17日 / 岡村天斎 / 加藤和恵 / 佐々木啓悟 "
剧场版 心理测量者,7.3,(1213人评分),1216,"
1话 / 2015年1月9日 / 塩谷直義 / 恩田尚之、浅野恭司 "
和殿下一起 1分钟剧场,7.3,(310人评分),1217,"
12话 / 2010年7月5日 / まんきゅう / 大羽快 "
摇曳百合 夏日时光！+,7.3,(677人评分),1218,"
2话 / 2015年8月20日 / なもり（一迅社「コミック百合姫」連載） "
火影忍者,7.3,(2427人评分),1219,"
220话 / 2002年10月3日 / 伊達勇登 / 岸本斉史 / 西尾鉄也、鈴木博文 "
传说巨神伊迪安 接触篇,7.4,(77人评分),1220,"
1982年7月10日 "
人鱼之伤,7.4,(52人评分),1221,"
1话 / 1993年9月24日 / 浅香守生 / 高橋留美子 / 高橋久美子 "
横滨购物纪行,7.3,(182人评分),1222,"
2话 / 1998年5月21日 "
军火女王,7.3,(2551人评分),1223,"
12话 / 2012年4月10日 / 高橋慶太郎 "
秀逗魔导士SPECIAL,7.3,(104人评分),1224,"
3话 / 1996年7月25日 "
至爱梵高,7.3,(95人评分),1225,"
2017年9月22日 / Dorota Kobiela、Hugh Welchman "
暴力云与送子鹳,7.3,(161人评分),1226,"
2009 / Peter Sohn "
新撰组异闻录-铁,7.3,(575人评分),1227,"
24话 / 2003年10月7日 / 平田智浩 "
校园乌托邦 学美向前冲！,7.3,(369人评分),1228,"
 13话 / 2007年1月7日 / チームまなび部屋 / ufotable / 小笠原篤 "
驱魔少年,7.3,(1293人评分),1229,"
103话 / 2006年10月3日 / 鍋島修 / 星野桂 / 守岡英行 "
超时空要塞 Flash Back 2012,7.3,(165人评分),1230,"
1话 / 1987年6月21日 / 河森正治 / スタジオぬえ / 美樹本晴彦 "
七大罪,7.3,(1998人评分),1231,"
24话 / 2014年10月5日 / 鈴木央 / 佐々木啓悟 小松麻美 "
剧场版 精灵宝可梦超世代：七夜的许愿星 基拉祈,7.3,(353人评分),1232,"
日本：2003-07-19、台湾：2004-01-31、美国：2004-06-01等 / 汤山邦彦 / 田尻智、増田順一、杉森建 / 毛利和昭、松原徳弘、一石小百合 "
RWBY Volume 1-3: The Beginning,7.3,(59人评分),1233,"
13话 / 2017年7月7日 "
滑头鬼之孙～千年魔京～,7.3,(2074人评分),1234,"
26话 / 2011年7月3日 / 椎橋寛 "
大雄的南海大冒险,7.3,(108人评分),1235,"
1998年3月7日 "
.hack//Quantum,7.3,(321人评分),1236,"
3话 / 2011年1月28日 / .hack　Conglomerate "
百变之星 崭新之翼 EXTRA STAGE 不笑的公主,7.3,(175人评分),1237,"
1话 / 2004年10月22日 "
结城友奈是勇者 -鹫尾须美之章- 第3章 约定,7.3,(306人评分),1238,"
2017年7月8日 "
Re: 甜心战士,7.3,(113人评分),1239,"
3话 / 2004年7月24日 / 今石洋之、伊藤尚往、摩砂雪 / 永井豪 / 平松祯史 "
铁马少年,7.3,(128人评分),1240,"
26话 / 2007年4月3日 / 安田刚士 / 岡勇一 "
神偷卡门,7.3,(77人评分),1241,"
40话 / 1994年2月5日 "
地狱少女,7.3,(2207人评分),1242,"
26话 / 2005年10月4日 / 大森貴弘 / 地獄少女プロジェクト / 岡真里子 "
路人女主的养成方法,7.3,(4256人评分),1243,"
13话 / 2015年1月8日 "
Go! Princess 光之美少女：Go!Go!!豪华三合一!!!,7.3,(63人评分),1244,"
1话 / 2015年10月31日 "
幻想万华镜 花之异变之章,7.3,(271人评分),1245,"
2话 / 2015年5月24日 "
学生会的一己之见,7.3,(3002人评分),1246,"
12话 / 2009年10月2日 / 佐藤卓哉 / 葵せきな・狗神煌（富士見ファンタジア文庫刊） / 堀井久美 "
灰色的乐园,7.3,(1074人评分),1247,"
10话 / 2015年4月19日 "
我的女神 缤纷之翼,7.3,(268人评分),1248,"
24话 / 2006年4月6日 / 合田浩章 / 藤島康介 / 松原秀典 "
舞动青春,7.3,(812人评分),1249,"
24话 / 2017年7月8日 / 竹内友 "
奇幻贵公子,7.3,(639人评分),1250,"
25话 / 2006年10月3日 / 真野玲 / 小野不由美、いなだ詩穂（KCなかよし・講談社漫画文庫刊） "
海贼王 奈美特别篇 领航员之泪与伙伴的羁绊,7.3,(82人评分),1251,"
1话 / 2012年8月25日 "
魔法少女小圆 新作概念视频,7.3,(151人评分),1252,"
2015年11月27日 / Magica Quartet "
世界第一初恋 情人节篇,7.3,(194人评分),1253,"
2014年3月15日 "
蜡笔小新 呼风唤雨！夕阳下的春日部男孩,7.3,(88人评分),1254,"
2004年4月17日 / 水島努 / 臼井儀人 / 末吉裕一郎 "
月神,7.3,(93人评分),1255,"
2011年6月(法国昂西动画节) / 2012年6月22日(美国) / Enrico Casarosa "
桧曾根与玛索丹,7.3,(72人评分),1256,"
2018年4月12日 / 小林寛 / BONES・樋口真嗣・岡田麿里 / 伊藤嘉之 "
秀逗魔导士EXCELLENT,7.3,(105人评分),1257,"
3话 / 1998年10月25日 "
GA 艺术科美术设计班,7.3,(561人评分),1258,"
12话 / 2009年7月6日 / 桜井弘明 / きゆづきさとこ / 渡辺敦子 "
大雄与动物行星,7.3,(115人评分),1259,"
1990年3月10日 "
聪明的一休,7.3,(681人评分),1260,"
296话 / 1975年10月15日 "
百合星人奈绪子 OVA,7.3,(362人评分),1261,"
1话 / 2012年2月15日 / kashmir『百合星人ナオコサン』（『月刊コミック電撃大王』連載） "
银魂. 银之魂篇,7.3,(237人评分),1262,"
12话 / 2018年1月7日 "
豹头王传说,7.3,(254人评分),1263,"
26话 / 2009年4月5日 / 村田俊治 "
翼神传说 多元变奏曲,7.3,(268人评分),1264,"
2003年4月19日 / 京田知己 / BONES、出渕裕 / 菅野宏紀 "
美食总动员,7.3,(724人评分),1265,"
2007-06-29 / 布拉德·伯德 / 简·皮克瓦 "
足球小将,7.3,(683人评分),1266,"
128话 / 1983年10月13日 "
艳母,7.3,(234人评分),1267,"
6话 / 2003年11月25日 / みやびつづる "
精灵宝可梦XY&Z,7.3,(236人评分),1268,"
47话 / 2015年10月29日 "
强袭魔女 第二季,7.3,(1071人评分),1269,"
12话 / 2010年7月7日 / 高村和宏 / 島田フミカネ、Projekt Kagonish / 高村和宏 "
蔷薇少女 序曲,7.3,(910人评分),1270,"
2话 / 2006年12月22日 / 松尾衡 / PEACH-PIT (幻冬舎コミックス刊「月刊コミックバーズ」連載中) / 石井久美 "
只有神知道的世界,7.3,(3878人评分),1271,"
12话 / 2010年10月6日 / 高柳滋仁 / 若木民喜 / 渡辺明夫 "
神是中学生,7.3,(479人评分),1272,"
16话 / 2005年6月29日 / 舛成孝二 / ベサメムーチョ / 千葉崇洋 "
空之色，水之色,7.3,(811人评分),1273,"
2话 / 2006年7月28日 / Ciel/rpm / 黒田和也 "
幻想曲,7.3,(52人评分),1274,"
1940-11-13 "
我的女神,7.3,(533人评分),1275,"
24话 / 2005年1月6日 / 合田浩章 / 藤島康介 / 松原秀典 "
灼眼的夏娜,7.3,(3879人评分),1276,"
24话 / 2005年10月5日 / 渡部高志 / 高橋弥七郎 / 大塚舞 "
银河天使X,7.3,(64人评分),1277,"
26话 / 2004年7月7日 / 高柳滋仁 / ブロッコリー "
南家三姐妹 欢迎回来,7.3,(1803人评分),1278,"
13话 / 2009年1月4日 / 及川啓 / 桜場コハル "
名侦探柯南 瞳孔中的暗杀者,7.3,(1600人评分),1279,"
1话 / 2000年4月22日 / こだま兼嗣 / 青山剛昌 / 須藤昌朋 "
小小雪精灵,7.3,(109人评分),1280,"
24话 / 2001年10月3日 "
图书馆战争 革命之翼,7.3,(451人评分),1281,"
1话 / 2012年6月16日 / 浜名孝行 / 有川浩 「図書館戦争」シリーズ(角川文庫刊) "
魔法少女奈叶 Reflection,7.3,(143人评分),1282,"
1话 / 2017年7月22日 / 浜名孝行 / 都築真紀 / 橋立佳奈 "
竹刀少女,7.3,(943人评分),1283,"
26话 / 2007年10月1日 / 斎藤久 / 土塚理弘 "
野良神 ARAGOTO,7.3,(2141人评分),1284,"
13话 / 2015年10月2日 / タムラコータロー / あだちとか "
返乡战士,7.3,(197人评分),1285,"
26话 / 2002月9月7日 "
爆炸头武士,7.3,(386人评分),1286,"
5话 / 2007年1月4日 "
偶像大师 SideM,7.3,(202人评分),1287,"
13话 / 2017年10月7日 / 原田孝宏・黒木美幸 / 田中裕介・飯塚晴子 "
传颂之物,7.3,(1482人评分),1288,"
26话 / 2006年4月3日 / 小林智樹 / Leaf、アクアプラス / 中田正彦 "
和我一起来画吧,7.3,(127人评分),1289,"
1话 / 2009 / Mikeinel "
信长的忍者,7.3,(426人评分),1290,"
26话 / 2016年10月4日 / 重野なおき "
海豚便利店,7.3,(113人评分),1291,"
1话 / 2004年6月10日 / 大地丙太郎 / 大地丙太郎 / 柴田由香 "
夏之岚,7.3,(633人评分),1292,"
13话 / 2009年4月5日 / 新房昭之 / 小林尽 / 大田和寛 "
葫芦兄弟第二部,7.3,(416人评分),1293,"
6话 / 1989 / 胡进庆 / 沈祖慰 / 葛桂云 "
H2 好逑双物语,7.3,(77人评分),1294,"
41话 / 1995年6月1日 / あだち充 / 平田智浩 "
少年科学俱乐部,7.3,(70人评分),1295,"
5话 / 1992年6月3日 / 鶴田謙二 "
