text,rate,number,rank,inform_tip 
名侦探柯南 怪盗基德孤岛决战,6.6,(197人评分),2748,"
1话 / 2010年4月14日 "
境界的轮回,6.7,(419人评分),2749,"
25话 / 2015年4月4日 "
DOG DAYS 第二季,6.7,(960人评分),2750,"
13话 / 2012年7月7日 "
女神异闻录 -圣洁之魂-,6.7,(446人评分),2751,"
26话 / 2008年1月5日 "
轮回的拉格朗日 鸭川日常,6.6,(205人评分),2752,"
1话 / 2012年8月23日 "
灼眼的夏娜 剧场版,6.7,(999人评分),2753,"
1话 / 2007年4月21日 / 渡部高志 "
冥王计划志雷马,6.6,(132人评分),2754,"
4话 / 1988年11月26日 "
ToHeart2 ad,6.5,(125人评分),2755,"
2话 / 2008年3月26日 / 坂田純一 / AQUAPLUS "
魔法护士小麦Z,6.4,(81人评分),2756,"
2话 / 2004年9月10日 "
神击的巴哈姆特 VIRGIN SOUL,6.7,(725人评分),2757,"
24话 / 2017年4月7日 "
奇异太郎少年的妖怪绘日记,6.6,(247人评分),2758,"
13话 / 2016年10月5日 / 影山理一 "
科学超电磁炮S OVA,6.7,(581人评分),2759,"
1话 / 2014年3月27日 "
御伽草子,6.5,(94人评分),2760,"
26话 / 2004年7月6日 / 西久保瑞穂 / Production I.G、日本テレビ / 黄瀬和哉 "
抓鬼天狗帮,6.7,(321人评分),2761,"
25话 / 2004年10月5日 / わたなべひろし / 木下さくら＆東山和子 / 岡真里子 "
Xi AVANT,6.6,(145人评分),2762,"
4话 / 2011年4月9日 "
阿童木,6.6,(183人评分),2763,"
2009年10月5日 / David Bowers / 手塚治虫 "
STRANGE+ 第二季,6.7,(286人评分),2764,"
12话 / 2014年7月3日 "
Urara迷路帖,6.7,(1335人评分),2765,"
12话 / 2017年1月5日 "
普通女高中生要做当地偶像,6.7,(427人评分),2766,"
12话 / 2014年7月3日 / 名和宗則 / 小杉光太郎 "
铁胆火车侠2,6.6,(176人评分),2767,"
52话 / 2002年4月7日 / 大庭秀昭 / 宮尾岳 "
灌篮少年,6.3,(59人评分),2768,"
26话 / 2003年4月7日 "
大草原上的小老鼠,6.6,(138人评分),2769,"
52话 / 1996 "
Fate/Zero cafe,6.4,(69人评分),2770,"
2013年7月13日 "
变态生理研究班,6.7,(1118人评分),2771,"
13话 / 2011年4月8日 / 加戸誉夫 / TAGRO "
风之圣痕,6.7,(757人评分),2772,"
24话 / 2007年4月11日 / 坂田純一 / 山門敬弘 "
小女神花铃,6.5,(105人评分),2773,"
26话 / 2007年4月6日 "
制服处女,6.4,(67人评分),2774,"
2话 / 2004/02/27 "
MILK・ジャンキー　姉妹編,6.4,(78人评分),2775,"
4话 / 2005/03/25 / MILKジャンキー２ "
今天开始做魔王 第三季,6.6,(211人评分),2776,"
39话 / 2008年4月3日 / 西村純二 / 喬林知 "
死囚乐园,6.7,(1646人评分),2777,"
12话 / 2011年4月16日 / 片岡人生、近藤一馬 "
萌萌侵略者,6.7,(1602人评分),2778,"
12话 / 2013年10月3日 / 榊一郎 "
欲望学院,6.6,(190人评分),2779,"
6话 / 2003年4月11日 "
我自己；你自己,6.7,(779人评分),2780,"
13话 / 2007年10月2日 / QZo（黒田やすひろ） / イエティ/レジスタ / 平塚知哉 "
黑子的篮球 OAD,6.6,(218人评分),2781,"
1话 / 2013年12月4日 "
我家有个狐仙大人,6.7,(998人评分),2782,"
24话 / 2008年4月6日 "
暗芝居,6.7,(833人评分),2783,"
13话 / 2013年7月14日 "
听爸爸的话！,6.7,(2143人评分),2784,"
13话 / 2012年1月10日 / 松智洋 "
樱子小姐的脚下埋着尸体,6.7,(1674人评分),2785,"
12话 / 2015年10月7日 / 太田紫織 / サトウミチオ "
High School DxD DX OAD,6.6,(179人评分),2786,"
2话 / 2015年3月6日 "
真・恋姬无双 OVA,6.6,(144人评分),2787,"
1话 / 2010年7月7日 / 中西伸彰 / 大島美和、平塚知哉 "
数码兽宇宙 应用怪兽,6.3,(54人评分),2788,"
52话 / 2016年10月1日 "
飞轮少年,6.6,(304人评分),2789,"
25话 / 2006年4月4日 / 龟垣一 / 大暮维人 "
圣斗士星矢 极乐净土篇,6.7,(362人评分),2790,"
6话 / 2008年3月28日 / 勝間田具治 "
貴方だけこんばんわ,6.3,(66人评分),2791,"
5话 / 2009/07/25 "
玉家典当铺,6.4,(67人评分),2792,"
6话 / 2017年1月27日 / S子 / キレジ / A.O / 月見堂 "
红 Kurenai,6.7,(737人评分),2793,"
12话 / 2008年4月3日 / 松尾衡 / 石井久美 "
怪物史莱克,6.6,(175人评分),2794,"
1话 / 2001年5月18日 "
ESCHA CHRON,6.4,(78人评分),2795,"
2话 / 2017年11月3日 / 山口ひかる / Transit "
黑爱～一夜妻馆·淫口乱乳录～,6.5,(136人评分),2796,"
2话 / 2005年4月29日 / むらかみてるあき / CLOCKUP "
学園侵触 ×× of the Dead,6.4,(87人评分),2797,"
2话 / 2017-04-28 / 石毛るい / 石毛るい "
竖笛与双肩书包 OAD,6.6,(180人评分),2798,"
2话 / 2012年7月17日 "
黑塔利亚剧场版,6.7,(493人评分),2799,"
2010年6月5日 / ボブ白旗 / 日丸屋秀和 / 河南正昭 "
初犬2 The Animation ストレンジ・カインド オブ ウーマンズ～again～,6.6,(205人评分),2800,"
2话 / 2008年9月26日 "
女皇之刃 王座的继承者,6.7,(432人评分),2801,"
12话 / 2009年9月24日 "
SEXFRIEND ～セックスフレンド～,6.4,(78人评分),2802,"
2话 / 2004年1月22日 "
ダーク・シェル 檻の中の艶,6.4,(76人评分),2803,"
2话 / 2003/06/25 "
夜勤病棟 Kranke 児玉あい,6.4,(76人评分),2804,"
1话 / 2005年8月26日 / ミンク "
女皇之刃 魔法之书,6.3,(59人评分),2805,"
2话 / 2016年1月29日 / りんしん、野口孝行、うるし原智志 "
精灵宝可梦 超梦 觉醒之路的序章,6.3,(64人评分),2806,"
1话 / 2013年7月11日 "
心跳回忆Only Love,6.6,(314人评分),2807,"
26话 / 2006年10月2日 "
没有给我哥吃的药！,6.6,(185人评分),2808,"
12话 / 2017年3月28日 "
とらいあんぐるBLUE,6.6,(180人评分),2809,"
2话 / 2009年8月28日 "
激钢人3 热血大决战!!,6.4,(77人评分),2810,"
1话 / 1998年2月21日 "
噬血狂袭 II,6.6,(328人评分),2811,"
8话 / 2016年11月23日 "
龙珠 巴达克之章,6.5,(119人评分),2812,"
1话 / 2012年2月3日 "
画江湖之不良人,6.6,(184人评分),2813,"
54话 / 2014年7月31日 / 刘阔、陈升垚 "
最终痴汉电车,6.4,(76人评分),2814,"
3话 / 2002/09/25 "
宝贝公主,6.6,(212人评分),2815,"
1话 / 2011年7月20日 / 公野櫻子 "
萝球社！SS,6.7,(742人评分),2816,"
12话 / 2013年7月5日 "
女皇之刃 美丽女斗士们,6.6,(208人评分),2817,"
6话 / 2010年8月25日 / よしもときんじ / ホビージャパン / りんしん、野口孝行 "
アッチェレランド～堕天使たちの囁き～,6.5,(101人评分),2818,"
4话 / 2007年1月26日 "
房东妹子青春期,6.7,(1075人评分),2819,"
12话 / 2016年1月10日 / 小川優樹 / 水瀬るるう（『大家さんは思春期!』） "
初音岛II,6.7,(543人评分),2820,"
13话 / 2007年10月1日 / 岡本英樹 / 島沢ノリコ "
散华礼弥 OAD,6.7,(760人评分),2821,"
2话 / 2012年6月8日 "
你所期望的永远 ～Next Season～,6.6,(249人评分),2822,"
4话 / 2007年12月21日 / âge（『君が望む永遠』より） "
女神异闻录3 剧场版 第三章 秋降,6.5,(136人评分),2823,"
1话 / 2015年4月4日 / 元永慶太郎 / 「ペルソナ3」（アトラス） "
臭作 ～Liberty～,6.5,(120人评分),2824,"
2话 / 2003年1月24日 / elf "
True Blue～トゥルー・ブルー～,6.6,(168人评分),2825,"
2话 / 2005年2月25日 "
黑猫,6.7,(624人评分),2826,"
24话 / 2005年10月6日 / 板垣伸 / 矢吹健太朗 / 秋山由樹子 "
金色琴弦～primo passo～,6.6,(483人评分),2827,"
25话 / 2006-10-01 "
魂狩,6.6,(173人评分),2828,"
13话 / 2001年4月4日 / 新房昭之 / タツノコプロ企画室 / 渡辺あきお(渡辺明夫) "
魔法老师涅吉!?,6.6,(390人评分),2829,"
26话 / 2006年10月4日 / 新房昭之 / 赤松健 / 大田和寬 "
One Off,6.6,(185人评分),2830,"
4话 / 2012年11月28日 "
鬼父 Re-birth,6.7,(545人评分),2831,"
1话 / 2011年4月28日 "
二十面相少女,6.6,(232人评分),2832,"
22话 / 2008年4月12日 / 富沢信雄 / 小原愼司 / 堀川耕一 "
我的主人爱作怪,6.6,(541人评分),2833,"
12话 / 2005年4月7日 / 佐伯昭志 "
Play Play 昂宿星团,6.5,(121人评分),2834,"
8话 / 2015年8月4日 / 芦名みのる "
金色琴弦～Secondo Passo～,6.6,(226人评分),2835,"
2话 / 2009年3月26日 / 於地紘仁 / コーエー "
BRAVO东东,6.3,(65人评分),2836,"
26话 / 2002 "
破刃之剑,6.6,(439人评分),2837,"
12话 / 2014年4月6日 "
那就是声优！,6.7,(1429人评分),2838,"
14话 / 2015年7月7日 / 博史池畠 / あさのますみ / 畑健二郎、浅野真澄 / 佐々木政勝 "
药师寺凉子怪奇事件簿,6.6,(422人评分),2839,"
13话 / 2008年7月5日 / 岩崎太郎 / 谷口淳一郎 "
问题儿童都来自异世界？,6.7,(2323人评分),2840,"
10话 / 2013年1月11日 "
燐月 リンゲツ THE ANIMATION,6.5,(121人评分),2841,"
3话 / 2006年7月25日 "
学園2,6.4,(80人评分),2842,"
2话 / 2007年6月29日 "
拘束衣,6.2,(51人评分),2843,"
3话 / 2007年11月30日 / ウシロシンジ / 榊一郎 "
汽车总动员2,6.5,(117人评分),2844,"
1话 / 2011-08-24(中国大陆) / 2011-06-24(美国) "
机巧魔神2,6.6,(347人评分),2845,"
13话 / 2009年10月1日 / 三雲岳斗(电击文库/アスキー・メディアワークス刊) "
名侦探柯南 漆黑的追迹者,6.7,(1458人评分),2846,"
1话 / 2009年4月18日 / 山本泰一郎 / 青山剛昌 / 須藤昌朋 "
太阳王子霍尔斯的大冒险,6.3,(59人评分),2847,"
1968年7月21日 "
如果有妹妹就好了。,6.7,(1293人评分),2848,"
12话 / 2017年10月8日 "
攻壳机动队ARISE border:3 Ghost Tears,6.6,(258人评分),2849,"
2014年6月18日 "
怪医美女RAY,6.3,(64人评分),2850,"
13话 / 2006年4月6日 / 吉富昭仁 "
山田君与7个魔女,6.7,(1278人评分),2851,"
12话 / 2015年4月12日 "
这个男子，在与外星人作战,6.6,(261人评分),2852,"
1话 / 2011年11月18日 "
天上天下 终极格斗,6.2,(55人评分),2853,"
2话 / 2005年3月16日 "
仕舞妻～姉妹妻3～,6.3,(64人评分),2855,"
2话 / 2007/09/25 / 13cm "
苹果核战记α,6.4,(84人评分),2856,"
2014年7月15日 "
我们的爱总是只有10厘米。,6.6,(245人评分),2857,"
6话 / 2017年11月24日 "
秦时明月之君临天下,6.5,(155人评分),2858,"
75话 / 2014年12月25日 / 沈乐平 / 温世仁 "
游戏王剧场版 超融合！超越时空的羁绊,6.6,(501人评分),2859,"
 2010年1月23日 "
暗杀教室 Episode:0 相遇的时间,6.6,(315人评分),2860,"
1话 / 2014年11月9日 "
如果有○○就好了。,6.3,(63人评分),2861,"
8话 / 2017年10月9日 "
选择扩散者WIXOSS,6.7,(683人评分),2862,"
12话 / 2014年10月3日 "
相奸游戏,6.3,(74人评分),2863,"
2话 / 2007年8月10日 "
逃亡者·毛利小五郎,6.2,(56人评分),2864,"
1话 / 2014年4月23日 "
Tony’s ヒロインシリーズ 彼女は花嫁候補生？ シンデレラ・コレクション,6.6,(216人评分),2865,"
2话 / 2009年10月25日 "
进击的巨人 Q版剧场 飞起来！训练兵团,6.5,(175人评分),2866,"
25话 / 2013年7月17日 / 森井ケンシロウ / 諫山創 / ゆーぽん "
尽管如此世界依然美丽,6.7,(912人评分),2867,"
12话 / 2014年4月5日 / 椎名橙 "
学活！,6.6,(279人评分),2868,"
25话 / 2012年4月3日 / ラレコ "
我们没有翅膀,6.7,(1283人评分),2869,"
12话 / 2011年4月3日 / ウシロシンジ / Navel / 石井久美 "
紧扣的星星,6.6,(579人评分),2870,"
2话 / 2010年8月16日 "
LOVELY×CATION THE ANIMATION,6.6,(269人评分),2871,"
2话 / 2015年3月27日 "
教室☆危机,6.7,(921人评分),2872,"
14话 / 2015年7月3日 / 長崎健司 / MONTWO / かんざきひろ、石野聡 "
名侦探柯南 MAGIC FILE 3 ～新一与小兰·麻将牌与七夕的回忆～,6.5,(148人评分),2873,"
1话 / 2009年4月18日 "
超时空要塞FB7 银河流魂,6.5,(165人评分),2874,"
2012年10月20日 / 河森正治、Studio NUE "
七大罪 OAD,6.6,(214人评分),2875,"
2话 / 2015年6月17日 "
文学少女 今日的点心～初恋～,6.7,(566人评分),2876,"
1话 / 2009年12月26日 / 多田俊介 / 野村美月 / 松本圭太 "
姉SUMMER！,6.6,(281人评分),2877,"
2话 / 2011年12月30日 "
黑塚,6.6,(254人评分),2878,"
12话 / 2008年10月7日 / 荒木哲郎 / 夢枕獏 / 筱雅律 "
魔界天使 第一季,6.4,(94人评分),2879,"
4话 / 2004年11月26日 "
潜行吧！奈亚子W OVA,6.6,(437人评分),2880,"
1话 / 2013年10月25日 "
如果高中棒球队女子经理读了彼得·德鲁克,6.6,(580人评分),2881,"
10话 / 2011年4月25日 "
封神榜传奇,6.4,(85人评分),2882,"
100话 / 1999-07-05 / 王根发 / 陈联运 "
喜欢上你的那个瞬间。～告白实行委员会～,6.5,(177人评分),2883,"
2016-12-17 "
隐之王,6.7,(1057人评分),2884,"
26话 / 2008年4月6日 / 杉島邦久 / 鎌谷悠希 / 岩倉和憲、飯塚晴子 "
夜勤病棟ヒロインシリーズ 七瀬恋・風間愛・八神優 オマ○コクライマックス,6.5,(126人评分),2885,"
3话 / 2011年2月19日 "
姉☆孕みっくす,6.4,(88人评分),2886,"
4话 / 2006年9月1日 "
超有病 勇者传说,6.3,(76人评分),2887,"
4话 / 2014年2月17日 / @鬼畜監督KJ（李凯傑） "
遥远时空中2 白龙之神子,6.3,(64人评分),2888,"
3话 / 2003年3月26日 / 宮崎なぎさ、つなきあき "
甜蜜声优,6.6,(274人评分),2889,"
10话 / 2006年2月2日 "
日常系的异能战斗,6.7,(1692人评分),2890,"
12话 / 2014年10月6日 / 望公太 "
Code Geass 亡国的阿基德 第一章「翼龙降临」,6.7,(1315人评分),2891,"
1话 / 2012年8月4日 "
间奏曲,6.4,(114人评分),2892,"
3话 / 2004年3月25日 "
ばくあね2 弟いっぱいしぼっちゃうぞ！ THE ANIMATION,6.4,(97人评分),2893,"
1话 / 2017年11月24日 / 『ばくあね2 弟いっぱいしぼっちゃうぞ！』（アトリエかぐや BARE＆BUNNY） "
选择感染者WIXOSS,6.7,(1014人评分),2894,"
12话 / 2014年4月3日 "
贫穷姊妹物语,6.5,(205人评分),2895,"
10话 / 2006年6月29日 / 貝澤幸男 / かずといずみ "
名侦探柯南 MAGIC FILE 4 ～通往大阪什锦煎饼的艰辛之路～,6.5,(158人评分),2896,"
1话 / 2010年4月17日 "
不才・秋山优花里的战车讲座,6.4,(116人评分),2897,"
6话 / 2012年12月21日 / 水島努 "
大话三国,6.2,(57人评分),2898,"
36话 / 2000 / SHOWGOOD "
绚烂舞踏祭,6.3,(68人评分),2899,"
26话 / 2004年4月1日 / 森邦宏 / Sony Computer Entertainment / 逢坂浩司 "
企业战士,6.3,(75人评分),2900,"
3话 / 1994年12月15日 "
姫騎士リリア,6.4,(95人评分),2901,"
6话 / 2006/06/02 / Lilith "
全力兔子,6.4,(94人评分),2902,"
 52话 / 2008-01-15 / イケダケイ(『全力ウサギ』メディアファクトリー刊) "
妖精的尾巴 剧场版序章 开始的早晨,6.4,(87人评分),2903,"
1话 / 2013年2月15日 "
名侦探柯南 柯南、基德与水晶之母,6.5,(200人评分),2904,"
1话 / 2004 "
蓝兰岛漂流记,6.6,(635人评分),2905,"
26话 / 2007年4月4日 "
钢铁魔女安妮罗杰,6.5,(221人评分),2906,"
4话 / 2012年7月27日 / ブラックリリス "
黑子的篮球 FAN DISC ～未结束的夏日～,6.3,(84人评分),2907,"
1话 / 2012年12月21日 "
弹丸论破 希望学园与绝望高中生,6.7,(3954人评分),2908,"
13话 / 2013年7月4日 / 岸誠二 / スパイク・チュンソフト / 森田和明 "
.hack//境界线,6.3,(78人评分),2909,"
4话 / 2002年6月20日 / project .hack "
永远之久远 第五章 双绝的来复,6.5,(182人评分),2910,"
1话 / 2011年11月5日 "
纯洁的玛利亚,6.6,(1156人评分),2911,"
12话 / 2015年1月11日 "
兄嫁はいじっぱり,6.4,(99人评分),2912,"
2话 / 2008年4月18日 "
装甲骑女怡丽丝,6.3,(66人评分),2913,"
4话 / 2007/11/30 "
怪谈餐馆,6.6,(221人评分),2914,"
23话 / 2009年10月13日 / 池田洋子 / 童心社刊、怪談レストラン編集委員会編、松谷みよ子責任編集、たかいよしかず・かとうくみこ絵 / 高橋晃 "
あなたの知らない看護婦～性的病棟24時～,6.4,(82人评分),2915,"
2话 / 2009/03/25 "
漫研部~妄想突变~,6.5,(210人评分),2916,"
12话 / 2014年7月8日 "
别惹蚂蚁,6.2,(54人评分),2917,"
2006年7月28日 / 约翰A·戴维斯 "
非凡的公主希瑞,6.4,(84人评分),2919,"
93话 / 1985年9月9日 / Ed Friedman / Mark Glamack / Lou Kachivas / Marsh Lamore / Bill Reed / Tom Tataranowicz / Gwen Wetzler / Mattel "
推理之绊,6.6,(606人评分),2920,"
25话 / 2002年10月1日 / 金子伸吾 / 城平京 / 中山由美 "
世纪末超自然学院,6.6,(1023人评分),2921,"
13话 / 2010年7月5日 / 伊藤智彦 / A-1 Pictures "
这个男子、为石化困窘,6.3,(78人评分),2922,"
1话 / 2014年11月29日 "
牙 -KIBA-,6.3,(72人评分),2923,"
51话 / 2006年4月2日 / Aniplex / 吉松孝博 "
名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,6.5,(153人评分),2924,"
1话 / 2011年4月16日 "
淫堕の姫騎士ジャンヌ,6.3,(69人评分),2925,"
2话 / 2007/01/26 "
比基尼勇士 OVA,6.4,(93人评分),2926,"
3话 / 2016年12月7日 / 葛谷直行 / 「ビキニ・ウォリアーズ」ホビージャパン "
超时空要塞II 再爱一次,6.5,(131人评分),2927,"
6话 / 1992年5月21日 / 八谷賢一 / 美樹本晴彦、石田敦子、筱雅律 "
对魔忍阿莎姬,6.5,(128人评分),2928,"
4话 / 2007年3月2日 / むらかみてるあき "
Play Play 昂宿星团 2,6.4,(82人评分),2929,"
13话 / 2018年1月9日 "
深渊传说,6.6,(683人评分),2930,"
26话 / 2008年10月3日 / こだま兼嗣 / 『テイルズ オブ ジ アビス』（バンダイナムコゲームス） / 菱沼義仁 "
弹珠警察,6.6,(245人评分),2931,"
50话 / 1999年2月7日 / 川瀬敏文 "
功夫熊猫3,6.6,(249人评分),2932,"
1话 / 2016年1月29日 / 余仁英 / Alessandro Carloni "
美食的俘虏,6.6,(335人评分),2933,"
147话 / 2011年4月3日 / 島袋光年 / 香川久 "
斯特拉的魔法,6.6,(586人评分),2934,"
12话 / 2016年10月3日 / くろば・U "
寒蝉鸣泣之时 煌,6.6,(1333人评分),2935,"
4话 / 2011年7月21日 "
黑白小姐,6.6,(1352人评分),2936,"
13话 / 2013年10月1日 / 岩崎良明 / 森本由布希 "
リアルエロゲシチュエーション！ THE ANIMATION,6.2,(64人评分),2937,"
2话 / 2018-01-26 / 小原和大 / 自宅すたじお「リアルエロゲシチュエーション！」 "
大英雄狄青,6.2,(52人评分),2938,"
52话 / 2006 / 沈寿林、吴钧 "
南之岛的德拉酱,6.4,(101人评分),2939,"
2014年4月26日 / 山田尚子 "
旅馆白鹭,6.4,(106人评分),2940,"
2话 / 2003年6月27日 / SPEED / いちひめ / すたじお実験室 "
好きで好きで、すきで THE ANIMATION,6.5,(155人评分),2941,"
2话 / 2012年6月29日 / 岡田コウ "
魔界战记,6.5,(187人评分),2942,"
12话 / 2006年4月4日 / 井硲清高 "
美食的俘虏3D 开幕！美食家的冒险！！,6.2,(52人评分),2943,"
2011年3月19日 / 岛袋光年 "
神厨小福贵,6.3,(72人评分),2944,"
132话 / 2007 "
漫画同人会 Revolution,6.4,(91人评分),2945,"
13话 / 2005年4月4日 "
最强会长黑神 Abnormal,6.6,(625人评分),2946,"
12话 / 2012年10月10日 / 西尾維新 "
你好七叶,6.6,(262人评分),2947,"
13话 / 2012年10月6日 "
笨女孩,6.7,(1839人评分),2948,"
12话 / 2017年7月4日 / 玉木慎吾 / ヒロユキ（講談社「別冊少年マガジン」連載） / 石川雅一 "
圣斗士星矢 真红少年传说,6.3,(71人评分),2949,"
1988年7月23日 "
超速变形螺旋杰特,6.2,(58人评分),2950,"
51话 / 2012年10月2日 "
最终流放-银翼的飞梦-,6.6,(1033人评分),2951,"
23话 / 2011年10月7日 / 千明孝一 "
特務捜査官レイ＆風子,6.2,(57人评分),2952,"
4话 / 2006/10/27 "
听爸爸的话！OAD,6.6,(476人评分),2953,"
2话 / 2013年6月25日 "
爱姐妹～二人的果实～,6.3,(72人评分),2954,"
3话 / 2001/04/27 "
秦时明月之帝子降兮,6.3,(68人评分),2955,"
1话 / 2015年2月13日 "
Re：从迷你开始的异世界生活,6.6,(303人评分),2956,"
14话 / 2016年6月24日 / 長月達平 (MF文庫J「Re:ゼロから始める異世界生活」/KADOKAWA刊) "
光晕：传奇,6.5,(147人评分),2957,"
8话 / 2010-2-16 / 微软 "
K 失落之王,6.6,(773人评分),2958,"
1话 / 2014年7月12日 "
大家集合！Falcom学园 2期,6.6,(342人评分),2959,"
13话 / 2015年1月4日 "
家庭教師のおねえさん THE ANIMATION～Hの偏差値あげちゃいます～,6.5,(188人评分),2960,"
2话 / 2007年4月27日 / ひぐちよしたか / アトリエかぐや / 石原恵 "
威尔贝鲁物语 ～威尔贝鲁的姐妹～ 第一幕,6.3,(67人评分),2961,"
13话 / 2007年4月8日 / 滨名孝行 / BOYAKASHA / 饭冢晴子、高桥成之 "
ToHeart2 OVA,6.5,(156人评分),2962,"
3话 / 2007年2月28日 / 加藤やすひさ / AQUAPLUS "
羁绊者,6.6,(935人评分),2963,"
12话 / 2016年4月9日 / 小林寛 / TRIGGER・岡田麿里 "
像工口漫画一样恋爱吧,6.2,(55人评分),2964,"
2话 / 2008年06月27日 "
BOIN レクチャー,6.4,(114人评分),2965,"
2话 / 2005年8月25日 / Crossnet-Pie、happobi "
轮回的拉格朗日 第二季,6.6,(608人评分),2966,"
13话 / 2012年7月1日 / Production I.G "
大悪司～前戯のススメ～,6.1,(51人评分),2967,"
1话 / 2003年8月28日 "
女子高中生,6.5,(183人评分),2968,"
12话 / 2006年4月3日 / ふじもとよしたか / 大島永遠 / きしもとせいじ "
恋姬无双 OVA,6.5,(153人评分),2969,"
1话 / 2009年4月1日 / 中西伸彰 / 大島美和、平塚知哉 "
妻とママとボイン,6.3,(78人评分),2970,"
2话 / 2007/01/25 "
魔术快斗,6.6,(778人评分),2971,"
12话 / 2010年4月17日 "
怪物史莱克2,6.4,(113人评分),2972,"
2004年5月19日 "
遗作,6.3,(90人评分),2973,"
4话 / 1997年11月28日 / ELF "
传颂之物 OVA,6.6,(496人评分),2974,"
3话 / 2009年6月24日 / 桂憲一郎 / 『うたわれるもの 散りゆく者への子守呗 』（アクアプラス） / 桂憲一郎 甘露樹 "
薄樱鬼 黎明录,6.6,(324人评分),2975,"
12话 / 2012年7月9日 "
刀剑乱舞-花丸-,6.6,(481人评分),2976,"
12话 / 2016年10月2日 / 直谷たかし "
希望宅邸 3D,6.6,(319人评分),2977,"
26话 / 2012年4月2日 / saxyun "
夜之小双侠,6.6,(298人评分),2978,"
12话 / 2015年1月11日 "
連鎖病棟,6.1,(54人评分),2979,"
2话 / 2007-06-25 "
战国Collection,6.6,(335人评分),2980,"
26话 / 2012年4月5日 "
Ran→Sem～白濁デルモ妻のミイラ捕り～,6.5,(205人评分),2981,"
2话 / 2011年5月27日 "
公主恋人！西尔维娅篇,6.6,(636人评分),2982,"
2话 / 2010年9月17日 / とよたまなか / Ricotta "
创星的大天使,6.4,(117人评分),2983,"
2话 / 2007年5月25日 "
犬屋敷,6.6,(814人评分),2984,"
11话 / 2017年10月12日 / 籔田修平 / 奥浩哉（講談社「イブニング」連載中） "
无罪的维纳斯,6.3,(72人评分),2985,"
12话 / 2006年7月27日 / 川越淳 "
中二病也要谈恋爱！恋 Lite,6.6,(1023人评分),2986,"
6话 / 2013年12月26日 "
未来日记 OAD,6.6,(674人评分),2987,"
1话 / 2010年12月9日 / 細田直人 / えすのサカエ / 平山英嗣 "
风云决,6.5,(176人评分),2988,"
2008-07-19 / 林超賢 / 馬榮成 "
茗记2-初织恋,6.5,(141人评分),2989,"
1话 / 2010-01 / 蓝天可凡 / 张凤成 "
圣斗士星矢 圣域传说,6.5,(241人评分),2990,"
1话 / 2014年6月21日 / さとうけいいち、宮本浩史、安藤賢司、真庭秀明 "
新体操（假） ～妖精们的圆舞曲～,6.4,(136人评分),2991,"
4话 / 2002年10月25日 / ぱんだはうす "
剧场版 进击的巨人 前篇～红莲的弓矢～,6.5,(229人评分),2992,"
2014年11月22日 "
LOVE STAGE!!,6.6,(561人评分),2993,"
10话 / 2014年7月9日 / 影木栄貴×蔵王大志（つだみきよ） "
魔法少女俺,6.5,(217人评分),2994,"
2018年4月2日 "
彷徨う淫らなルナティクス,6.1,(51人评分),2995,"
2话 / 2009/01/30 / Lilith "
宇宙海盗船长哈洛克,6.5,(206人评分),2996,"
2013年9月7日 / 荒牧伸志 "
暗杀教室 365天的时间,6.3,(91人评分),2997,"
2016年11月19日 "
战乙女苏菲亚,6.3,(87人评分),2998,"
4话 / 2007年12月28日 "
学生会的一己之见 Lv.2 EX,6.6,(340人评分),2999,"
1话 / 2013年7月5日 / 今泉賢一 / 葵せきな・狗神煌（富士見ファンタジア文庫刊） "
人鱼的旋律,6.4,(100人评分),3000,"
52话 / 2003年4月5日 "
机甲少女 FRAME ARMS GIRL,6.6,(433人评分),3001,"
12话 / 2017年4月3日 "
"Wake Up, Girl Zoo!",6.4,(110人评分),3002,"
10话 / 2014年10月22日 / 森井ケンシロウ / 宮嶋星矢 "
Phi-Brain～神之谜题2,6.5,(205人评分),3003,"
25话 / 2012年4月8日 "
漫画同人会,6.3,(92人评分),3004,"
13话 / 2001年4月2日 / AQUAPLUS / 田口広一 "
海贼王 追寻草帽,6.5,(267人评分),3005,"
1话 / 2011年3月19日 "
续「刀剑乱舞-花丸-」,6.4,(113人评分),3006,"
12话 / 2018年1月7日 "
AMON 恶魔人默示录,6.3,(71人评分),3007,"
1话 / 2000年5月24日 / 竹下健一 "
干物妹！小埋 OAD,6.6,(629人评分),3008,"
2话 / 2015年10月19日 / サンカクヘッド "
女神异闻录4 剧场版,6.5,(222人评分),3009,"
2012年6月9日 / 岸诚二 "
零之使魔F,6.6,(1767人评分),3010,"
12话 / 2012年1月7日 "
HEARTWORK Symphony of Destruction,6.3,(79人评分),3011,"
3话 / 2003年8月28日 "
爱姐妹2,6.2,(60人评分),3012,"
2话 / 2003/02/28 "
噗哔啵 来自未来,6.6,(377人评分),3013,"
15话 / 2013年12月20日 "
Code Geass 亡国的阿基德 第二章「翼龙折翅」,6.6,(908人评分),3014,"
1话 / 2013年9月14日 "
半妖少女绮丽谭,6.6,(798人评分),3015,"
13话 / 2010年10月4日 / 今千秋 / 星野リリィ（幻冬舎コミックス刊） / 長谷川眞也 "
少女爱上姐姐,6.6,(672人评分),3016,"
13话 / 2006年10月7日 / 名和宗則 / キャラメルBOX / 島沢ノリコ "
数码兽拯救者,6.5,(279人评分),3017,"
48话 / 2006-04-02 / 青井小夜 "
